scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,996.43207,611.3049,0.8738657,983.2028,436.22293,1.0,967.5919,250.58472,0.679693,956.07367,116.75798,0.70673245,957.51263,116.80659,0.050795324
1,996.68835,611.3141,0.8666481,983.17834,436.17007,1.0,967.82666,250.582,0.7205979,956.0436,116.84541,0.7208294,957.48083,116.938736,0.046206802
2,996.4188,611.3556,0.8648528,983.1077,436.53638,1.0,967.6592,250.57536,0.72030777,956.03705,116.984665,0.73074317,968.3969,249.12697,0.04798905
3,996.3959,611.4243,0.8598593,983.135,436.23007,1.0,967.5088,250.61739,0.72154313,956.0756,116.946655,0.72598106,957.501,117.02271,0.050982486
4,996.4033,611.442,0.86272216,983.1387,436.47568,1.0,967.47534,250.61305,0.71155846,956.039,116.93081,0.72128856,957.42413,116.976364,0.048348453
5,996.36975,611.5022,0.917866,983.07654,436.54913,1.0,967.47455,250.63007,0.7047788,955.9659,116.94374,0.7191891,957.3659,116.96577,0.045155
6,996.35046,611.5074,0.88772756,983.04254,436.52716,1.0,967.42065,250.65898,0.69605356,955.89484,116.87749,0.712981,957.31537,116.88366,0.04589336
7,996.28094,611.52545,0.9095919,983.0118,436.4981,1.0,967.38947,250.64929,0.68960834,955.8632,116.9327,0.72182316,957.30414,116.9642,0.044617657
8,996.27325,611.56885,0.90372586,983.02313,436.50082,1.0,967.3933,250.69708,0.66848713,955.83685,116.89322,0.7193734,957.26263,116.913826,0.045977667
9,996.2627,611.4883,0.9043056,982.9305,436.55893,1.0,967.3467,250.66263,0.66374063,955.8449,116.833755,0.724462,957.25995,116.83912,0.045480322
10,996.28046,611.47955,0.9094382,983.026,436.60165,1.0,967.39197,250.64874,0.6853132,955.8436,116.86791,0.73375875,957.2479,116.88635,0.04289707
11,996.3001,611.48724,0.9024444,983.0154,436.61664,1.0,967.3906,250.65118,0.6986324,955.8611,116.861824,0.74067515,957.2525,116.8878,0.04425468
12,996.27295,611.48065,0.9089702,983.05524,436.55786,1.0,967.374,250.69371,0.69313025,955.88086,116.77685,0.74313223,957.284,116.80455,0.045257818
13,996.30444,611.367,0.87956005,983.0219,436.5906,1.0,967.40155,250.72528,0.6824352,955.8273,117.157074,0.7456357,918.8541,265.0836,0.0434639
14,996.29565,611.3934,0.8815475,983.0359,436.6113,1.0,967.39526,250.74089,0.67801446,955.7994,116.94239,0.7325454,957.15356,116.96004,0.047493704
15,996.26874,611.3801,0.88327104,982.99097,436.60477,1.0,967.4085,250.74919,0.67607003,955.7687,117.04204,0.73998415,957.1239,117.0833,0.04545927
16,996.2511,611.3983,0.8813796,983.03455,436.48764,1.0,967.41034,250.70479,0.6663476,955.7196,117.01269,0.7368165,957.0719,117.03478,0.04644411
17,996.24786,611.37714,0.88499194,983.0089,436.5975,1.0,967.50903,250.64993,0.6975826,955.82477,117.01146,0.72277987,957.1745,117.096375,0.048267417
