scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-26.712868,5.9299483,34.197987,-25.235727,4.0538287,35.63259,-23.776833,2.179153,38.6171,-21.927156,0.2624611,40.621403,-20.659916,-1.0483059,42.219597
1,-26.71209,5.934298,34.204613,-25.23463,4.055043,35.63492,-23.775455,2.1802464,38.61495,-21.927086,0.26375505,40.621502,-20.659748,-1.0482434,42.21865
2,-26.712566,5.9358993,34.204697,-25.2351,4.056202,35.637928,-23.776352,2.1819882,38.61872,-21.92707,0.26470065,40.621494,-20.659834,-1.0476977,42.2201
3,-26.712557,5.9373803,34.204746,-25.234018,4.058851,35.637753,-23.777813,2.1835105,38.620094,-21.925951,0.26821083,40.61976,-20.659317,-1.0467036,42.22206
4,-26.713755,5.9361877,34.20639,-25.234497,4.0598445,35.640648,-23.778221,2.185306,38.623566,-21.927185,0.26838443,40.62198,-20.658688,-1.046821,42.22567
5,-26.714441,5.9366164,34.203136,-25.234926,4.0580444,35.637093,-23.779325,2.1850057,38.618256,-21.928535,0.2676139,40.624443,-20.65954,-1.0445733,42.218758
6,-26.715378,5.943407,34.208824,-25.236517,4.0670023,35.642044,-23.787575,2.186258,38.632156,-21.92778,0.27422974,40.62317,-20.659601,-1.0380414,42.21593
7,-26.716005,5.9465513,34.206005,-25.235184,4.070748,35.645115,-23.787334,2.1894927,38.634308,-21.92632,0.2790465,40.619896,-20.659922,-1.0355978,42.214397
8,-26.715519,5.943094,34.20903,-25.236967,4.068715,35.640682,-23.787268,2.189125,38.631973,-21.926384,0.27903226,40.61999,-20.660204,-1.0361972,42.21623
9,-26.723293,5.9398994,34.205704,-25.239958,4.064395,35.644184,-23.787157,2.18566,38.62266,-21.930182,0.27557078,40.617966,-20.659681,-1.0359893,42.216923
10,-26.722923,5.9391203,34.20625,-25.238802,4.0670905,35.64608,-23.784945,2.1883717,38.631725,-21.9277,0.2776221,40.6198,-20.659388,-1.0356648,42.21584
11,-26.721329,5.9453707,34.20691,-25.237059,4.0709877,35.642975,-23.774681,2.1968796,38.613007,-21.92653,0.27892306,40.61793,-20.659163,-1.0354185,42.216316
12,-26.720999,5.94503,34.207268,-25.237503,4.0714483,35.643826,-23.783613,2.1900506,38.62686,-21.926472,0.2791198,40.617966,-20.659395,-1.0347196,42.21797
13,-26.725195,5.94253,34.210575,-25.240664,4.0685344,35.63994,-23.793316,2.186337,38.642723,-21.928148,0.2782637,40.619225,-20.658628,-1.0347065,42.21142
14,-26.730024,5.9390373,34.209473,-25.244274,4.0667524,35.63857,-23.793467,2.1861765,38.64281,-21.929897,0.27745953,40.62093,-20.66224,-1.035162,42.214577
15,-26.732288,5.939779,34.20797,-25.242561,4.068573,35.641884,-23.793686,2.1865594,38.64341,-21.929562,0.2786719,40.61865,-20.663439,-1.0377538,42.217827
16,-26.733358,5.938349,34.206284,-25.245037,4.0672336,35.640488,-23.793135,2.1863115,38.641796,-21.931337,0.27748471,40.620464,-20.663609,-1.0385375,42.220943
17,-26.735569,5.941172,34.209732,-25.24363,4.0699277,35.64504,-23.792347,2.1869438,38.6363,-21.930656,0.28022704,40.61754,-20.663614,-1.0342894,42.21898
