scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,884.76154,622.9503,0.6892957,882.47284,462.1785,0.8957866,876.4847,305.25815,0.75722367,834.47516,105.84684,0.88051593,845.8433,1.7519207,0.4817231
1,884.9517,622.5094,0.70574546,882.4742,462.13354,0.89074236,876.23303,305.126,0.7380891,834.184,105.88127,0.88485885,845.1361,2.1713858,0.47937745
2,884.95435,622.401,0.70486194,882.46857,462.10925,0.9025477,876.19556,305.1183,0.7291608,833.05945,106.33445,0.9013639,845.12274,2.2106314,0.48723096
3,884.9746,622.61816,0.6964978,882.4551,462.14493,0.90057844,876.2479,305.10947,0.7182443,833.2625,106.37244,0.8979639,845.2109,1.9639425,0.45142615
4,884.6644,622.4254,0.7265487,882.5059,462.09595,0.89429325,876.1999,305.09363,0.72708833,833.55615,106.43531,0.88439405,845.0292,2.1083279,0.46945596
5,884.66437,622.55865,0.69580615,882.4479,462.1402,0.88932806,876.0851,305.1366,0.70820206,833.0105,106.39197,0.90826654,844.81604,2.0528946,0.4401693
6,884.64105,622.6601,0.6982656,882.422,462.1448,0.88912815,876.0944,305.11877,0.70078397,832.6434,106.447395,0.9364812,844.714,2.0420094,0.45126522
7,884.89777,622.73975,0.70288587,882.4007,462.14066,0.88881725,876.10974,305.15588,0.7005516,832.5904,106.61829,0.9484286,844.75885,2.3376265,0.47237888
8,884.8951,622.6159,0.70592165,882.4331,462.2343,0.8886017,876.0853,305.172,0.7047891,832.6267,106.47065,0.9384175,844.7165,2.0720959,0.45141098
9,884.7731,622.46484,0.7227936,882.44507,462.38297,0.8912452,875.8274,304.96878,0.6838427,832.93524,106.21688,0.90219945,844.6956,1.9236202,0.44549602
10,884.912,622.5817,0.7259635,882.45026,462.35767,0.89546305,875.86115,305.00394,0.6808923,832.6351,106.609116,0.935157,844.7448,2.1750708,0.45113024
11,884.8892,622.6418,0.73171175,882.4627,462.35272,0.8903452,875.87134,305.0168,0.6790963,832.6455,106.56615,0.92690355,844.1587,2.33531,0.4773281
12,884.8983,622.62494,0.7298881,882.4211,462.41708,0.8887361,875.8114,304.9899,0.6699215,832.17523,106.66963,0.949372,844.1137,2.180338,0.4711404
13,885.0822,622.6348,0.7327714,882.47943,462.46698,0.88402575,875.7127,304.9166,0.6778379,832.5264,106.7366,0.92910457,843.881,2.118802,0.43677628
14,885.1516,622.64215,0.7353637,882.35065,462.42792,0.90312177,875.7108,305.00223,0.6605606,831.72943,106.63193,0.9662846,843.2933,2.2177515,0.45785654
15,885.39124,622.82025,0.7150897,882.3745,462.45737,0.89938915,875.7196,305.02887,0.67568576,831.75446,106.65629,0.9670934,843.29095,2.2348318,0.4503497
16,885.4136,622.8472,0.7189018,882.33923,462.32513,0.9082141,875.75964,305.02167,0.6661141,831.74994,106.66903,0.9653908,843.4273,2.247694,0.47933683
17,885.4718,622.71497,0.72545266,882.3949,462.37115,0.9068093,875.7529,304.87256,0.6755759,832.30237,106.36493,0.94710696,843.7873,2.0953016,0.48515806
