scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.693941,7.244357,35.187782,-24.144857,5.2389083,36.415806,-22.93222,3.2851472,39.09208,-21.932901,1.9005741,39.481255,-20.685375,-0.6583939,40.0253
1,-25.695051,7.241792,35.18682,-24.146477,5.2366023,36.413,-22.932276,3.2831018,39.09396,-21.933119,1.8995608,39.48526,-20.683256,-0.66516864,40.025963
2,-25.69645,7.2364764,35.187267,-24.147419,5.233236,36.415585,-22.941195,3.2774243,39.10222,-21.934628,1.8968773,39.491512,-20.683117,-0.6662841,40.02914
3,-25.696157,7.2305155,35.183975,-24.146425,5.2270103,36.411892,-22.94137,3.2776225,39.101997,-21.936714,1.89251,39.496937,-20.684282,-0.66652375,40.030983
4,-25.696619,7.2282786,35.18446,-24.14876,5.226588,36.41649,-22.941513,3.2773042,39.101288,-21.9374,1.8924112,39.498016,-20.684185,-0.6665896,40.03099
5,-25.696318,7.2283063,35.18461,-24.149538,5.2264953,36.41677,-22.940615,3.276434,39.10235,-21.93717,1.892257,39.497818,-20.682491,-0.6699463,40.03217
6,-25.695831,7.2249804,35.183636,-24.152504,5.2232933,36.421886,-22.944193,3.273621,39.10437,-21.938019,1.8867087,39.49696,-20.682516,-0.67157644,40.03166
7,-25.695396,7.2241335,35.184105,-24.15059,5.220951,36.420273,-22.946667,3.2717319,39.112926,-21.936893,1.8838261,39.502487,-20.681171,-0.67533743,40.026955
8,-25.69996,7.219512,35.19043,-24.148739,5.2189183,36.42011,-22.947882,3.271555,39.115276,-21.937397,1.8826585,39.503014,-20.680544,-0.6783569,40.026474
9,-25.69392,7.2264643,35.18344,-24.149462,5.223139,36.420998,-22.942427,3.2735438,39.10933,-21.937544,1.8861763,39.500893,-20.680876,-0.6748843,40.028934
10,-25.693232,7.2309346,35.186325,-24.148064,5.2280636,36.42055,-22.937819,3.2762196,39.105274,-21.93813,1.890232,39.498886,-20.681213,-0.670565,40.036304
11,-25.69194,7.231526,35.183395,-24.145914,5.229208,36.42079,-22.936432,3.2797103,39.095463,-21.937056,1.8925539,39.496082,-20.680767,-0.6704076,40.03667
12,-25.68964,7.229597,35.183342,-24.143337,5.228992,36.424072,-22.934326,3.279263,39.1105,-21.936474,1.88951,39.5059,-20.680702,-0.67047733,40.038
13,-25.68924,7.2267785,35.180424,-24.144007,5.226829,36.422905,-22.936777,3.2777565,39.11125,-21.938414,1.8878577,39.51047,-20.683117,-0.6733627,40.037388
14,-25.689114,7.224344,35.17894,-24.144726,5.2249875,36.42348,-22.936884,3.2762601,39.11648,-21.938398,1.8864626,39.510605,-20.683865,-0.6743064,40.0397
15,-25.692783,7.2187243,35.183586,-24.144909,5.2214293,36.425926,-22.937763,3.2747684,39.122124,-21.940214,1.8853389,39.513954,-20.684618,-0.6754012,40.040638
16,-25.69247,7.218501,35.18328,-24.145224,5.2203283,36.42503,-22.938416,3.275068,39.122917,-21.940779,1.8854213,39.514713,-20.684486,-0.67531025,40.040962
17,-25.693197,7.212667,35.182774,-24.145802,5.2146773,36.427082,-22.939106,3.2711236,39.12288,-21.93942,1.8828415,39.514355,-20.683872,-0.67689687,40.04117
18,-25.692911,7.211946,35.1828,-24.14553,5.2141995,36.42801,-22.940245,3.269027,39.116196,-21.939638,1.8821379,39.514786,-20.683014,-0.6802204,40.03922
