scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,809.86725,926.7284,0.66571057,799.72943,757.62415,0.91917527,816.5625,559.22565,0.79333115,822.94586,412.97342,0.6009552,817.53284,229.57953,0.52796006
1,809.98395,926.4813,0.6986614,799.69824,757.60016,0.91963613,816.5752,559.1349,0.8150285,823.0085,412.68005,0.6027478,817.43677,229.44568,0.55528027
2,809.80005,925.8149,0.67997164,799.6954,757.5774,0.92361534,816.5166,559.3909,0.81539345,822.9232,412.80667,0.59339416,817.3523,229.42804,0.565573
3,809.7855,925.74176,0.69683254,799.6217,757.4453,0.89178926,816.4539,559.13666,0.8194143,822.81555,412.72845,0.59266925,817.36523,229.25081,0.5904868
4,809.755,925.76434,0.69817805,799.66046,757.4806,0.9082651,816.51086,559.094,0.8179814,822.88367,412.65875,0.58691907,817.3109,229.24535,0.5889071
5,809.7517,926.4195,0.6777781,799.68176,757.58026,0.91492873,816.50745,558.9844,0.74917793,822.9258,412.64618,0.6006935,817.41315,229.18237,0.5929973
6,809.84784,926.4217,0.6977292,799.6506,757.58496,0.9123591,816.60565,558.981,0.7711471,822.8554,412.70847,0.5876679,817.4459,229.18884,0.5890985
7,809.76624,926.4648,0.68847376,799.6711,757.58704,0.9098446,816.6164,558.9783,0.76246583,822.89874,412.73724,0.5880786,817.0099,229.54408,0.59984505
8,809.6517,926.5935,0.67266905,799.64984,757.5829,0.9107782,875.8489,79.487854,0.6719924,822.9054,412.7402,0.6067709,817.4513,229.3057,0.58156633
9,809.6359,926.6025,0.68617254,799.7027,757.5264,0.91557693,816.5975,558.9827,0.7875153,822.9304,412.8602,0.5862731,817.6434,229.55232,0.59969795
10,809.64954,926.6085,0.68569446,799.73645,757.55286,0.914238,816.45935,558.9848,0.7578832,823.0125,412.81317,0.58872336,817.5576,229.52562,0.5983012
11,809.6124,926.63135,0.6956101,799.7438,757.5419,0.91562223,816.62305,558.95874,0.76362807,823.0741,412.73816,0.61760587,817.7123,229.5811,0.58355963
12,809.6407,926.59656,0.6998259,799.7508,757.4835,0.90824556,816.6327,558.9186,0.750283,823.06396,412.81085,0.5996842,817.666,229.68813,0.5991778
13,809.76434,926.5548,0.71693015,799.71063,757.58636,0.912276,817.1036,558.89294,0.7659069,823.08203,412.85074,0.5969969,817.61035,229.50978,0.6039158
14,809.7883,926.51013,0.7122322,799.71533,757.5914,0.9149747,816.8452,558.96857,0.80741394,823.01556,412.81342,0.5983535,817.5912,229.48476,0.59101325
15,809.6977,926.57587,0.6960135,799.69073,757.5748,0.93084997,816.75183,558.98425,0.82147557,823.03845,412.88474,0.59357816,817.5826,229.49988,0.568938
16,809.7611,926.50684,0.7112336,799.83374,757.5843,0.91358066,816.67413,559.1015,0.8201498,822.98846,412.8311,0.5847257,817.60657,229.42953,0.5503815
17,809.7181,925.87885,0.7347409,799.80853,757.51843,0.9145506,816.81726,559.0542,0.7823827,822.9726,412.7636,0.5975216,817.64575,229.4645,0.56639266
