scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1060.8461,559.9961,0.58292836,920.26697,561.9594,0.79228884,908.1683,428.44986,0.7591711,891.7238,213.03586,0.8876906,914.2965,105.98428,0.8646413
1,1060.5125,559.899,0.56821305,920.3435,561.79083,0.78684527,908.29474,428.488,0.77199036,891.76465,213.00499,0.9012526,914.32794,105.95573,0.8158857
2,1060.8613,559.8369,0.5807494,920.3085,561.7475,0.79880905,908.3391,428.50226,0.768466,892.0555,212.89796,0.8979787,914.68353,105.985695,0.8124057
3,1060.9192,559.84045,0.586407,920.4211,561.679,0.78033274,908.42487,428.54163,0.7590171,892.296,212.9635,0.90686524,914.91876,105.8211,0.8037215
4,1060.6449,559.81213,0.5624138,920.42474,561.6054,0.76996326,908.44104,428.5225,0.7679468,892.27875,212.7211,0.8995249,915.2036,105.63103,0.8062504
5,1060.787,559.61615,0.55680114,920.7418,561.4227,0.7502221,908.64624,428.4487,0.74308926,892.341,212.72403,0.9029241,915.4721,105.55181,0.8137148
6,1060.7815,559.599,0.5715504,920.92914,561.4167,0.74918836,908.8045,428.2989,0.74872696,892.96423,212.6516,0.90424275,915.93933,105.50711,0.79935914
7,1060.8356,559.5295,0.57149005,920.88873,561.50336,0.74889034,908.9006,428.38858,0.7517668,893.25256,212.59225,0.92045975,916.20294,105.46657,0.8184343
8,1060.9742,559.64764,0.5724619,921.1229,561.5132,0.75197506,908.9855,428.43484,0.7645612,893.45026,212.68106,0.9377145,916.2264,105.43045,0.80664986
9,1061.2594,559.89996,0.57369614,921.248,562.1632,0.7707708,908.9644,428.91583,0.72327155,893.285,213.00154,0.91514194,916.1635,105.712074,0.78691846
10,1061.2118,559.9416,0.56841046,920.95496,561.5906,0.7582754,908.98865,428.65372,0.73051053,893.45746,212.91937,0.91248924,916.35864,105.49068,0.7868409
11,1061.2059,559.9695,0.5702581,920.8791,561.6881,0.7709322,908.88544,428.54565,0.74776304,893.41095,212.87788,0.9205823,916.3319,105.475174,0.79183686
12,1061.0593,560.2468,0.5705523,920.8613,561.76886,0.7633759,908.994,428.85468,0.7154123,893.3285,213.04552,0.9143267,916.3858,105.66145,0.80188596
13,1060.967,559.92035,0.5659006,920.8153,561.6393,0.7556057,908.5262,428.45416,0.7281467,892.73883,212.78651,0.9201941,915.96027,105.972664,0.7791222
14,1060.7345,559.7213,0.54418176,920.73804,561.73334,0.7545916,908.48035,428.48132,0.7516105,892.7771,212.75742,0.91323435,916.1574,105.45571,0.76481134
15,1060.9264,559.9416,0.55874,920.58746,561.8903,0.76395595,908.38983,428.58942,0.7423756,892.1939,212.72964,0.90452135,915.3414,105.98013,0.78405344
16,1060.7961,559.7416,0.53318936,920.48285,561.7382,0.75547075,908.2722,428.43295,0.7349021,892.10266,212.65945,0.9212712,915.24054,105.75387,0.80045366
17,1060.7935,559.7244,0.55535245,920.45197,561.88574,0.79477227,908.2126,428.48767,0.7521027,891.73816,212.8861,0.9203469,914.81146,106.00696,0.7950282
