scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1028.391,530.26746,0.68118757,883.65753,488.58212,0.86080885,851.3793,317.9752,0.6391199,845.5007,170.92188,1.0,852.53094,317.17078,0.10216554
1,1028.3252,530.2665,0.66594726,883.7842,488.41977,0.8546269,851.31433,317.9251,0.632707,845.1711,170.57686,1.0,852.324,317.10318,0.10399642
2,1028.4282,530.36163,0.65955573,883.72473,488.46738,0.84774476,851.20197,317.9072,0.6140817,845.19666,170.54083,1.0,985.55005,393.52228,0.26551327
3,1028.3716,530.3462,0.654069,883.74963,488.46866,0.8353751,851.30914,317.7966,0.61307365,845.4257,170.69475,1.0,851.95264,316.82785,0.11146626
4,1028.4736,530.43005,0.6614141,883.7454,488.37955,0.8061015,851.2684,317.9662,0.59857035,845.3243,170.5247,1.0,851.9764,316.9052,0.10424135
5,1028.4999,530.3921,0.6043089,883.7781,488.32053,0.84281385,851.42664,317.80258,0.8495526,845.4211,170.59784,1.0,884.72986,199.71313,0.10641182
6,1028.5192,530.4329,0.60031915,883.6349,488.39838,0.84765494,851.48114,317.82928,0.8536782,845.4758,170.5809,1.0,884.7285,199.91045,0.095187776
7,1028.4569,530.39044,0.61748135,883.62445,488.44125,0.84990835,851.492,317.9244,0.8366278,845.4542,170.71512,1.0,884.9514,198.80579,0.09754885
8,1028.4122,530.59814,0.5907085,883.45325,488.40982,0.85006034,851.4652,317.81396,0.86899525,845.4142,170.59343,1.0,884.8692,199.30501,0.08371921
9,1028.4377,530.58435,0.60547674,883.56824,488.4133,0.9034952,851.3361,317.80777,0.86888456,845.3306,170.68346,1.0,884.8677,198.75919,0.08677295
10,1028.6138,530.3957,0.6344353,883.7815,488.38022,0.9208117,851.28326,318.02374,0.8914035,845.4078,170.68584,1.0,845.42505,171.06915,0.091439776
11,1028.7205,530.29364,0.6622586,883.7368,488.3485,0.9120007,851.3364,317.61273,0.8164241,845.4918,170.67494,1.0,845.5772,171.05164,0.10064182
12,1028.8862,530.2179,0.70211846,883.63043,488.28668,0.9235379,851.55444,317.60767,0.86112815,845.57416,170.65396,1.0,845.7462,171.03458,0.10868438
13,1028.8705,530.02563,0.7246835,883.5733,488.356,0.9387569,851.21936,318.11703,0.85199416,845.56226,170.66757,1.0,845.642,171.05399,0.10153037
14,1028.7812,530.09955,0.7028469,883.598,488.3427,0.9182046,851.34564,317.86694,0.8948624,845.50305,170.60628,1.0,884.8999,198.50777,0.107934654
15,1028.882,530.06665,0.7104576,883.74493,488.36517,0.8912951,851.47565,318.00012,0.86041456,845.5556,170.56067,1.0,884.76337,198.46123,0.103747055
16,1028.8044,530.07886,0.6971582,883.65643,488.40247,0.9014776,851.389,318.1409,0.7659619,845.55786,170.55472,1.0,973.4417,337.18927,0.27538112
17,1028.661,530.3545,0.6301237,883.6407,488.4663,0.9026329,851.3884,318.23074,0.7808415,845.45416,170.66037,1.0,973.583,337.1266,0.22508466
