scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,942.0455,657.30695,0.72543514,943.64197,495.89087,0.75215673,946.74384,337.04254,0.8924726,928.9901,135.54819,0.8888457,935.5385,33.46445,0.8948004
1,942.0964,657.32947,0.71601224,943.5453,495.85458,0.7507371,946.47766,337.05692,0.89768773,928.7496,135.38988,0.8864933,935.679,33.210632,0.91682136
2,942.07983,657.3645,0.7192421,943.5872,495.8295,0.7527318,946.4912,336.99384,0.8872472,928.7125,135.40599,0.8889368,935.63916,33.21916,0.91331565
3,942.1093,657.3517,0.71616375,943.5685,495.89053,0.74815863,946.54254,337.09192,0.889793,928.7954,135.54358,0.8874608,935.4378,33.344196,0.90760046
4,942.07263,657.36005,0.7210541,943.52765,495.97742,0.75642514,946.6137,337.1495,0.89574975,928.57007,135.54816,0.89931947,935.2013,33.50322,0.9038476
5,941.9328,657.3286,0.7318937,943.56537,495.85855,0.75577664,946.69507,337.0682,0.86995035,928.6531,135.536,0.8940946,935.2565,33.334225,0.8893216
6,941.9976,657.3485,0.72746027,943.49536,495.86188,0.76700693,946.68317,336.92432,0.8659199,928.78204,135.4626,0.89214826,935.2015,33.17118,0.88303226
7,942.0308,657.3057,0.7331153,943.48456,495.85962,0.76721257,946.6719,336.92523,0.8673497,928.86865,135.38591,0.90025026,935.37415,33.14267,0.8866826
8,942.07166,657.3653,0.7250929,943.4389,495.84836,0.7602018,946.7444,336.90903,0.8788291,929.0346,135.43219,0.90836,935.72577,33.287384,0.86522555
9,942.0688,657.3496,0.7127576,943.5995,495.81314,0.75773764,946.76825,336.70486,0.85821694,929.09534,135.34998,0.90832084,935.98456,33.28677,0.89808404
10,942.05023,657.3232,0.7023678,943.6074,495.79367,0.76912326,946.7257,336.61887,0.86446196,929.28656,135.27397,0.91567373,936.198,33.411125,0.86397684
11,941.9872,657.19354,0.69927174,943.72504,495.72205,0.7730308,946.5703,336.7142,0.8644544,929.4352,135.19463,0.9178415,936.43945,33.355976,0.85063523
12,942.0495,657.17957,0.697323,943.8555,495.6995,0.769802,946.5729,336.49796,0.8631212,929.39215,135.04175,0.9255793,936.65796,33.25573,0.8681247
13,942.0962,657.2024,0.699189,943.8001,495.70264,0.7821178,946.7433,336.65738,0.88039666,929.5815,134.96861,0.9290008,937.09894,33.283176,0.85290825
14,942.0571,657.18207,0.7007683,943.82263,495.69034,0.78149354,946.79504,336.6539,0.8777764,929.8467,134.92012,0.94372404,937.33905,33.403194,0.85102093
15,941.99866,657.1891,0.720556,943.8226,495.6873,0.7821301,946.74316,336.6641,0.8797269,929.8405,134.89273,0.94082355,937.3516,33.322605,0.8534311
16,942.0668,657.19037,0.70708215,943.8036,495.6532,0.78216517,946.81934,336.6361,0.87754285,929.8583,134.89957,0.94252694,937.37384,33.3751,0.85292304
17,941.69037,657.19855,0.70703876,943.5905,495.67694,0.77106553,946.87006,336.62268,0.8621853,929.8643,134.92795,0.9416242,937.3495,33.351982,0.8467791
