scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,884.3671,668.7053,0.46750143,869.77124,503.71613,0.8715814,858.06287,314.46246,0.7250835,847.65546,172.25162,1.0,953.1958,467.33688,0.19809179
1,884.72906,668.68634,0.5156359,869.6724,503.7906,0.87378865,858.1299,314.53046,0.7485431,847.22876,172.44571,1.0,953.316,467.1906,0.19032374
2,884.98553,668.6828,0.6553653,869.8006,503.90665,0.8652507,858.0835,314.62317,0.783449,847.1653,172.267,1.0,847.09827,173.06769,0.15521683
3,885.38184,668.53687,0.61117923,869.92194,503.97156,0.8730329,858.0908,314.62256,0.7798839,846.8608,172.09476,1.0,846.80054,172.83487,0.16396238
4,885.5078,668.3704,0.6446968,869.978,504.07224,0.8698699,858.0782,314.58597,0.77722204,846.87836,172.03319,1.0,846.8602,172.77133,0.17531411
5,885.307,668.5193,0.57315904,869.6313,503.88455,0.84909654,857.8793,314.6606,0.8001257,846.4961,172.04128,1.0,846.4129,172.73032,0.16837528
6,885.0657,668.4321,0.5480502,869.6815,503.91815,0.8506623,857.41504,314.907,0.8376424,846.4133,172.19484,1.0,846.3187,172.77606,0.1726567
7,885.0657,668.4194,0.5535131,869.5659,503.86426,0.8539276,856.937,315.15033,0.8635226,846.2406,172.05148,1.0,846.2104,172.65797,0.17989893
8,885.116,668.3617,0.5554224,869.44745,503.80112,0.8485768,856.97485,315.12943,0.8496981,845.82605,171.73734,1.0,845.83875,172.38551,0.16460341
9,885.2901,668.4391,0.5653181,869.30023,503.79257,0.88754123,856.829,315.50635,0.81592625,845.81274,171.85527,1.0,845.87177,172.49869,0.1814787
10,885.50824,668.5525,0.57359594,869.1914,503.71014,0.8801867,856.9557,315.14224,0.8277384,845.9331,171.91302,1.0,845.9488,172.56311,0.18798201
11,885.66376,668.69135,0.58295137,869.40967,503.9399,0.87205565,856.7992,315.29816,0.83401024,845.8746,171.99835,1.0,845.8835,172.60599,0.18574978
12,885.9611,667.91406,0.5972533,869.42426,504.1089,0.90097576,856.7982,315.44376,0.82940876,845.8306,171.99553,1.0,845.80695,172.59705,0.17915343
13,886.0182,667.682,0.6225716,869.3669,504.12186,0.89835745,856.57477,315.23965,0.85794574,845.80554,171.65315,1.0,845.7748,172.24417,0.15920043
14,885.81354,667.62866,0.6430241,869.3645,504.11832,0.8889594,856.5903,315.1008,0.8354644,845.8005,171.51447,1.0,845.8683,172.12329,0.16899239
15,886.06976,667.5143,0.62869394,868.9316,504.11203,0.9066048,856.5697,315.10672,0.861041,845.5328,171.47928,1.0,845.64514,172.11133,0.15208912
16,886.1952,667.368,0.57855695,868.8569,503.6988,0.84949285,856.22864,315.1766,0.8410858,845.2357,171.01682,1.0,845.449,171.53699,0.15534742
17,885.66547,667.8106,0.5694242,868.7631,503.83618,0.8723095,855.9428,315.27136,0.8519591,845.2509,171.07985,1.0,1017.89056,377.09647,0.1870622
