scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,675.6387,801.6521,0.77444065,687.7808,643.2778,0.818212,709.7895,482.33414,0.8777528,729.249,269.852,0.8472915,738.7471,178.65106,0.8660617
1,675.491,801.7767,0.7668526,687.5364,643.27313,0.8094727,709.5051,482.21,0.85201067,728.7606,269.72812,0.83939844,738.2952,178.67511,0.85867554
2,675.4849,801.4322,0.78704685,687.58057,643.31104,0.819228,709.44055,482.16666,0.8588119,729.456,269.51416,0.82582396,738.92944,178.46179,0.8688385
3,675.7709,801.8319,0.77639264,687.57275,643.3624,0.81634367,709.2985,482.43356,0.8483634,729.732,269.0268,0.86942065,739.2509,178.60245,0.87667435
4,676.125,801.8132,0.7902225,687.5337,643.1495,0.8165281,709.28015,482.6451,0.8501441,729.03815,269.7971,0.81922597,738.5267,178.65518,0.8778618
5,675.64026,801.85986,0.82234645,687.411,643.2646,0.81010824,708.9501,482.75067,0.8349879,728.4355,269.96375,0.8123794,738.13965,178.61862,0.8829885
6,675.6268,801.87036,0.8181905,687.422,643.2909,0.8122827,708.9489,482.70807,0.83589756,728.63007,269.943,0.83384573,738.1403,178.62027,0.88924354
7,675.6512,801.8727,0.8157303,687.3288,643.33124,0.80570954,708.8066,482.7699,0.84221,728.4139,269.98795,0.8354637,738.0456,178.62663,0.88645357
8,675.65424,801.86884,0.81470495,687.26227,643.2959,0.80403495,708.6999,482.83185,0.8432848,728.29047,269.9255,0.8269983,737.9181,178.64497,0.8957093
9,675.7028,801.86566,0.81625533,687.29456,643.6867,0.7914411,708.741,483.0621,0.8310436,728.3164,270.16077,0.83938444,737.86145,178.74133,0.8967621
10,675.81195,801.98566,0.80311537,687.38074,643.49005,0.78559816,708.73987,482.95462,0.83571887,728.27704,269.89255,0.8371073,738.06006,178.65662,0.8811037
11,675.86743,802.1012,0.8033612,687.4908,643.57935,0.78064704,708.7434,482.9426,0.8245896,728.0056,269.84732,0.8352098,737.902,178.6866,0.8812221
12,676.0353,802.1979,0.80918664,687.3815,643.6319,0.81603205,708.74365,483.07193,0.83748406,728.19476,269.99002,0.8336121,737.9463,178.79222,0.8919001
13,675.6934,802.01544,0.8415271,687.14966,643.5822,0.7899621,708.66705,483.0396,0.83870447,728.229,269.882,0.8454725,737.97516,178.69005,0.90062594
14,675.6665,802.03564,0.8512315,687.42413,643.6212,0.82078856,708.811,482.93372,0.8380158,728.29193,269.761,0.83665335,738.0652,178.60707,0.89258355
15,675.6986,801.9997,0.8499343,687.46893,643.733,0.81641805,708.8133,482.99933,0.8511269,728.50024,269.8633,0.8432616,738.0906,178.61552,0.88389546
16,675.743,802.06586,0.8506978,687.40656,643.58704,0.81519616,708.8202,482.8269,0.84088135,728.65594,269.7837,0.84212095,738.0943,178.64688,0.8884679
17,675.5596,802.07513,0.84322095,687.4115,643.5114,0.8109285,709.15643,482.7908,0.8359226,728.62756,269.67606,0.8368263,738.22125,178.57718,0.8992129
