scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,858.52075,641.7285,0.8279386,853.14417,485.0623,0.9992599,836.20496,324.57278,0.8852673,826.2121,192.14188,0.87686795,800.74164,35.039078,0.96247464
1,858.53534,641.71844,0.80982673,853.1124,485.03696,1.0,836.10895,324.65405,0.870599,826.2052,192.02348,0.8888183,800.6004,35.053738,0.9572479
2,858.6824,641.7531,0.817487,853.0935,485.03104,1.0,836.00665,324.72934,0.8759433,826.0504,192.42992,0.8781101,800.52527,35.12738,0.95627826
3,858.62225,641.6691,0.80958885,853.07184,485.01355,1.0,836.01776,324.71155,0.8720206,826.156,192.07065,0.87215185,800.732,35.178257,0.95757043
4,858.5798,641.57355,0.80812865,852.9814,484.99655,1.0,836.0034,324.72253,0.8722885,826.15405,192.06976,0.87794983,800.74475,35.144043,0.95806396
5,858.6015,641.5795,0.8198185,852.87494,484.95618,1.0,835.7007,325.02808,0.88764465,825.97327,192.4454,0.8787092,800.5341,35.221024,0.9597471
6,858.58514,641.0465,0.79513246,852.76685,484.92224,1.0,835.6742,324.8411,0.8780803,825.9295,192.48811,0.8840031,800.4946,35.258163,0.96286845
7,858.4466,641.4889,0.7875354,852.768,484.90833,1.0,835.6889,324.82477,0.8796713,825.8975,192.59184,0.88528556,800.64044,35.17419,0.96318704
8,857.93335,641.10815,0.79420114,852.64636,484.7793,1.0,835.7009,324.80795,0.8802519,825.86865,192.63802,0.88744134,800.50323,35.27122,0.9635544
9,854.0961,641.44867,0.8211579,852.5496,484.733,1.0,835.73065,324.76553,0.89281994,825.89325,192.53096,0.8932796,800.64404,35.147476,0.9579094
10,854.0953,641.4411,0.8206158,852.4085,484.64664,1.0,835.7463,324.7078,0.89270455,825.86035,192.5515,0.8919422,800.64886,35.1329,0.9547618
11,854.0999,641.3816,0.8231333,852.2698,484.60764,1.0,835.7545,324.72073,0.89561504,825.849,192.52419,0.8915963,800.6925,35.31076,0.94984657
12,854.0697,641.3365,0.8150058,852.1439,484.53455,1.0,835.8368,324.58176,0.90963686,825.88,192.5036,0.8900294,800.71234,35.10612,0.952297
13,854.49176,641.4951,0.8335623,852.2827,484.5894,1.0,835.8401,324.58368,0.91001725,825.8243,192.50305,0.89642155,800.5991,35.22287,0.96362257
14,854.86884,641.6059,0.8396098,852.36475,484.64456,1.0,835.8189,324.6912,0.9059215,825.7618,192.51385,0.8988056,800.58453,35.363323,0.9650961
15,854.9715,641.5952,0.84742624,852.34534,484.64355,1.0,835.8173,324.6921,0.90120095,825.71423,192.51312,0.8993511,800.537,35.394123,0.96718496
16,855.03485,641.6411,0.8490606,852.3325,484.64655,1.0,835.7555,324.75656,0.88971215,825.6851,192.50964,0.89295954,800.4962,35.451035,0.9684732
17,855.07855,641.6819,0.8382379,852.3833,484.6566,1.0,835.6169,324.73605,0.8718071,825.7207,192.48418,0.893239,800.48987,35.433296,0.9642149
