scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,866.1882,418.60458,0.09625361,850.7447,401.58282,0.018878635,867.7332,431.1883,0.038708515,865.6707,418.25223,0.049298532,874.99414,422.09402,0.023884302
1,865.98926,418.02237,0.09851148,851.73956,414.39255,0.022546016,1127.8809,262.98743,0.048435137,865.7589,417.9528,0.069388375,935.2616,1109.9441,0.04085029
2,867.02704,419.83524,0.049937848,943.981,506.0943,0.08758025,943.8325,508.4245,0.21111023,943.5429,507.00204,0.30277416,891.8307,178.2472,0.34768328
3,979.9904,668.66974,0.44539392,943.8694,506.0386,0.26392338,908.2592,320.76086,0.51878124,891.7026,178.75925,0.34379804,891.72406,178.41177,0.46480274
4,980.1119,668.4577,0.6942802,945.30005,506.22205,0.34918416,908.19714,320.16574,0.5962759,891.6538,178.42186,0.5299342,891.63776,178.57202,0.34643978
5,979.8919,668.73175,0.7528447,945.4798,506.25964,0.43546566,907.3721,320.33258,0.7384123,891.6766,178.04219,0.59663486,892.2052,178.63408,0.3143511
6,979.8806,668.5411,0.8358648,945.6456,506.03732,0.5240379,906.8976,319.86572,0.7821359,891.58746,178.14117,0.81157523,892.0503,178.96039,0.29429844
7,979.797,668.7709,0.76040256,945.43134,506.15567,0.5525504,906.8508,320.17953,0.8025517,891.81415,178.00684,0.79158425,892.3243,178.67393,0.31645194
8,979.97046,668.7101,0.74384433,945.60724,506.35004,0.6362236,907.53766,320.51047,0.85799325,892.03864,177.88809,0.7899965,892.5299,178.41785,0.3278747
9,979.92163,668.63666,0.74193245,945.44275,506.37494,0.6179065,907.18854,320.38522,0.83717906,891.8985,177.95348,0.83988357,892.3765,178.35568,0.33180174
10,980.14215,668.5172,0.7947091,945.45435,506.42383,0.63900787,907.12256,320.48044,0.81263995,891.7765,178.03223,0.85782045,892.2958,178.27827,0.33327314
11,980.00525,668.6965,0.79386127,945.5405,506.51993,0.6565691,907.0907,320.54474,0.8018647,891.7153,178.07018,0.85599995,892.27423,178.32024,0.3366332
12,980.15375,668.47723,0.80260694,945.4914,506.53885,0.6423458,907.1646,320.5906,0.8062207,891.73944,178.04959,0.86420476,892.27386,178.30621,0.33835825
13,979.9581,668.50433,0.7926773,945.4712,506.44086,0.6328814,907.1816,320.58295,0.8489436,891.7688,178.02834,0.8940877,892.243,178.34062,0.33005625
14,979.937,668.5214,0.78892225,945.4292,506.42288,0.623026,907.20306,320.63287,0.88756657,891.73267,178.0042,0.88196445,892.2122,178.23346,0.33709475
15,979.9502,668.57294,0.7860576,945.4698,506.3852,0.64134824,907.19794,320.28085,0.8913885,891.8709,177.89847,0.87653786,892.35004,178.28062,0.32691735
16,979.9213,668.5349,0.79673046,945.36774,506.36777,0.6035787,907.3807,320.3852,0.8695714,891.9751,177.88033,0.88905877,892.4386,178.27724,0.3179367
17,979.48236,668.5339,0.77200246,945.3433,506.41248,0.6104503,907.0638,320.23972,0.8870212,891.994,177.91553,0.920887,892.4387,178.3436,0.3241615
