scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,702.7696,731.8244,0.70561814,699.4794,572.52655,0.7373031,702.2098,409.25058,0.7912373,702.8354,186.92802,0.94465923,716.70715,101.94762,1.0
1,702.7727,731.68494,0.70889175,699.3594,572.31433,0.7518586,702.1416,409.08646,0.7918203,703.1869,186.88458,0.95092916,716.94055,101.74796,1.0
2,702.78485,731.5194,0.6627314,699.25433,572.10297,0.75171494,702.26184,409.0555,0.7815178,703.3021,186.97359,0.94395113,717.0349,101.79468,1.0
3,703.0016,731.423,0.69851846,699.4101,571.75507,0.7723924,702.616,408.6454,0.7701086,703.83496,187.13977,0.93558687,717.5891,101.81908,1.0
4,702.9388,731.216,0.6822491,699.9751,571.9183,0.7988906,702.9366,408.4617,0.7858501,705.22614,186.53235,0.92554194,718.41547,101.54085,1.0
5,702.3818,731.2397,0.7178001,699.501,571.676,0.76439273,702.64484,408.64062,0.77190095,704.80585,186.79431,0.92794305,718.37396,101.80031,1.0
6,701.86005,731.1885,0.67292607,698.84283,571.6952,0.7342958,702.4418,408.69855,0.77218777,704.11237,187.17865,0.90338254,718.36664,102.095955,1.0
7,701.88025,731.2827,0.67717916,699.0587,571.54315,0.72803694,702.40753,408.73495,0.7716005,705.41205,186.92638,0.91028553,719.5777,102.159294,1.0
8,701.7832,731.35956,0.67205065,698.9372,571.7302,0.7390365,702.4429,408.7202,0.7697616,705.2518,187.2548,0.89466834,719.82245,102.24233,1.0
9,701.7847,731.2653,0.6775436,698.4852,571.5614,0.70777565,702.4524,408.73758,0.79173625,704.5984,187.14977,0.90906143,719.4994,102.17637,1.0
10,701.80615,731.2811,0.664469,698.978,571.54376,0.7225942,702.42365,408.79596,0.78542745,704.71387,187.21147,0.9125995,719.47217,102.12786,1.0
11,701.76447,731.321,0.68530875,698.99304,571.59686,0.72720575,702.4729,408.79425,0.7837086,704.5348,187.43213,0.90626526,719.1587,102.089516,1.0
12,701.7699,731.3017,0.6785704,699.0156,571.5374,0.7466289,702.4844,408.7144,0.7787687,704.59326,187.16191,0.914278,719.07324,101.83838,1.0
13,701.953,731.38715,0.7053285,699.20087,571.73535,0.74618155,702.59656,408.89038,0.7786715,704.5358,187.5687,0.9012493,719.2154,102.36957,1.0
14,702.05096,731.48474,0.6997597,699.1977,571.7725,0.75065297,702.5665,408.96765,0.7764638,704.05383,187.7009,0.90800166,718.7418,102.38562,1.0
15,701.90955,731.35126,0.685676,699.21313,571.82605,0.7532468,702.50726,408.99246,0.7842669,703.61304,187.35825,0.92174023,718.1566,101.98255,1.0
16,702.8912,731.7854,0.699852,700.0987,572.3712,0.78485304,702.67316,408.9226,0.78125364,703.6216,187.54263,0.9259215,718.27795,102.36207,1.0
17,702.7775,731.94446,0.7021373,700.1052,572.17053,0.7777006,702.71655,408.8782,0.7789885,703.73883,187.46494,0.92275006,718.1445,102.32321,1.0
18,702.894,731.8866,0.7058657,700.1513,572.1226,0.79934454,702.90784,408.81125,0.7558729,703.8757,187.56303,0.91360885,718.3098,102.360146,1.0
