scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.269594,5.467721,36.770004,-22.518549,3.5746822,37.973038,-20.750076,2.1066537,41.046574,-19.36877,0.1890252,42.73374,-17.956173,-1.4403086,44.27634
1,-24.268648,5.471166,36.76821,-22.517233,3.577306,37.974594,-20.745497,2.112427,41.037907,-19.362532,0.19228633,42.735332,-17.952448,-1.4389712,44.27057
2,-24.267715,5.473108,36.769253,-22.516184,3.578829,37.97698,-20.74527,2.117278,41.037956,-19.357134,0.19515112,42.735893,-17.93971,-1.4362228,44.244495
3,-24.26721,5.4744453,36.77135,-22.513142,3.5856028,37.983967,-20.74299,2.117649,41.032177,-19.351885,0.20005143,42.73519,-17.93618,-1.4291632,44.246216
4,-24.267027,5.475317,36.77151,-22.512989,3.5861063,37.98344,-20.740725,2.1206307,41.029736,-19.348822,0.20366663,42.73391,-17.932642,-1.4245493,44.248074
5,-24.266954,5.4778767,36.77196,-22.512192,3.5900052,37.983078,-20.736675,2.1279576,41.02667,-19.344885,0.2066619,42.734737,-17.927734,-1.4213665,44.245335
6,-24.266626,5.4826713,36.772976,-22.511892,3.5953743,37.9829,-20.732931,2.1330376,41.01756,-19.341402,0.20975378,42.73333,-17.922684,-1.4149759,44.24318
7,-24.262602,5.4929776,36.765007,-22.50905,3.6033018,37.981365,-20.726982,2.1328573,41.031498,-19.337482,0.21346617,42.732475,-17.919777,-1.4130257,44.246468
8,-24.263205,5.499193,36.769188,-22.508808,3.6119328,37.985,-20.727108,2.1359782,41.028637,-19.334076,0.21564588,42.731834,-17.916914,-1.4092376,44.24807
9,-24.263945,5.505961,36.77385,-22.509228,3.6148345,37.98379,-20.72317,2.1416695,41.03639,-19.333841,0.21593128,42.7319,-17.917513,-1.4096715,44.250072
10,-24.26445,5.5054903,36.76756,-22.509975,3.6204212,37.983135,-20.723629,2.1445801,41.038548,-19.333956,0.21635467,42.73062,-17.917864,-1.4086244,44.2499
11,-24.263865,5.5039806,36.765743,-22.510145,3.6204014,37.98319,-20.723827,2.1439116,41.037987,-19.333979,0.2163961,42.730694,-17.918018,-1.4087583,44.24988
12,-24.263908,5.5039587,36.76489,-22.510128,3.6203306,37.98329,-20.72395,2.144565,41.03768,-19.33404,0.21637996,42.73075,-17.917866,-1.4088686,44.249996
13,-24.265736,5.503326,36.76478,-22.511234,3.615412,37.981125,-20.726568,2.1385372,41.026592,-19.333862,0.21639875,42.730335,-17.91649,-1.4084002,44.25191
14,-24.268349,5.502741,36.76598,-22.512249,3.6139417,37.980743,-20.728031,2.138009,41.027267,-19.333853,0.2163975,42.730232,-17.912136,-1.4062011,44.24974
15,-24.267742,5.496586,36.76041,-22.51193,3.6118817,37.9823,-20.728037,2.1377215,41.030384,-19.333027,0.21580249,42.73181,-17.909103,-1.4032111,44.2424
16,-24.267775,5.4931836,36.759247,-22.512646,3.60856,37.984974,-20.726822,2.138025,41.02991,-19.33276,0.21529852,42.732067,-17.906067,-1.4019947,44.24993
17,-24.267689,5.4877553,36.766705,-22.510674,3.6072562,37.98437,-20.72546,2.1347156,41.03727,-19.331327,0.21477863,42.731827,-17.905666,-1.3980709,44.24237
