scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,932.83606,761.4365,0.52680874,911.6056,513.1236,0.74313444,900.59827,328.44748,0.82087785,892.0949,189.2628,1.0,868.7332,139.12746,0.14356217
1,933.4359,761.3964,0.49742538,911.28705,512.83716,0.7381221,900.29126,328.65118,0.87397254,891.84125,189.36848,1.0,868.4206,139.09511,0.13792706
2,933.1796,761.066,0.5085985,910.7908,512.60547,0.7523884,900.02374,328.68152,0.8926223,891.4193,189.5215,1.0,868.5603,139.28435,0.12934166
3,933.4399,760.75916,0.4340889,910.7017,512.39874,0.7320656,899.59125,328.8484,0.90035903,891.38074,189.75443,1.0,868.222,139.24564,0.14016668
4,934.04913,761.1191,0.47929564,910.5179,512.3643,0.74821335,899.8116,328.62677,0.8783519,891.65405,189.38641,1.0,868.5124,139.42973,0.12425911
5,935.3219,761.0792,0.40385395,910.7157,512.37537,0.7315453,899.4709,328.1102,0.89443344,891.57794,189.64185,1.0,987.6124,472.79907,0.12486818
6,935.12506,760.8598,0.43305498,910.97003,512.468,0.73326814,899.8149,328.47437,0.8816013,891.4072,189.77748,1.0,926.553,676.3257,0.14340352
7,935.2385,761.29675,0.48055202,911.0145,512.4946,0.7369264,899.9804,328.81635,0.8214261,891.71,189.84767,1.0,926.7864,676.06226,0.13915205
8,936.2093,760.34827,0.46804637,911.0952,512.50995,0.73019296,900.00195,328.4333,0.7974297,891.9076,189.86293,1.0,901.6497,327.79355,0.14457273
9,935.67377,761.5667,0.41552827,910.7255,512.23834,0.73433465,899.89386,328.78265,0.789423,891.9206,189.74472,1.0,901.37805,327.543,0.14977472
10,935.0467,761.416,0.42084593,909.56024,512.36096,0.799791,898.1633,328.67258,0.7210186,890.1608,191.10081,1.0,986.1931,473.6087,0.30026612
11,935.1884,760.93274,0.40005234,909.8943,512.87134,0.7554548,898.1546,329.10132,0.72116256,891.05524,192.16695,0.9958779,986.29767,473.9083,0.28213775
12,934.33624,760.958,0.4393517,909.5176,513.0982,0.7958224,898.2021,329.21243,0.7410323,890.9552,192.95238,1.0,986.656,473.98178,0.2588835
13,934.7599,761.283,0.4459867,909.52185,512.52655,0.8211236,898.9738,328.86063,0.7838607,891.74426,192.74446,1.0,986.66864,474.41727,0.22917265
14,933.04553,760.1702,0.36143348,908.9448,512.12994,0.8464823,898.87036,328.50983,0.7976632,892.29675,192.16316,1.0,986.0456,473.66318,0.33576757
15,932.89954,759.70435,0.359122,908.73254,512.2236,0.87932336,898.9022,328.64865,0.7993342,892.47296,192.09665,1.0,986.0093,473.97223,0.32689816
16,933.01666,759.46326,0.35261568,908.5059,511.9365,0.86803246,898.9729,328.37564,0.7917149,892.5661,192.07396,1.0,985.9701,473.74942,0.34613347
17,933.174,759.0959,0.39748597,908.50635,512.02246,0.8660033,898.753,328.585,0.7315639,892.1494,191.98602,1.0,986.0905,473.50912,0.29873753
