scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,789.49725,918.54333,0.8104226,773.9036,751.0675,1.0,786.9048,553.53143,0.71134424,793.44714,405.9624,0.4935151,793.4549,224.08546,0.500889
1,789.2631,918.33563,0.8347975,773.9546,751.17847,1.0,786.70264,553.4957,0.69730186,793.2952,405.97083,0.5240382,793.05634,224.1172,0.47535083
2,789.3976,918.4655,0.811126,773.9229,751.2093,1.0,786.73444,553.5139,0.75413346,793.14594,406.08362,0.53621346,793.0671,224.05806,0.47801328
3,789.40967,918.4097,0.8206685,774.0124,751.2252,0.99625105,786.6873,553.5276,0.74258167,792.91205,406.26947,0.54771686,792.65796,224.0772,0.48628023
4,789.61774,918.47534,0.7680225,774.029,751.0733,0.9947578,786.9154,553.5351,0.7586575,792.5431,406.48923,0.5390357,792.4494,224.13057,0.48614508
5,789.45233,918.4846,0.7722225,774.0363,751.1409,0.987686,786.7387,553.5033,0.74316025,792.43854,406.38443,0.54579014,792.29425,224.15605,0.51129556
6,789.4345,918.5261,0.77570647,774.01385,751.1917,0.98132104,786.8655,553.49176,0.75134754,792.3757,406.4335,0.574997,792.1482,224.16687,0.51020133
7,789.3513,918.57007,0.7914846,774.05365,751.1327,0.98918664,786.92316,553.4698,0.75277895,792.2754,406.50137,0.5757306,791.85944,224.16138,0.5295836
8,789.39075,918.6218,0.77084595,773.9647,751.10236,0.9772597,786.9137,553.36847,0.74080956,792.3703,406.44034,0.57405263,791.7757,224.13376,0.55696714
9,789.3722,918.6447,0.7637683,773.92145,751.2281,0.99872136,786.6917,553.6412,0.7679263,792.3018,406.54507,0.5560163,791.62006,224.23506,0.55690044
10,789.4167,918.6389,0.7682886,774.03296,751.3182,1.0,786.35626,553.94244,0.7612282,792.06305,406.589,0.5642464,791.57324,224.29988,0.55096763
11,789.4357,918.60187,0.7748365,773.9631,751.4573,1.0,786.4107,553.88806,0.7699697,792.0872,406.57147,0.5668263,791.4189,224.34413,0.55874664
12,789.50336,918.5856,0.7752203,774.0162,751.51984,1.0,786.3262,553.8798,0.75296813,792.2564,406.57385,0.5601383,791.45685,224.39838,0.55562764
13,789.4488,918.57275,0.78188616,774.01355,751.53156,1.0,853.81726,76.18935,0.72456163,792.1107,406.6282,0.55587894,791.4403,224.35197,0.5663949
14,789.40686,918.53265,0.7900553,774.1024,751.4632,1.0,786.6098,553.8887,0.7781144,791.9601,406.7085,0.5637065,791.307,224.30885,0.5693038
15,789.4507,918.52203,0.7862744,774.0343,751.4262,1.0,786.5246,553.864,0.77791196,791.895,406.62717,0.5680347,791.3304,224.21825,0.5790826
16,789.4401,918.4795,0.78512204,773.969,751.4202,1.0,786.53186,553.9042,0.74452627,791.71014,406.7836,0.5512049,791.3698,224.22443,0.56679475
17,789.4967,918.6117,0.7777804,773.979,751.5098,0.9998396,786.3325,553.96295,0.7827345,791.7866,406.7464,0.5393707,791.2847,224.27017,0.55517465
