scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,812.0613,936.04285,0.7270891,792.23804,769.6419,0.9096704,797.2386,569.7996,0.74983114,796.2052,419.9987,0.92564446,783.779,238.61246,0.3673885
1,811.90936,935.99994,0.72075886,792.1672,768.89453,0.91012186,797.23047,569.7605,0.7757119,796.2066,419.938,0.91334206,783.52454,238.57028,0.3744298
2,811.8074,935.8584,0.74144185,792.13403,769.427,0.90143627,797.0128,569.8181,0.7781431,796.18506,419.9366,0.9095689,783.54834,238.5656,0.35882512
3,811.78265,935.8203,0.7335393,792.22437,769.4013,0.91184056,797.0521,569.82404,0.77939796,796.18634,419.97067,0.9154579,783.5465,238.52876,0.37047493
4,811.67413,935.7807,0.72555226,792.2075,769.36975,0.9142269,796.8404,569.8577,0.79621166,796.0274,419.62643,0.9061733,783.609,238.58559,0.36262977
5,811.75,935.67706,0.7166036,792.1746,768.7968,0.92239434,796.9488,569.8556,0.74793106,796.19226,419.76694,0.91390014,783.6244,238.43814,0.39090434
6,811.738,935.7074,0.72472596,792.17,768.85767,0.9283457,797.0737,569.8274,0.7309856,796.2801,419.8326,0.90810525,783.64795,238.46278,0.36125165
7,811.69055,935.69025,0.720865,792.16437,768.78564,0.909146,797.18604,569.8104,0.72846836,796.27185,419.7819,0.90942395,783.8963,238.39537,0.36842102
8,811.6354,935.6743,0.72361547,792.16046,768.7799,0.91024154,797.00665,569.8163,0.7446241,796.2798,419.7473,0.9034198,783.84094,238.51135,0.37555802
9,811.838,935.6966,0.7313155,792.1046,768.72345,0.9095562,797.5616,569.6256,0.73399943,796.4332,419.5806,0.87788177,783.77185,238.5042,0.405492
10,811.76404,935.6591,0.73874635,792.156,768.67163,0.90929544,797.5852,569.5685,0.74693936,796.45435,419.52203,0.88202965,783.7869,238.51694,0.40378654
11,811.73224,935.66644,0.74755293,792.14636,768.4855,0.903534,797.84546,569.45416,0.7035688,796.48676,419.4548,0.88022965,783.86975,238.53896,0.40963334
12,811.73346,935.6329,0.74902534,792.3205,768.6876,0.90802884,797.82733,569.486,0.7507849,796.4991,419.49002,0.8858554,784.1136,238.51303,0.45299447
13,811.70483,935.6377,0.7604651,792.2363,769.06165,0.9057972,797.8469,569.4599,0.7479925,796.46484,419.51712,0.87086767,783.57556,238.39659,0.4435166
14,811.72974,935.6329,0.75716513,792.2769,769.204,0.9088532,797.87555,569.46515,0.7351499,796.5386,419.5733,0.86711687,784.087,238.48116,0.43350062
15,811.75214,935.64197,0.7554874,792.30383,769.248,0.9037231,797.7386,569.4839,0.7586731,796.67163,419.5765,0.86089003,783.7027,238.43596,0.4441446
16,811.74194,935.5938,0.7572583,792.26044,769.257,0.9002351,797.8725,569.3852,0.7440984,796.61676,419.63885,0.8706563,784.17334,238.51567,0.43614107
17,811.7351,935.6925,0.73602384,792.1568,769.2706,0.90880364,797.8946,569.3685,0.73068154,796.6516,419.52682,0.866288,783.99286,238.42474,0.41248995
