scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,826.9509,670.84985,0.5149604,791.157,513.98584,0.9813845,781.63934,324.4778,0.8041078,783.56396,176.5021,1.0,782.82056,176.92223,0.19824046
1,826.9657,670.7803,0.48047078,791.0599,513.9652,0.9647302,781.67914,324.60266,0.8085439,783.53644,176.57932,1.0,782.588,176.88536,0.21049997
2,826.92267,670.76263,0.48499733,791.0282,513.9666,0.96078587,781.6445,324.6343,0.7769464,783.64734,176.7211,1.0,782.74774,177.08798,0.21183875
3,826.9329,670.76263,0.47237897,791.0305,513.929,0.9669535,782.0336,324.40332,0.7539999,783.51825,176.44756,1.0,782.77594,176.89308,0.24059625
4,826.9074,670.735,0.48712972,791.1226,513.9809,0.98828024,782.0324,324.27084,0.75963604,783.60693,176.83447,1.0,782.8626,177.51648,0.22182812
5,826.90027,670.7718,0.47081277,791.00684,513.97864,0.97692627,781.56775,323.8535,0.86930007,783.33124,176.5228,1.0,907.9517,396.27493,0.21422306
6,826.82,670.8139,0.47791144,790.93677,513.9517,0.9679867,781.5395,323.73126,0.8620508,783.2302,176.33331,1.0,782.46246,177.02594,0.1917888
7,826.841,670.87976,0.4954661,790.771,514.18646,0.96357644,781.5191,324.05695,0.87559,782.7207,176.64503,1.0,782.374,176.8133,0.20708357
8,826.8303,670.9878,0.5452355,790.3546,514.4528,0.9482818,781.1108,324.27914,0.84036404,782.3795,176.9414,1.0,782.0774,177.14502,0.196264
9,826.61426,671.2839,0.4611561,789.83984,514.4794,0.90343964,780.72424,324.71634,0.86800796,781.79736,177.37772,1.0,781.4809,177.50165,0.18549974
10,826.53125,672.39404,0.40112606,789.1258,514.82996,0.8649571,780.5137,325.09604,0.8769745,781.0555,177.29146,1.0,780.8186,178.209,0.14889005
11,826.41504,672.33496,0.41794226,788.9311,514.6947,0.8707318,780.4708,325.1253,0.87249404,780.77277,177.3488,1.0,840.4084,225.58186,0.1738337
12,826.2721,671.5798,0.43167627,788.73303,514.5669,0.8843663,780.07104,325.08423,0.9130828,780.55554,177.44287,1.0,840.46356,225.6823,0.17724283
13,826.1506,671.63885,0.41357443,788.70795,514.50946,0.88795656,779.96814,325.17706,0.88716644,780.5415,177.50742,1.0,781.64777,178.38092,0.14642003
14,826.15546,672.38995,0.39817783,788.6362,514.4461,0.85441524,779.9718,325.17184,0.8897295,780.5311,177.4944,1.0,840.94403,224.84831,0.15330914
15,826.11786,671.6199,0.4159104,788.6836,514.3301,0.8932434,779.9713,325.09128,0.8592892,780.48596,177.57558,1.0,840.89264,224.77148,0.1734088
16,826.16986,671.4365,0.44578317,788.7048,514.25476,0.90877664,780.0138,325.13245,0.7989108,780.4488,177.62772,1.0,840.8984,224.6898,0.20709583
17,826.0509,671.6045,0.41374278,788.65216,514.3732,0.87836826,779.9845,325.2081,0.828188,780.5324,177.62007,1.0,840.9764,224.59883,0.17528927
