scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,889.5399,626.9649,0.61549294,886.75336,468.1266,0.8183411,885.01074,309.5384,0.80567324,842.0097,109.05402,0.92774993,849.42975,5.3980284,0.83178
1,889.52985,626.9191,0.5971569,886.99316,468.3424,0.810904,884.9088,309.6165,0.8070826,841.9529,109.10161,0.9253954,849.5989,5.6806054,0.83616066
2,889.7932,626.8877,0.5909694,887.25507,468.46402,0.8037905,884.7891,309.63037,0.79990864,842.2297,109.281624,0.943826,849.65393,5.6430335,0.8347731
3,889.6616,626.88184,0.615685,887.20074,468.3383,0.79648924,884.91,309.62927,0.81808484,842.0677,108.95519,0.9232858,849.63666,5.3301697,0.8089125
4,889.4388,626.8561,0.646263,887.09766,468.17218,0.8052105,884.9643,309.63885,0.82089955,842.4921,108.86837,0.9581908,850.39056,5.323845,0.7918019
5,889.7683,627.1897,0.6372232,887.2024,468.57977,0.8131192,885.14667,309.80472,0.81481576,842.4956,109.27851,0.9595947,850.56586,5.7679086,0.8222275
6,889.47546,626.9317,0.64494663,886.85114,468.0422,0.8281376,884.8788,309.47684,0.8288316,842.5852,108.82664,0.95001316,850.29956,5.2434855,0.7940406
7,889.4214,627.07,0.66044784,886.8314,468.02658,0.83261216,885.0048,309.25864,0.8225985,842.92993,108.78064,0.97210014,850.80634,5.2180243,0.7978259
8,889.32544,627.075,0.6706065,887.0651,468.3116,0.81529325,885.0609,309.64487,0.81384254,842.733,109.11192,0.9606833,850.8192,5.8365393,0.8262898
9,889.21405,627.0908,0.70626175,886.763,468.1205,0.8260616,885.0603,309.46176,0.8047877,842.8144,108.63564,0.936055,850.9648,5.3048205,0.80574065
10,889.21576,627.15814,0.7059377,886.7947,468.1259,0.82102937,885.17426,309.52466,0.79699486,842.7758,108.91556,0.9515333,850.95026,5.6020155,0.8059553
11,889.39465,627.23395,0.6813922,886.7848,468.08047,0.82644296,885.1743,309.51797,0.8072906,842.931,108.91595,0.9511892,851.24115,5.58765,0.7994732
12,888.9627,626.98254,0.72870314,886.7443,468.1819,0.85014224,885.0753,309.46033,0.81211764,842.9043,108.679115,0.9422577,851.28534,5.305319,0.79832923
13,889.3348,627.02374,0.69002295,886.9008,468.17456,0.8086781,885.18445,309.54117,0.79751915,842.85815,108.82549,0.95629424,851.3079,5.308025,0.7944994
14,889.5908,627.05786,0.64622146,886.93384,468.2586,0.8168201,885.2971,309.58603,0.80727476,842.9371,108.853714,0.9541872,851.63,5.3037977,0.77478385
15,889.75555,627.2908,0.6207585,886.9958,468.27805,0.8111723,884.95154,309.46875,0.80746365,842.74164,108.9827,0.95805174,851.543,5.710944,0.7960426
16,889.7385,627.2437,0.6242666,887.0975,468.29837,0.81252325,885.23956,309.68488,0.80828655,843.0835,109.18872,0.97279185,851.975,5.920962,0.82282245
17,889.8095,627.2551,0.60985184,887.2404,468.1579,0.79764926,885.13354,309.44727,0.81619996,843.0633,108.79787,0.951495,851.9482,5.58707,0.79296064
