timestamp_iso,requested_angle_deg,commanded_pw_us,measured_angle_deg
2025-09-09T11:42:28,0,1309
2025-09-09T11:42:29,-15,1196
2025-09-09T11:42:30,-30,1084
2025-09-09T11:42:31,-45,971
2025-09-09T11:42:32,-60,859
2025-09-09T11:42:33,-75,746
2025-09-09T11:42:34,-90,634
2025-09-09T11:42:35,-75,746
2025-09-09T11:42:36,-60,859
2025-09-09T11:42:37,-45,971
2025-09-09T11:42:38,-30,1084
2025-09-09T11:42:39,-15,1196
2025-09-09T11:42:40,0,1309
