Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0
70.0,-3.44,-2393.0,514.0
70.0,-3.56,-2413.0,514.0
70.0,-3.69,-2436.0,514.0
70.0,-3.75,-2436.0,515.0
70.0,-3.81,-2458.0,514.0
70.0,-3.94,-2455.0,514.0
70.0,-3.94,-2464.0,514.0
70.0,-4.0,-2464.0,514.0
70.0,-4.06,-2469.0,514.0
70.0,-4.06,-2469.0,514.0
70.0,-4.06,-2474.0,515.0
70.0,-4.06,-2475.0,514.0
70.0,-4.06,-2488.0,514.0
70.0,-4.06,-2490.0,515.0
70.0,-4.06,-2499.0,515.0
70.0,-4.06,-2501.0,514.0
70.0,-4.06,-2503.0,515.0
70.0,-4.06,-2511.0,515.0
70.0,-4.06,-2506.0,514.0
70.0,-4.06,-2509.0,515.0
70.0,-4.06,-2518.0,514.0
70.0,-4.06,-2521.0,515.0
70.0,-4.06,-2529.0,514.0
70.0,-4.06,-2535.0,514.0
70.0,-4.06,-2538.0,515.0
70.0,-4.06,-2538.0,515.0
70.0,-4.06,-2541.0,514.0
70.0,-4.06,-2553.0,515.0
70.0,-4.06,-2557.0,515.0
70.0,-4.06,-2561.0,514.0
70.0,-4.06,-2552.0,515.0
70.0,-4.06,-2557.0,515.0
70.0,-4.06,-2555.0,515.0
70.0,-4.06,-2564.0,514.0
70.0,-4.06,-2562.0,514.0
70.0,-4.06,-2561.0,514.0
70.0,-4.06,-2566.0,514.0
70.0,-4.06,-2568.0,514.0
70.0,-4.06,-2557.0,514.0
70.0,-4.06,-2566.0,514.0
70.0,-4.06,-2561.0,514.0
70.0,-4.06,-2567.0,515.0
70.0,-4.06,-2571.0,514.0
70.0,-4.06,-2576.0,514.0
70.0,-4.06,-2582.0,515.0
70.0,-4.06,-2579.0,514.0
70.0,-4.06,-2582.0,514.0
60.0,-16.31,392.0,478.0
60.0,-16.31,375.0,478.0
60.0,-16.31,357.0,477.0
60.0,-16.31,354.0,477.0
60.0,-16.31,332.0,477.0
60.0,-16.31,330.0,478.0
60.0,-16.31,329.0,477.0
60.0,-16.31,324.0,477.0
60.0,-16.31,323.0,477.0
60.0,-16.31,318.0,477.0
60.0,-16.31,320.0,477.0
60.0,-16.31,312.0,477.0
60.0,-16.31,315.0,477.0
60.0,-16.31,307.0,477.0
60.0,-16.31,307.0,478.0
60.0,-16.31,311.0,477.0
60.0,-16.31,311.0,478.0
60.0,-16.31,311.0,477.0
60.0,-16.31,309.0,477.0
60.0,-16.31,308.0,478.0
60.0,-16.31,304.0,477.0
60.0,-16.31,302.0,477.0
60.0,-16.31,305.0,477.0
60.0,-16.31,299.0,478.0
60.0,-16.31,298.0,478.0
60.0,-16.31,293.0,478.0
60.0,-16.31,296.0,477.0
60.0,-16.31,298.0,477.0
60.0,-16.31,297.0,477.0
60.0,-16.31,301.0,477.0
60.0,-16.31,305.0,477.0
60.0,-16.31,292.0,477.0
60.0,-16.31,294.0,477.0
60.0,-16.31,304.0,478.0
60.0,-16.31,298.0,477.0
60.0,-16.31,298.0,477.0
60.0,-16.31,300.0,477.0
60.0,-16.31,299.0,478.0
60.0,-16.31,301.0,477.0
60.0,-16.31,299.0,478.0
60.0,-16.31,294.0,478.0
60.0,-16.31,302.0,478.0
60.0,-16.31,301.0,477.0
60.0,-16.31,300.0,477.0
60.0,-16.31,299.0,478.0
60.0,-16.31,291.0,478.0
60.0,-16.31,298.0,478.0
60.0,-16.31,295.0,477.0
60.0,-16.31,291.0,477.0
60.0,-16.31,298.0,477.0
50.0,-30.12,4292.0,432.0
50.0,-30.12,4283.0,432.0
50.0,-30.12,4275.0,433.0
50.0,-30.12,4281.0,432.0
50.0,-30.12,4276.0,432.0
50.0,-30.12,4272.0,433.0
50.0,-30.12,4271.0,432.0
50.0,-30.12,4270.0,432.0
50.0,-30.12,4267.0,432.0
50.0,-30.12,4266.0,432.0
50.0,-30.12,4267.0,433.0
50.0,-30.12,4262.0,432.0
50.0,-30.12,4255.0,432.0
50.0,-30.12,4258.0,432.0
50.0,-30.12,4247.0,433.0
50.0,-30.12,4255.0,432.0
50.0,-30.12,4256.0,433.0
50.0,-30.12,4261.0,433.0
50.0,-30.12,4254.0,432.0
50.0,-30.12,4249.0,433.0
50.0,-30.12,4255.0,432.0
50.0,-30.12,4258.0,433.0
50.0,-30.12,4250.0,432.0
50.0,-30.12,4262.0,433.0
50.0,-30.12,4262.0,432.0
50.0,-30.12,4259.0,433.0
50.0,-30.12,4252.0,432.0
50.0,-30.12,4265.0,432.0
50.0,-30.12,4261.0,432.0
50.0,-30.12,4264.0,432.0
50.0,-30.12,4256.0,432.0
50.0,-30.12,4261.0,433.0
50.0,-30.12,4258.0,432.0
50.0,-30.12,4263.0,433.0
