scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,871.2949,925.6183,0.63778824,852.041,758.9109,0.7896849,819.7893,489.55902,0.7163192,850.479,410.54193,0.69234097,839.72876,226.7418,0.5510654
1,870.7642,925.3483,0.6529992,852.20404,759.1051,0.7831127,853.1297,558.014,0.6762567,850.1547,410.42337,0.67551875,839.6297,226.71185,0.5515492
2,870.74335,925.28656,0.64801043,852.0188,759.0661,0.7904921,819.59064,489.04974,0.69233817,850.1389,410.40378,0.6766488,839.6256,226.74736,0.5471087
3,870.7879,925.2802,0.6523112,852.0501,759.03186,0.8022282,853.02423,557.8113,0.6651629,849.7535,410.2676,0.6585338,839.5147,226.67032,0.5290525
4,870.81805,925.2693,0.65438807,852.0215,759.08167,0.79264873,819.60376,489.25558,0.6862195,849.89795,410.36972,0.6524879,839.49396,226.51604,0.5714419
5,870.9539,925.32043,0.6376538,851.92175,759.0807,0.8199581,852.88367,557.9008,0.6730191,850.20264,410.4208,0.63768834,839.61255,226.53702,0.585597
6,870.95123,925.3485,0.63188094,851.8375,759.09094,0.8148284,852.68054,557.95526,0.6760208,849.9833,410.37265,0.6633469,839.57367,226.49005,0.58805573
7,871.0516,925.3151,0.61775714,851.80225,759.09674,0.8182377,852.7446,558.042,0.6812026,849.8826,410.32645,0.6638434,839.55524,226.59698,0.5888297
8,870.9839,925.32214,0.63241357,851.6428,759.1336,0.7735717,853.10345,557.9659,0.6406321,849.59735,410.30994,0.6636946,839.56006,226.49854,0.59358585
9,870.9981,925.3606,0.61368775,851.7931,758.97235,0.8246691,852.65,557.9304,0.65402186,849.4579,410.27188,0.62251407,839.5311,226.5048,0.6003266
10,871.1138,925.3642,0.60259736,851.8165,758.8983,0.8167085,852.64856,557.8416,0.66172534,849.37024,410.23758,0.6294638,839.5139,226.55792,0.61655635
11,870.9005,925.3825,0.6269613,851.67914,758.9736,0.8125805,853.00726,557.9262,0.64646477,849.3198,410.25693,0.6210001,839.4781,226.52266,0.6364673
12,870.8799,925.45734,0.61460406,851.5963,758.8452,0.8245492,853.19543,557.83496,0.651975,849.2802,410.25098,0.64158505,839.5068,226.6419,0.6182823
13,870.88135,925.36646,0.6376226,851.6066,758.82587,0.8286826,852.82855,558.0177,0.6646939,849.42413,410.2918,0.6490843,839.2759,226.62805,0.6214652
14,870.9634,925.36755,0.62703943,851.56335,758.8295,0.8352007,852.4827,557.8091,0.6890835,849.35345,410.27966,0.64264476,839.2572,226.6134,0.6232429
15,870.905,925.49396,0.6218123,851.6384,758.81976,0.82606816,852.539,558.0266,0.67492384,849.3696,410.28348,0.6530503,839.3599,226.61427,0.6143728
16,870.88696,925.5059,0.6128466,851.4761,758.68536,0.83987707,852.9436,557.80035,0.66554415,848.9402,410.26126,0.6135431,839.15936,226.50623,0.5967359
17,870.77966,925.5237,0.61992204,851.48535,758.69354,0.83412886,899.67285,77.51325,0.63999015,849.1393,410.294,0.667854,839.25476,226.43402,0.60041595
