scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.947933,3.7412834,36.881035,-22.09033,2.3781724,38.532562,-20.135872,1.0296386,41.543095,-18.606558,-0.8118928,43.477417,-16.965637,-2.104453,45.176727
1,-23.942896,3.7595894,36.887386,-22.087914,2.3902984,38.53964,-20.133732,1.0401747,41.534634,-18.603615,-0.8071044,43.477608,-16.96577,-2.104379,45.177185
2,-23.956694,3.7628798,36.86958,-22.080238,2.3988352,38.539814,-20.133453,1.043716,41.548145,-18.601013,-0.8018023,43.468605,-16.963524,-2.1059017,45.184418
3,-23.975187,3.7628796,36.88093,-22.081545,2.4002507,38.543373,-20.130033,1.0465572,41.55213,-18.600485,-0.80378103,43.477165,-16.96124,-2.1016295,45.19051
4,-23.990103,3.753875,36.920383,-22.088509,2.389051,38.540134,-20.126743,1.0383649,41.54383,-18.602465,-0.8090878,43.483326,-16.960827,-2.107105,45.19216
5,-24.006578,3.7381647,36.925377,-22.096344,2.3841815,38.550194,-20.132812,1.0315232,41.5491,-18.606411,-0.81770873,43.48943,-16.974415,-2.1141884,45.174286
6,-24.016438,3.7391448,36.925167,-22.103605,2.3819554,38.555683,-20.133812,1.0308845,41.55231,-18.610231,-0.8185738,43.489468,-16.97836,-2.1167717,45.183975
7,-24.023232,3.7372375,36.936848,-22.108202,2.3831277,38.558155,-20.13706,1.031789,41.55688,-18.613825,-0.818031,43.487583,-16.980762,-2.1163182,45.182846
8,-24.025118,3.7396255,36.940002,-22.112204,2.3846056,38.55907,-20.13808,1.032461,41.554195,-18.61711,-0.81792575,43.488525,-16.98174,-2.1162162,45.181446
9,-24.025585,3.7501142,36.93421,-22.11353,2.3910892,38.55832,-20.139343,1.0408624,41.554092,-18.618519,-0.8113336,43.483135,-16.981348,-2.1028044,45.189213
10,-24.024479,3.7539315,36.934525,-22.11323,2.3971176,38.553005,-20.136047,1.0464823,41.54945,-18.620518,-0.8052186,43.47824,-16.984228,-2.098259,45.18824
11,-24.026016,3.7668357,36.937103,-22.110348,2.405734,38.553543,-20.138327,1.0547495,41.54313,-18.620049,-0.79832715,43.477592,-16.983416,-2.096011,45.187187
12,-24.029125,3.7720714,36.9283,-22.108719,2.4139566,38.55378,-20.135263,1.061127,41.53904,-18.618086,-0.78930885,43.471115,-16.984539,-2.0882525,45.18396
13,-24.026695,3.774009,36.925026,-22.102907,2.42009,38.552197,-20.131437,1.0658542,41.54154,-18.61549,-0.78559965,43.46701,-16.980623,-2.0861557,45.1935
14,-24.0243,3.7771611,36.92462,-22.101692,2.422689,38.556408,-20.129639,1.0671122,41.541225,-18.615305,-0.7846415,43.468056,-16.980528,-2.0857313,45.193985
15,-24.023075,3.7798512,36.923946,-22.097303,2.4231675,38.559,-20.129047,1.067562,41.53936,-18.613512,-0.78422487,43.46886,-16.97989,-2.0819316,45.17999
16,-24.022287,3.7812603,36.927258,-22.09643,2.425117,38.555386,-20.126362,1.0695623,41.541008,-18.61165,-0.7839939,43.471123,-16.976233,-2.0782595,45.179493
17,-24.019857,3.7819872,36.922665,-22.096146,2.4239628,38.55263,-20.125534,1.070314,41.5284,-18.609957,-0.78275216,43.469124,-16.973446,-2.0747056,45.178318
