scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,843.37244,697.6499,0.7887471,828.307,554.1706,0.802838,827.347,390.91498,0.6976124,817.50543,258.87524,0.862569,783.4313,68.62294,0.848824
1,843.7037,697.59814,0.8111508,829.0568,554.1508,0.7693893,828.2971,390.40118,0.6696042,817.54425,258.8526,0.86025625,783.4104,68.4172,0.8792775
2,843.96,697.53864,0.81638,829.71106,554.33264,0.7841521,828.52234,390.87827,0.67435807,817.328,258.5629,0.81620556,783.4198,68.139206,0.884808
3,844.09937,697.43335,0.82942367,830.1824,554.6112,0.8001613,828.47107,390.62927,0.71168333,816.28705,257.97,0.7956816,783.3692,67.59311,0.8877633
4,844.97546,697.99426,0.8462945,831.2607,555.4546,0.8242914,827.62305,391.04898,0.6828981,815.6983,257.07578,0.8032344,783.04626,66.87709,0.9319712
5,845.7333,698.3606,0.8958859,832.2891,555.9884,0.7551234,826.4519,391.52283,0.6962005,813.2007,256.23944,0.8298965,781.7256,64.99427,0.92622507
6,846.5498,698.6847,0.87215096,832.73846,555.2659,0.7639533,825.2382,391.39334,0.7250991,811.65326,255.54602,0.7683832,780.53204,64.057556,0.9346663
7,846.87775,698.8043,0.83765835,832.86816,555.50806,0.7568782,825.1419,391.43378,0.7080465,810.78644,255.31012,0.68928725,779.853,63.62645,0.93727905
8,846.6762,698.87836,0.8938299,832.91345,555.51733,0.74607426,825.34863,391.66275,0.7241567,810.98773,255.62874,0.71116096,779.8697,63.83504,0.943276
9,846.1734,698.48566,0.92637944,832.4631,555.2942,0.7662425,826.2155,391.27393,0.686388,811.92377,255.76938,0.7199629,780.9265,64.042366,0.9568634
10,845.1886,698.0383,0.8886509,831.75824,555.5134,0.77421004,827.5984,391.39835,0.65960133,814.15106,256.1425,0.79452884,782.6898,65.1214,0.9359824
11,844.6563,697.9478,0.8897105,831.57245,555.3104,0.81299627,829.67395,391.11728,0.7220081,816.55304,256.8227,0.76066315,784.19293,66.23869,0.8681831
12,844.1925,698.0777,0.90347344,831.1996,555.1374,0.84027684,830.4027,391.66592,0.78253174,818.60864,257.90646,0.8151921,785.28613,66.84193,0.8694185
13,843.9973,698.25073,0.89843583,830.76666,554.88403,0.88325495,831.2734,391.61707,0.797015,820.27905,258.69666,0.83956254,786.21625,67.7735,0.9430813
14,843.8275,698.3456,0.9094945,830.37463,554.65643,0.87877226,831.73975,391.23438,0.80455774,821.35693,258.5981,0.829672,786.88403,67.98078,0.93264383
15,843.5595,698.6118,0.89334625,830.3599,554.5574,0.87456566,831.83826,391.48853,0.809313,821.68835,258.6443,0.8200031,787.0432,67.979225,0.9295711
16,843.5335,698.6709,0.90161365,830.40515,554.6721,0.87300164,831.98126,391.67923,0.81585276,822.12646,258.86453,0.82982355,787.1265,68.13384,0.9048776
17,843.62915,698.751,0.90460926,830.4885,554.7299,0.8616997,831.977,391.17917,0.8058617,822.26294,258.67383,0.8291996,787.1095,68.03857,0.91247976
