scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,978.65186,569.12006,0.74918926,956.0132,396.3177,1.0,955.2036,215.52765,0.8244446,965.2653,94.327545,0.9595292,978.8508,568.6892,0.045156833
1,978.51074,569.1173,0.7385406,955.95856,396.35117,1.0,955.09326,215.6094,0.8203529,965.2275,94.25456,0.9598799,978.6958,568.73083,0.042770244
2,978.48444,569.17365,0.74960756,955.9075,396.25314,1.0,955.0755,215.79451,0.81892985,965.2456,94.17421,0.9663469,978.67194,568.738,0.042177904
3,978.40283,569.236,0.7471969,955.8815,396.1722,1.0,955.0462,215.65982,0.8264628,965.25885,94.14115,0.96047556,978.58636,568.7639,0.041214608
4,978.36957,569.1555,0.7075635,955.852,396.14072,1.0,954.8898,215.70964,0.8431981,965.2291,93.970314,0.96812004,978.56604,568.7488,0.044606738
5,978.3576,569.25684,0.7548187,955.9093,396.12906,1.0,955.1717,215.45082,0.82264256,965.2143,93.94942,0.96251386,956.64856,395.49164,0.04398071
6,978.367,569.2539,0.75926757,955.9381,396.07935,1.0,954.972,215.8343,0.8511066,965.21216,93.933846,0.9707794,956.0233,394.87134,0.035408545
7,978.3487,569.2724,0.75437605,955.92267,396.01743,1.0,955.1714,215.83395,0.84697753,965.2978,93.94624,0.9763249,956.6594,395.38788,0.039218236
8,978.29175,569.3044,0.73321754,955.9933,396.02878,1.0,955.10455,215.7961,0.81942534,965.34375,93.98792,0.980718,1023.13983,200.3169,0.03970952
9,978.2685,569.41376,0.72401834,955.9812,396.01993,1.0,955.3424,215.85538,0.8018578,965.41595,94.003006,0.9705788,978.479,568.99426,0.039055467
10,978.153,569.40234,0.7279796,955.96136,396.00317,1.0,955.3183,215.50925,0.81370014,965.4744,93.98364,0.97436935,957.21204,214.68399,0.037577227
11,978.1635,569.37524,0.73073363,955.9898,396.04758,1.0,955.35236,215.69157,0.8210673,965.50995,93.988365,0.97447544,910.54553,232.20444,0.048191976
12,978.1098,569.3603,0.692811,956.0249,396.05676,1.0,955.324,215.54704,0.783445,965.453,94.01437,0.9746368,955.3939,214.57083,0.043764837
13,978.1973,569.39,0.723074,955.97217,395.98007,1.0,955.14954,215.86176,0.80791235,965.4355,93.95492,0.9626688,957.1787,214.73459,0.042227566
14,978.1723,569.3763,0.717063,955.95776,396.01178,1.0,955.0764,215.92728,0.7951778,965.32855,93.912415,0.9698645,957.0806,214.78105,0.041467365
15,978.1838,569.3909,0.7184058,955.7852,396.2205,1.0,955.15674,215.82915,0.7699205,965.25574,93.80046,0.9653289,957.09827,214.6875,0.04383085
16,978.1732,569.3692,0.7126424,956.023,395.892,1.0,955.14954,215.7619,0.7890671,965.25635,93.75964,0.9699506,957.09143,214.71378,0.043935414
17,978.13385,569.4305,0.68927854,955.83435,396.09375,1.0,955.02203,215.96149,0.8261966,965.26587,93.99678,0.9770252,957.1018,214.75381,0.042167258
