scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.953833,1.6201537,37.787735,-22.107908,0.17240217,39.364105,-18.577324,-3.2681441,38.801292,-18.719007,-2.3720994,44.363113,-16.533857,-3.3969822,46.3297
1,-23.911226,1.6293529,37.770588,-22.051424,0.18554908,39.369427,-18.584332,-3.2990801,38.88768,-18.729837,-2.3866663,44.376114,-16.553547,-3.4615984,46.342422
2,-23.864357,1.6667218,37.784405,-22.019445,0.21998174,39.374954,-18.613806,-3.3366132,38.95291,-18.756708,-2.4056704,44.36787,-16.59164,-3.5249245,46.33818
3,-23.814722,1.7132344,37.74768,-21.960663,0.26137307,39.380566,-20.168766,-0.8023253,42.55005,-18.767914,-2.4168358,44.37634,-16.635597,-3.5801716,46.34291
4,-23.772194,1.7171103,37.759544,-21.921606,0.2754952,39.397038,-20.151619,-0.7900811,42.6023,-18.744852,-2.4082677,44.39188,-16.627232,-3.6087272,46.33057
5,-23.74709,1.6824942,37.80895,-21.892408,0.24795233,39.427307,-20.119345,-0.8003939,42.622143,-18.722395,-2.4024713,44.399307,-16.601892,-3.6198,46.274773
6,-23.726858,1.6321105,37.853928,-21.85392,0.22497019,39.46279,-20.09941,-0.83260304,42.6667,-18.7011,-2.4137836,44.390205,-16.573265,-3.6658425,46.27582
7,-23.697279,1.6395023,37.860638,-21.817001,0.24412723,39.470272,-20.096369,-0.8329067,42.678444,-18.702686,-2.4236028,44.375984,-16.573402,-3.691799,46.250015
8,-23.730196,1.6981642,37.798058,-21.833454,0.30831414,39.45546,-20.085396,-0.762632,42.637688,-18.685978,-2.3812895,44.35708,-16.566912,-3.6327662,46.21079
9,-23.716047,1.7485682,37.771824,-21.798273,0.379993,39.437683,-20.054733,-0.693932,42.61415,-18.604218,-2.2946355,44.278988,-16.49713,-3.5297627,46.186382
10,-23.707659,1.7599423,37.794308,-21.787565,0.4071551,39.4223,-20.021723,-0.67956585,42.627357,-18.54619,-2.2390525,44.262478,-16.43162,-3.4627318,46.154724
11,-23.718704,1.7866496,37.806293,-21.79246,0.42751983,39.43149,-20.020273,-0.65534294,42.62206,-18.542725,-2.2241454,44.224834,-16.406979,-3.4620953,46.086052
12,-23.731976,1.8497906,37.80543,-21.817814,0.47132722,39.41521,-20.04449,-0.6387061,42.58027,-18.56815,-2.216966,44.13787,-16.415026,-3.4950104,45.945087
13,-23.742594,1.9348512,37.81136,-21.82938,0.53059876,39.40404,-20.059452,-0.61793876,42.558228,-18.595163,-2.2104368,44.065533,-16.443415,-3.5154839,45.7593
14,-23.717894,2.002416,37.778397,-21.812805,0.5845897,39.37746,-20.057627,-0.5999352,42.549717,-18.635647,-2.1827266,43.982758,-16.475742,-3.5513117,45.669205
15,-23.661575,2.029842,37.776524,-21.778502,0.59889424,39.404663,-20.056414,-0.6008344,42.552563,-18.647924,-2.1777148,43.931595,-16.505413,-3.5833783,45.65601
16,-23.668093,1.9749291,37.798447,-21.774666,0.5550269,39.402924,-20.061907,-0.61849606,42.565224,-18.661076,-2.18287,43.944786,-16.528864,-3.6029153,45.620384
17,-23.680355,1.9279889,37.80376,-21.787123,0.52215886,39.397694,-20.059464,-0.6171882,42.575565,-18.647287,-2.1666324,43.947536,-16.495672,-3.5730646,45.621155
