scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,940.1356,372.18274,0.72914505,878.021,236.54614,0.9325461,901.2349,102.411194,0.96663964,1065.904,715.82935,0.038715057,877.9278,236.36232,0.075390175
1,939.73944,371.38956,0.7104588,877.6033,236.00867,0.90177935,900.4332,102.17744,0.9738221,1065.9045,715.8461,0.0410666,880.3939,238.9751,0.059853394
2,939.0816,371.23755,0.6744366,876.7742,235.41502,0.8646304,899.2948,101.74855,0.9883711,1065.9576,715.82513,0.038598236,939.69006,372.2836,0.06622064
3,938.6306,371.11417,0.662923,876.2532,235.17857,0.84758687,898.97705,101.58206,0.9927759,1065.9508,715.82465,0.038665134,939.25183,372.19543,0.068319604
4,939.6131,371.27512,0.6727738,877.4787,235.96823,0.8992938,900.2451,101.92407,0.97816145,1065.9352,715.8577,0.04013679,90.83029,453.64062,0.06253112
5,940.00635,371.29398,0.6915978,877.7143,236.15045,0.91182625,900.6126,102.127335,0.9590541,1065.9333,715.8355,0.039410688,90.82949,453.77243,0.06222313
6,939.9622,371.31003,0.694369,877.9032,236.09505,0.9306389,900.7908,102.25556,0.9665113,1065.8967,715.8482,0.042702172,880.4666,238.85303,0.062062513
7,939.5884,371.53485,0.7021989,877.5673,236.16457,0.89868253,900.6213,102.16093,0.96575594,1065.9258,715.8248,0.04064749,90.90584,453.74628,0.05951184
8,939.6455,371.4761,0.7110476,877.55237,236.12494,0.92655826,900.6511,102.147026,0.96135384,1065.9233,715.87787,0.041235693,880.2337,239.00325,0.059873767
9,940.3972,371.44122,0.677524,878.0243,235.9895,0.94631475,901.31055,101.89845,0.9555103,1065.9247,715.8313,0.039989807,880.60583,238.93156,0.06225712
10,940.57306,371.32632,0.6865505,878.26086,235.842,0.9231221,901.31433,101.886024,0.9571868,1065.9862,715.85724,0.03994093,880.95526,238.91797,0.059215013
11,940.4663,371.45972,0.70530885,878.4702,235.7109,0.9181787,901.45123,101.93639,0.9556077,1065.9913,715.80396,0.038503837,881.09515,238.80695,0.06146989
12,940.38947,371.4973,0.6956608,878.52124,235.68808,0.92041165,901.49176,101.95156,0.9602261,1065.9467,715.87134,0.041264325,881.1534,238.81618,0.06089489
13,940.31866,371.84143,0.7030338,878.44415,235.79968,0.9180553,901.36017,101.85581,0.9625777,1065.9237,715.8077,0.03812691,881.00555,238.7724,0.061485108
14,940.4339,371.41672,0.70554143,878.5397,235.63739,0.9242043,901.43536,101.82353,0.96108055,1065.9253,715.80194,0.036816336,881.1558,238.7364,0.05913689
15,940.5443,371.2412,0.689343,878.6051,235.49277,0.90589195,901.3592,101.73587,0.9646934,1065.9039,715.816,0.038283993,881.3035,238.70392,0.05983783
16,940.4509,371.34634,0.6922594,878.6205,235.27596,0.90556246,901.41864,101.68338,0.96099126,1065.8931,715.82086,0.040402412,881.33344,238.67285,0.056562856
17,940.11224,371.14856,0.69041085,878.58984,235.35773,0.9027753,901.57556,101.77769,0.95373297,1065.8854,715.7686,0.040088896,881.2791,238.58395,0.057495832
