scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,914.4426,682.0034,0.5347183,900.829,517.18994,0.8455357,890.6719,326.45108,0.6965978,879.2877,183.15775,1.0,1046.0305,387.71628,0.19350237
1,914.9464,681.9844,0.43041644,900.8659,517.2683,0.8399923,889.7493,325.967,0.73686546,878.42505,183.42099,0.9506552,878.25793,183.69316,0.12095777
2,914.56067,681.72156,0.40756175,900.68616,517.3871,0.82971793,889.6333,326.2299,0.73256785,878.53503,183.31395,0.96133864,1039.0564,410.98083,0.16085432
3,914.7889,681.8223,0.39830014,900.6491,517.34125,0.8426678,889.8294,326.4893,0.7449513,878.1194,183.56177,0.965179,890.55414,325.32513,0.10824584
4,915.07935,681.96936,0.43366268,900.6339,517.31445,0.8447055,889.546,326.3076,0.7341879,877.4252,183.49348,0.95721537,1038.2659,408.17947,0.21684909
5,914.64624,681.8545,0.4866062,900.59045,517.3948,0.86331165,889.54144,326.36023,0.69671535,877.2793,183.71132,0.94931453,1038.5099,408.3931,0.16981891
6,914.2169,681.92004,0.48075444,900.5798,517.36334,0.8391898,889.4396,326.46466,0.6857184,877.09454,183.3586,1.0,890.39526,324.68933,0.13161698
7,914.2667,681.9714,0.5360243,900.5084,517.388,0.8596567,889.3856,326.53375,0.6903401,877.14825,183.52829,0.9826753,890.2982,324.80237,0.13268039
8,914.1873,681.959,0.5033601,900.51794,517.32983,0.8583287,889.2162,326.54617,0.6875832,876.671,183.77422,1.0,890.1764,324.75897,0.12516318
9,913.9692,681.7956,0.51635414,900.22845,517.2105,0.8529742,889.12335,326.46387,0.73227847,876.44,183.69824,0.99594045,1036.6696,409.47336,0.20735843
10,913.8263,681.67505,0.5050999,899.56134,516.9297,0.8473008,888.7431,326.56302,0.7650165,876.3633,183.62584,0.98946947,889.7217,324.85233,0.12806867
11,913.64545,681.698,0.51756203,899.34045,517.01117,0.84810245,887.8654,326.28546,0.76197916,875.96606,183.61385,0.99602425,1041.4795,394.1497,0.14322549
12,913.34784,681.6463,0.5412544,899.23505,517.13763,0.87701243,887.78894,326.17767,0.8058077,875.9205,183.76643,0.9897993,889.07043,324.49008,0.12610331
13,913.2807,681.5951,0.61995065,899.204,516.61975,0.866885,887.78375,326.12054,0.8006986,875.7323,183.58308,1.0,888.9713,324.3547,0.1343256
14,913.0478,681.438,0.5330322,898.8263,516.87427,0.8785146,887.47876,326.16522,0.8048602,875.0705,183.73543,1.0,888.7528,324.38855,0.13543162
15,912.8723,681.2669,0.6716404,898.3306,516.72406,0.8480476,886.71533,326.1079,0.83034027,874.9072,183.6552,1.0,1033.6394,410.40436,0.25837165
16,912.2763,680.7537,0.50261223,898.10986,516.5759,0.8664588,886.7925,326.24,0.8169605,874.6446,183.66666,1.0,888.2605,325.18552,0.15189977
17,912.0998,680.6339,0.45568025,897.7516,516.62616,0.8592859,886.1022,326.51398,0.8686763,874.45026,183.70047,1.0,887.43964,324.54276,0.14726976
