scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-22.931143,5.504897,37.355873,-21.385164,3.4955382,38.58143,-19.940054,1.8766202,41.665985,-18.752094,0.0018787187,42.99607,-17.231813,-1.8274716,44.176548
1,-22.92823,5.504949,37.366013,-21.382511,3.4909515,38.58133,-19.941782,1.8740758,41.674488,-18.753256,-0.002012498,42.996586,-17.240236,-1.8389696,44.164635
2,-22.92648,5.5059104,37.362785,-21.382273,3.491234,38.58107,-19.940525,1.8710935,41.67339,-18.754322,-0.0022603353,42.997265,-17.240364,-1.840544,44.162975
3,-22.92641,5.50606,37.363014,-21.38172,3.4914856,38.581497,-19.940735,1.8733782,41.673397,-18.755136,-0.0028722205,42.995472,-17.240286,-1.840715,44.162743
4,-22.92635,5.5056376,37.362675,-21.38182,3.4941096,38.5802,-19.940722,1.8711689,41.67288,-18.755163,-0.0028729127,42.994595,-17.240326,-1.8407013,44.162754
5,-22.92469,5.506839,37.361687,-21.382826,3.4959965,38.581043,-19.94193,1.8718706,41.67407,-18.756767,-0.0029262751,42.995327,-17.239515,-1.840372,44.16778
6,-22.924603,5.5141573,37.357346,-21.38269,3.4968874,38.581535,-19.943115,1.8731381,41.676132,-18.757963,-0.0027745708,42.994953,-17.240044,-1.8375167,44.16569
7,-22.924852,5.5139136,37.364727,-21.384087,3.4982405,38.578705,-19.943073,1.8743938,41.672222,-18.759369,-0.0022828092,42.996246,-17.240274,-1.8374605,44.166256
8,-22.926073,5.5174823,37.363686,-21.385265,3.5007133,38.57671,-19.944853,1.8756624,41.67015,-18.76006,-0.0013644431,42.996094,-17.241457,-1.8363141,44.167732
9,-22.92971,5.5194106,37.36618,-21.388433,3.5039797,38.571865,-19.945156,1.8763239,41.673775,-18.76124,-0.0016114647,42.99539,-17.239397,-1.8406446,44.168365
10,-22.931566,5.519535,37.361958,-21.38875,3.5040133,38.572613,-19.944115,1.8775563,41.6725,-18.76209,-0.0012285371,42.996376,-17.242971,-1.8352374,44.170097
11,-22.933586,5.5196257,37.364124,-21.390827,3.5017643,38.57206,-19.944681,1.8775009,41.67227,-18.762203,-0.0013396816,42.996685,-17.242714,-1.8356465,44.170383
12,-22.935503,5.518675,37.36779,-21.392933,3.500105,38.573566,-19.946198,1.8767619,41.675613,-18.7638,-0.0009102303,43.000126,-17.2436,-1.8362759,44.178917
13,-22.93,5.509782,37.351486,-21.394701,3.5027332,38.570007,-19.948914,1.8809555,41.672333,-18.76298,0.0006982777,42.994995,-17.245459,-1.8312565,44.173492
14,-22.932936,5.5134463,37.345184,-21.396378,3.5070257,38.56569,-19.953308,1.8840041,41.678352,-18.763924,0.0036303385,42.9932,-17.244627,-1.8289859,44.176266
15,-22.93302,5.5144,37.344948,-21.397028,3.5072155,38.5634,-19.953499,1.8837805,41.678238,-18.76542,0.0037590442,42.99674,-17.24511,-1.8279164,44.17747
16,-22.933214,5.5155897,37.34598,-21.39781,3.507288,38.56126,-19.953587,1.8839641,41.677937,-18.76681,0.0039673573,43.000084,-17.244154,-1.8266171,44.177677
17,-22.931309,5.5161757,37.34388,-21.397354,3.507309,38.562668,-19.953754,1.8842618,41.674442,-18.765615,0.003931819,42.997433,-17.242981,-1.8280193,44.17578
