scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,884.7055,1036.5554,0.5476156,853.13324,800.3519,0.77161855,845.8065,600.82983,0.65537196,838.3845,450.56912,1.0,809.9609,222.48033,0.6092702
1,884.8708,1037.6669,0.59032637,853.87714,800.9023,0.8256922,846.20746,600.56964,0.6334621,838.2011,450.76535,1.0,809.81805,222.53415,0.5760609
2,885.7217,1037.9241,0.6216595,854.7369,801.33344,0.86726624,846.65295,601.5474,0.5793835,838.4867,451.26764,1.0,809.7192,223.05687,0.57352644
3,886.1906,1036.8539,0.60049367,854.9292,801.6879,0.89254624,846.8824,601.8992,0.5840874,838.68744,451.6721,1.0,809.95953,223.43362,0.5718775
4,886.2511,1037.1034,0.6026876,855.27356,801.7056,0.8867467,846.59576,602.1503,0.57562315,838.6223,451.69614,0.9959847,810.1316,223.11755,0.56557775
5,885.89435,1037.0435,0.61641985,855.2299,801.868,0.88413316,846.45703,602.1155,0.65278846,838.4922,451.582,1.0,810.37585,222.95546,0.5665295
6,886.05164,1038.7833,0.64968264,854.95996,801.82996,0.87754273,846.1476,602.34424,0.578967,838.3467,451.24503,1.0,810.39154,222.83568,0.57641625
7,886.29236,1039.1525,0.6501335,854.62946,801.74396,0.8609928,845.75494,602.22217,0.553096,838.0556,451.334,1.0,810.457,222.76472,0.5796189
8,886.37585,1038.8556,0.6456964,854.241,801.88116,0.86959445,845.70526,602.3154,0.55106854,837.61993,451.42783,1.0,810.22766,222.87456,0.605736
9,886.63947,1038.8792,0.65565324,854.0371,802.01587,0.8729082,845.7984,601.7413,0.5462763,837.38684,451.783,1.0,809.6244,222.72762,0.63077736
10,886.52484,1039.5668,0.63430226,853.8077,802.3081,0.8775863,845.6179,602.2542,0.5527113,837.27057,451.7551,1.0,809.5104,222.59229,0.63762236
11,886.4863,1039.8618,0.6260618,853.6365,802.5899,0.8527161,845.5705,602.57007,0.5358853,836.9616,451.45288,1.0,809.05505,222.53154,0.6222295
12,886.3948,1039.6013,0.63105077,853.597,802.8159,0.8295734,845.28186,602.4682,0.60835314,836.51776,451.37253,1.0,809.2869,222.33493,0.59556216
13,886.044,1039.3718,0.64931995,853.51733,802.8881,0.8251212,844.6333,602.69135,0.56420165,836.2481,451.36816,1.0,808.6257,221.70851,0.646845
14,885.72437,1039.3901,0.676593,853.23334,802.9267,0.83164257,844.75885,602.7999,0.5565939,835.9531,451.2935,1.0,808.2028,221.59843,0.64898586
15,886.0749,1040.1135,0.65784335,853.24023,803.0097,0.82080096,844.62714,602.7783,0.5419434,835.4859,451.29398,1.0,808.1242,221.58687,0.6455748
16,885.992,1042.4398,0.6226536,853.3565,803.16016,0.8083332,845.11676,602.3785,0.54786545,835.4661,451.3386,1.0,808.08875,221.86511,0.6168652
17,885.5148,1042.6682,0.63870037,853.2316,803.04626,0.83364075,845.02374,602.6213,0.58032984,835.2989,451.41528,1.0,807.7056,221.78366,0.6189547
