scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,822.1045,907.3213,0.75077593,807.1288,740.46655,0.91072375,877.0555,66.254456,0.7845853,823.0315,392.64224,0.78577113,820.1452,215.21687,0.56820273
1,821.97046,907.0705,0.78132176,807.1278,740.1215,0.93197584,876.4435,65.72096,0.7440335,822.88635,392.43948,0.8089151,819.9606,215.27277,0.58922935
2,821.8387,906.9297,0.79609853,807.0151,740.1615,0.94427186,875.75256,65.125885,0.7293743,822.8135,392.34402,0.8212786,819.5755,215.05067,0.60618067
3,821.7529,906.85126,0.81354034,806.92786,740.3507,0.91826695,875.76794,65.4892,0.7697718,822.4148,393.03473,0.8072396,819.5766,215.58618,0.59696496
4,821.57495,906.7218,0.82336444,806.8154,740.05334,0.9239147,876.0595,65.55928,0.7668898,822.587,392.8053,0.79304457,819.64136,215.3376,0.58342165
5,821.51526,906.6695,0.8204106,806.782,739.8004,0.90925545,876.4968,65.60124,0.73713225,822.56433,392.81998,0.80175805,819.5517,214.94365,0.5709453
6,821.71216,907.0752,0.8092128,807.44556,740.6395,0.91001695,877.97253,66.15701,0.70200163,822.2159,393.50204,0.83286464,819.61554,215.88571,0.5546084
7,821.9607,907.0103,0.8046759,807.04474,740.3882,0.89967906,818.8784,539.7787,0.65507615,821.98956,393.49448,0.85928035,819.4357,215.91602,0.5583971
8,821.91693,907.1953,0.80688566,807.2457,740.5744,0.86156833,818.95795,539.7743,0.6387825,821.87225,393.61075,0.8561017,819.2738,216.11467,0.55320984
9,821.92786,907.43304,0.8197556,807.2582,740.727,0.88931656,818.87726,540.123,0.6763573,821.8065,393.66962,0.88560253,819.2193,216.53496,0.5618433
10,821.863,907.4451,0.8462019,806.8044,740.84296,0.8862928,818.57043,540.22723,0.68912685,821.73663,393.73566,0.8952272,819.137,216.59749,0.54664
11,821.7619,907.47345,0.8475969,806.80444,740.75507,0.9011368,818.5332,540.1061,0.68815756,821.598,393.5798,0.89451456,819.1749,216.50766,0.5488996
12,821.6694,907.7113,0.84273994,806.8072,741.14606,0.9014273,877.66907,67.72933,0.712163,821.4513,393.83987,0.9032738,818.8929,216.7591,0.55786616
13,821.6066,907.8213,0.86602724,806.75616,741.00946,0.91306466,817.7011,540.5928,0.73711985,821.3528,393.58676,0.9091544,818.4078,216.38185,0.5661444
14,821.5508,907.9592,0.87748986,806.4294,741.4997,0.87410855,817.84656,540.72156,0.7263566,821.30035,393.93683,0.9013157,818.03375,216.48903,0.5854718
15,821.2213,907.7807,0.88899267,806.43695,741.2274,0.88879144,817.15027,540.7028,0.7623636,821.187,393.47113,0.90548444,817.8736,216.0794,0.63635033
16,820.2502,907.6904,0.89623797,806.0198,741.0347,0.8841898,817.0813,540.4702,0.72613806,821.23553,392.79736,0.87708867,818.35065,215.76326,0.54334563
17,820.30634,907.74176,0.9110119,806.317,741.21906,0.9050629,817.1781,540.6614,0.7214328,821.4679,392.53168,0.87513614,819.22473,215.90863,0.52791804
