scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-27.026003,5.538661,35.14418,-25.022482,3.9275362,36.35187,-22.945805,2.2822065,39.13542,-21.059765,0.49301925,40.62159,-19.5581,-0.96647435,42.769524
1,-26.999336,5.522484,35.112785,-25.018248,3.9264994,36.351974,-22.945908,2.28216,39.13565,-21.05976,0.49310395,40.621555,-19.558872,-0.96887493,42.76672
2,-26.914858,5.5116296,35.034897,-24.994764,3.929031,36.35568,-22.951517,2.2724643,39.13444,-21.061907,0.4863012,40.621563,-19.558989,-0.9720344,42.764095
3,-26.883223,5.5035453,35.005917,-24.997221,3.9293826,36.378742,-22.945723,2.272952,39.117638,-21.062716,0.48308355,40.621765,-19.55862,-0.97048014,42.764286
4,-26.857594,5.49481,34.98379,-24.9834,3.9244773,36.37253,-22.95032,2.2674384,39.119713,-21.063986,0.4802372,40.62104,-19.562614,-0.9710739,42.773827
5,-26.84252,5.4841857,34.961964,-24.976091,3.9231775,36.36383,-22.944237,2.2686808,39.115032,-21.063147,0.47808716,40.62347,-19.563147,-0.97425616,42.775696
6,-26.860807,5.491303,34.982082,-24.975674,3.9223893,36.36556,-22.944002,2.2669616,39.11927,-21.06195,0.47704065,40.624493,-19.56084,-0.9739966,42.771023
7,-26.859224,5.485065,34.979946,-24.981329,3.9219687,36.375034,-22.944464,2.2662823,39.123035,-21.062687,0.4757423,40.62068,-19.559872,-0.9748219,42.767677
8,-26.862114,5.483895,34.982372,-24.980993,3.9210858,36.375675,-22.944752,2.2660162,39.123753,-21.060305,0.47412637,40.62835,-19.559315,-0.97625947,42.767372
9,-26.865269,5.47654,34.9919,-24.980383,3.9184146,36.381878,-22.94922,2.2616637,39.126823,-21.059958,0.47134247,40.629364,-19.561642,-0.981212,42.771626
10,-26.866432,5.4746003,34.98449,-24.981138,3.9157941,36.38087,-22.949951,2.2570803,39.12874,-21.060165,0.46864882,40.629414,-19.561665,-0.99200815,42.782288
11,-26.871174,5.479955,34.99035,-24.983425,3.9215121,36.383106,-22.949125,2.2558563,39.128452,-21.060188,0.46990058,40.629482,-19.56504,-0.9864765,42.77495
12,-26.876656,5.4818916,34.996437,-24.993856,3.9184942,36.39331,-22.950108,2.2544317,39.12498,-21.062881,0.4707056,40.62259,-19.5647,-0.9863976,42.770233
13,-26.877916,5.4802585,34.99106,-24.996391,3.915799,36.39069,-22.951654,2.2519019,39.12436,-21.065142,0.46766073,40.621124,-19.569586,-0.9908446,42.774437
14,-26.877579,5.481132,34.992184,-24.997097,3.915954,36.39289,-22.955013,2.249447,39.130642,-21.06496,0.46757397,40.620796,-19.571583,-0.9924856,42.779324
15,-26.877892,5.4806514,34.991905,-24.997257,3.9154148,36.392303,-22.955475,2.2494516,39.12938,-21.064276,0.4665443,40.624664,-19.571762,-0.9926297,42.7799
16,-26.878334,5.4807296,34.99337,-24.997992,3.9143403,36.38926,-22.956728,2.2485754,39.1238,-21.066898,0.46490967,40.617287,-19.57198,-0.9935519,42.77972
17,-26.878498,5.480727,34.993664,-24.99823,3.9143322,36.38983,-22.957964,2.2483644,39.11913,-21.067663,0.46483085,40.61449,-19.573761,-0.9936908,42.774467
