scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,942.34753,603.48016,0.7442194,920.2365,429.17868,1.0,905.6456,244.24654,0.7477189,892.40485,109.23559,0.6656171,892.7028,109.13336,0.09449407
1,942.72284,603.41833,0.72551346,920.2106,429.21133,1.0,905.68176,244.09859,0.7477767,892.507,109.16745,0.6789014,892.82837,109.10249,0.10526597
2,942.50494,603.4603,0.6967421,920.224,429.32,1.0,905.69525,243.93985,0.7123211,892.5567,109.146614,0.6628985,892.8612,109.0741,0.10358282
3,942.53766,603.4551,0.7239079,920.2284,429.38358,1.0,905.65173,244.22263,0.75213397,892.5837,109.200226,0.65792817,892.87946,109.12129,0.10572698
4,942.5287,603.44727,0.7223711,920.16473,429.49106,1.0,905.63806,244.0997,0.74641734,892.4933,109.22689,0.6650488,892.7888,109.13078,0.10426445
5,942.7848,603.34656,0.75212663,920.11993,429.3415,0.97690535,905.6547,243.9217,0.7310602,892.43585,109.10755,0.65667266,892.73395,109.0029,0.106938556
6,942.8048,603.36035,0.74044245,920.15686,429.36172,1.0,905.6893,243.85399,0.7062258,892.4157,109.148346,0.65140116,892.71826,109.059235,0.111458555
7,942.77576,603.33704,0.7518701,920.17096,429.3223,1.0,905.6863,243.86084,0.7087232,892.4436,109.08502,0.65045655,892.7436,108.98023,0.108808
8,942.62836,603.464,0.7270713,920.1815,429.26956,0.9863687,905.6663,243.67249,0.6681428,892.4291,109.03938,0.6388109,892.7347,108.93256,0.12077943
9,942.7621,603.3919,0.76307994,920.1743,429.26257,0.99306995,905.6956,243.87732,0.7321949,892.41766,109.05962,0.64901817,892.7272,108.976456,0.12419735
10,942.7903,603.4369,0.7741212,920.1682,429.30356,0.9998508,905.69604,243.84645,0.7135011,892.42566,109.08836,0.64728814,892.73303,109.00277,0.12873606
11,942.7445,603.4729,0.7675824,920.13336,429.3504,0.99653924,905.6449,243.77086,0.71418816,892.42017,109.08436,0.6422642,892.7221,109.005295,0.1273096
12,942.71893,603.49536,0.7862441,920.2235,429.35138,0.9987548,905.64233,243.84973,0.7247138,892.4005,109.154625,0.65534776,892.7037,109.07843,0.12240141
13,942.71045,603.49915,0.77863604,920.21564,429.39108,0.9964775,905.69214,243.95328,0.70276105,892.40765,109.19602,0.6519044,892.7,109.122795,0.11893826
14,942.6762,603.47833,0.7819871,920.2553,429.4223,1.0,905.76294,244.01404,0.7238062,892.3829,109.250725,0.6594146,892.67865,109.18288,0.114117056
15,942.66187,603.4447,0.78706324,920.2521,429.45602,0.99226797,905.72534,244.06367,0.739907,892.3685,109.278725,0.66662544,892.6634,109.21676,0.10583504
16,942.68915,603.4397,0.7836897,920.24567,429.50803,0.98188484,905.789,243.87993,0.7197024,892.43866,109.44209,0.66161174,892.72626,109.376724,0.106586166
17,943.0174,603.4113,0.76692533,920.2522,429.49802,0.98371565,905.61176,244.33159,0.7346869,892.24164,109.48978,0.67329544,892.5295,109.426865,0.091273084
