timestamp,adc_ch0,adc_ch1,adc_ch2,adc_ch3
152032828426,0,0,0,9096351
152032828426,0,0,0,9100447
152032828426,0,0,0,9102154
152032828426,0,0,0,9091061
152032828426,0,0,0,9099252
152032853136,0,0,0,9091061
152032853136,0,0,0,9093962
152032853136,0,0,0,9092426
152032853136,0,0,0,9094815
152032853136,0,0,0,9101812
152032858469,0,0,0,9096351
152032858469,0,0,0,9095156
152032858469,0,0,0,9094132
152032858469,0,0,0,9096692
152032858469,0,0,0,9094644
152032865867,0,0,0,9096692
152032865867,0,0,0,9091231
152032865867,0,0,0,9092085
152032865867,0,0,0,9097375
152032865867,0,0,0,9095156
152032873223,0,0,0,9094986
152032873223,0,0,0,9091914
152032873223,0,0,0,9098911
152032873223,0,0,0,9092255
152032873223,0,0,0,9092767
152032880496,0,0,0,9102154
152032880496,0,0,0,9094303
152032880496,0,0,0,9096010
152032880496,0,0,0,9092426
152032880496,0,0,0,9095156
152032886897,0,0,0,9101300
152032886897,0,0,0,9094132
152032886897,0,0,0,9107615
152032886897,0,0,0,9090037
152032886897,0,0,0,9095498
152032894496,0,0,0,9097716
152032894496,0,0,0,9100788
152032894496,0,0,0,9096351
152032894496,0,0,0,9099764
152032894496,0,0,0,9099252
152032901934,0,0,0,9100788
152032901934,0,0,0,9095327
152032901934,0,0,0,9094644
152032901934,0,0,0,9096522
152032901934,0,0,0,9095327
152032908807,0,0,0,9100447
152032908807,0,0,0,9093620
152032908807,0,0,0,9097546
152032908807,0,0,0,9094474
152032908807,0,0,0,9098058
152032915637,0,0,0,9097546
152032915637,0,0,0,9093450
152032915637,0,0,0,9093791
152032915637,0,0,0,9104031
152032915637,0,0,0,9090719
152032923461,0,0,0,9097716
152032923461,0,0,0,9096522
152032923461,0,0,0,9099764
152032923461,0,0,0,9097887
152032923461,0,0,0,9104543
152032930118,0,0,0,9095668
152032930118,0,0,0,9096010
152032930118,0,0,0,9097546
152032930118,0,0,0,9092085
152032930118,0,0,0,9098058
152032936985,0,0,0,9095498
152032936985,0,0,0,9100276
152032936985,0,0,0,9097204
152032936985,0,0,0,9093108
152032936985,0,0,0,9089695
152032944535,0,0,0,9094303
152032944535,0,0,0,9093791
152032944535,0,0,0,9095498
152032944535,0,0,0,9094132
152032944535,0,0,0,9095839
152032951552,0,0,0,9100447
152032951552,0,0,0,9094815
152032951552,0,0,0,9098399
152032951552,0,0,0,9101983
152032951552,0,0,0,9101471
152032958092,0,0,0,9094132
152032958092,0,0,0,9099252
152032958092,0,0,0,9101983
152032958092,0,0,0,9090378
152032958092,0,0,0,9092426
152032964774,0,0,0,9103178
152032964774,0,0,0,9099764
152032964774,0,0,0,9093279
152032964774,0,0,0,9101471
152032964774,0,0,0,9099935
152032972090,0,0,0,9096863
152032972090,0,0,0,9100959
152032972090,0,0,0,9099935
152032972090,0,0,0,9096692
152032972090,0,0,0,9097204
152032979386,0,0,0,9099423
152032979386,0,0,0,9094303
152032979386,0,0,0,9093962
152032979386,0,0,0,9094474
152032979386,0,0,0,9098740
152032986643,0,0,0,9099935
152032986643,0,0,0,9089525
152032986643,0,0,0,9091743
152032986643,0,0,0,9096863
152032986643,0,0,0,9100788
152032994301,0,0,0,9088501
152032994301,0,0,0,9096180
152032994301,0,0,0,9100106
152032994301,0,0,0,9099764
152032994301,0,0,0,9092597
152033001220,0,0,0,9092938
152033001220,0,0,0,9093791
152033001220,0,0,0,9100276
152033001220,0,0,0,9099082
152033001220,0,0,0,9097034
152033007864,0,0,0,9096351
152033007864,0,0,0,9100618
152033007864,0,0,0,9101471
152033007864,0,0,0,9096692
152033007864,0,0,0,9100788
152033014936,0,0,0,9100276
152033014936,0,0,0,9090719
152033014936,0,0,0,9102666
152033014936,0,0,0,9094815
152033014936,0,0,0,9095839
152033023352,0,0,0,9093279
152033023352,0,0,0,9097204
152033023352,0,0,0,9096863
152033023352,0,0,0,9096692
152033023352,0,0,0,9098911
152033029251,0,0,0,9097546
152033029251,0,0,0,9090549
