scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1072.3597,557.013,0.75882936,942.3098,513.52594,0.6953635,924.099,378.51306,0.7350566,889.0117,172.3182,0.884346,903.1914,65.050415,0.88565934
1,1072.4808,557.0402,0.74194473,942.3787,513.65234,0.7066693,924.1379,378.60602,0.7212226,889.44617,172.08293,0.8744379,903.3911,65.02933,0.84866446
2,1072.5541,557.0829,0.74448127,942.1309,513.65894,0.6988204,924.1121,378.59995,0.7258236,889.368,172.01228,0.8769618,903.6983,65.11728,0.8644757
3,1072.4945,557.0221,0.74888426,942.4202,513.79395,0.71361715,924.12036,378.74683,0.7222303,889.458,172.50542,0.8736754,903.6973,65.37721,0.8755497
4,1072.5265,557.02625,0.7585043,942.415,513.59235,0.7164762,923.982,378.5803,0.6957831,890.0259,171.84207,0.8936312,904.2452,65.2907,0.8650964
5,1072.5558,556.9107,0.7358748,942.4385,513.3466,0.7229906,923.9703,378.54395,0.70712626,889.8375,171.34006,0.87450534,904.36725,64.970474,0.84971344
6,1072.6263,556.83417,0.7491564,942.37146,513.29834,0.72438085,924.47284,378.48013,0.73000294,890.37616,171.39296,0.8959392,904.6254,64.9438,0.8791789
7,1072.6609,556.9878,0.73133165,942.4864,513.0864,0.7162216,924.4583,378.40717,0.7317304,890.0873,171.32875,0.87902904,904.2723,64.819984,0.877017
8,1072.6587,556.92413,0.73723227,942.514,513.1076,0.71151346,924.4246,378.3033,0.7268118,890.2285,171.10062,0.8855542,904.5297,64.87041,0.87848544
9,1072.5956,556.81305,0.7536048,942.546,513.07074,0.7032232,924.3861,378.12567,0.7040322,890.4156,171.09033,0.908509,904.98346,64.90869,0.85925597
10,1072.6366,556.81305,0.7535589,942.54803,513.0481,0.70575804,924.2927,378.3861,0.71753347,890.1712,171.09473,0.88657385,904.997,64.95532,0.85128784
11,1072.6151,556.7804,0.7543717,942.5345,513.2482,0.7066595,924.26404,378.36026,0.72066367,890.4018,171.32838,0.8917869,904.87555,64.90218,0.8445833
12,1072.566,556.77466,0.75633276,942.49536,513.12946,0.69945705,924.39813,378.39877,0.71938026,890.14154,171.4288,0.883107,904.62744,64.872765,0.8425414
13,1072.7048,556.82666,0.7628217,942.6951,513.0406,0.7035269,924.15173,378.43338,0.7420042,890.1789,171.14204,0.8912972,904.4969,64.854675,0.8507006
14,1072.601,556.8543,0.7499111,942.4919,512.9406,0.7008795,924.1544,378.44006,0.7308277,890.03864,171.50351,0.8826075,904.3127,64.91228,0.83265615
15,1072.5919,556.85394,0.7455325,942.58936,513.21436,0.6995212,924.182,378.41254,0.73263675,890.04364,171.48395,0.8804658,904.2212,64.9258,0.8382296
16,1072.7343,557.0388,0.7466526,942.4698,513.21967,0.70164764,924.01105,378.3458,0.7217618,889.9114,171.6614,0.8797467,904.0035,65.1018,0.85530704
17,1072.7592,557.01636,0.76194763,942.42847,513.12177,0.7155714,923.8707,378.42517,0.7282511,889.69885,171.80496,0.8757599,903.7451,65.04714,0.8556014
