scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1085.5967,642.56335,0.4174969,1041.039,481.32596,0.74308395,992.5096,297.40167,0.48550278,964.2079,154.15395,0.96133417,1166.2284,347.27188,0.24135078
1,1085.7092,642.9159,0.46573552,1040.8446,482.6291,0.74799687,992.45636,298.48816,0.5099698,964.25885,154.86525,0.9672902,1165.8448,347.89935,0.13913113
2,1085.5604,642.88745,0.44522783,1040.7014,481.66797,0.72535104,992.40314,297.4423,0.511854,964.1669,154.6924,0.913289,964.0841,155.20152,0.16561651
3,1085.3636,642.8094,0.49795374,1040.3254,481.09943,0.7079853,992.3639,297.4741,0.5342036,964.1574,154.27121,0.93155634,1114.2864,430.50848,0.18459846
4,1085.3043,642.737,0.50265807,1040.1798,481.3622,0.71137863,992.2615,298.10806,0.5321121,964.00464,154.73114,0.9397943,1114.6201,429.83078,0.16047223
5,1085.4701,642.8172,0.52163196,1040.3064,481.29575,0.6950526,992.4091,297.51898,0.5770906,964.05347,154.65434,0.9268647,964.36816,154.70027,0.15848133
6,1085.5132,643.0946,0.45558736,1040.3516,481.32687,0.70086104,992.44214,297.50696,0.53360224,964.1359,154.50284,0.9580525,964.42303,154.56558,0.1501929
7,1085.2676,642.683,0.5843883,1040.3138,481.22855,0.6793921,992.48944,297.05795,0.59676164,964.10834,154.23666,0.93899125,964.4426,154.27681,0.15732194
8,1085.2181,642.1015,0.503555,1040.348,480.71347,0.6986776,992.4112,296.73108,0.5866187,964.0166,153.9474,0.89331245,1113.34,434.2784,0.15724665
9,1085.3433,642.4273,0.4365284,1040.8674,481.35275,0.7164594,992.12585,297.5965,0.54574704,963.7877,154.16878,0.8992698,992.3143,296.38745,0.14882429
10,1085.1593,642.0732,0.5096151,1040.4377,480.8607,0.70258987,992.4135,296.89435,0.54582137,963.80396,154.18484,0.9157654,992.4558,296.34946,0.1601158
11,1085.277,642.4297,0.45068458,1040.4501,480.91086,0.700523,992.5569,296.82504,0.5403801,963.79456,154.20644,0.91305214,993.1938,295.58148,0.16278303
12,1085.2759,642.7416,0.49377343,1040.4275,481.0995,0.70067966,992.20874,296.9453,0.55826765,963.7918,154.23207,0.9295827,1113.5039,430.29498,0.16229805
13,1085.3574,642.2832,0.48785937,1040.8134,480.1461,0.70662475,992.1382,297.53775,0.52024055,963.6771,153.71648,0.939923,992.88275,295.49686,0.174999
14,1085.4098,642.18933,0.4714508,1041.0159,481.13705,0.73317194,992.29736,296.68503,0.52370894,963.7575,153.67778,0.9389078,992.8758,295.51535,0.17165457
15,1085.4235,641.6959,0.47137237,1040.9434,479.79648,0.74364,992.2577,296.65762,0.54176354,963.67615,153.62071,0.9414613,992.2328,296.3002,0.16750105
16,1085.3483,641.3788,0.4806227,1040.8578,479.62723,0.7468704,992.2175,297.036,0.5481775,964.04724,153.20697,0.96178406,992.64136,295.93176,0.16650172
