scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-27.851582,6.153596,33.389286,-25.9416,4.5080285,34.70597,-23.875711,3.2554584,37.548676,-22.536346,1.5568016,39.30523,-20.996334,-0.10979797,41.182198
1,-27.851614,6.1536236,33.3893,-25.939396,4.5041404,34.70306,-23.87573,3.2553918,37.548607,-22.537233,1.5544419,39.306507,-20.996346,-0.10973996,41.18229
2,-27.851107,6.155368,33.391956,-25.941616,4.5053086,34.706757,-23.8746,3.2547557,37.54886,-22.535772,1.5561858,39.304344,-20.993227,-0.11079789,41.182266
3,-27.851171,6.1576123,33.39528,-25.937275,4.503054,34.701794,-23.873243,3.2549212,37.555573,-22.534828,1.5554819,39.304115,-20.99404,-0.11237377,41.186504
4,-27.850922,6.156945,33.39574,-25.940437,4.503364,34.706753,-23.874388,3.2552154,37.551647,-22.535332,1.5553818,39.30474,-20.993746,-0.111979194,41.186623
5,-27.85856,6.1573625,33.398106,-25.945925,4.4998565,34.701447,-23.878134,3.253498,37.55118,-22.536749,1.5556875,39.302944,-20.995516,-0.11510962,41.186375
6,-27.8657,6.1563187,33.39965,-25.949543,4.498178,34.696945,-23.879414,3.2530985,37.543346,-22.53844,1.5558375,39.300625,-20.997068,-0.11518721,41.18531
7,-27.873755,6.152767,33.395317,-25.957073,4.491391,34.67318,-23.883102,3.2527685,37.548733,-22.543951,1.5541152,39.298553,-21.001804,-0.11495012,41.180515
8,-27.877842,6.1522546,33.392635,-25.960638,4.487676,34.66464,-23.892477,3.2502503,37.530937,-22.547218,1.5540593,39.28835,-21.006561,-0.11224227,41.18154
9,-27.8864,6.1484895,33.395382,-25.965752,4.485089,34.661644,-23.90218,3.2479517,37.520493,-22.553934,1.5516589,39.28626,-21.01276,-0.11829313,41.186333
10,-27.894304,6.142927,33.384045,-25.972792,4.4831533,34.65697,-23.907738,3.2473626,37.523983,-22.56104,1.5501854,39.285866,-21.025051,-0.114051394,41.179054
11,-27.895578,6.1465707,33.37893,-25.977762,4.484912,34.653385,-23.91007,3.2467918,37.51471,-22.56585,1.550671,39.280037,-21.028812,-0.11360365,41.17551
12,-27.898935,6.1489887,33.377155,-25.981728,4.489362,34.655704,-23.915316,3.25353,37.52231,-22.5671,1.5553383,39.278072,-21.031883,-0.11320714,41.174362
13,-27.901468,6.15235,33.37958,-25.987808,4.4933543,34.660778,-23.923449,3.2557232,37.528095,-22.568525,1.556473,39.279846,-21.032545,-0.112696715,41.1773
14,-27.904446,6.1536016,33.381195,-25.994246,4.4957504,34.66717,-23.923243,3.2558591,37.523247,-22.57029,1.557482,39.28186,-21.036154,-0.11316338,41.17335
15,-27.906769,6.1515045,33.37898,-26.00227,4.4959817,34.670174,-23.9312,3.2561991,37.514065,-22.577059,1.5555514,39.279987,-21.045341,-0.11490188,41.17379
16,-27.916225,6.15201,33.37922,-26.014322,4.494015,34.67869,-23.934275,3.2571788,37.51769,-22.58074,1.5547308,39.27803,-21.048111,-0.116982736,41.16488
17,-27.932173,6.1387396,33.38318,-26.028067,4.485884,34.676025,-23.941582,3.2482917,37.50375,-22.589552,1.5500461,39.268658,-21.059006,-0.1215274,41.1667
