scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1014.63513,639.46765,0.6625018,991.14825,467.8675,0.90390104,980.43176,283.41678,0.6822167,990.82434,159.89201,0.84875256,610.5211,16.060482,0.20122299
1,1014.6479,639.4136,0.66021866,991.1402,468.1513,0.9340523,980.8934,283.55554,0.6365397,990.90515,160.05585,0.8480773,610.44135,15.982436,0.21379149
2,1014.6632,639.4365,0.63021684,991.1409,468.26117,0.93370616,980.9124,283.5791,0.6330913,990.86505,160.07751,0.85270673,610.3865,15.990677,0.18466873
3,1014.67786,639.33795,0.6417723,991.1011,468.22424,0.9408108,980.9265,283.58975,0.63251317,990.88226,160.10686,0.8563378,610.3536,16.057533,0.20117104
4,1014.6913,639.315,0.6458578,991.21246,468.37604,0.9364654,980.9211,283.5839,0.648029,990.8844,160.19905,0.8633846,610.3916,15.9739895,0.1902997
5,1014.5004,639.3148,0.64755964,991.125,468.3349,0.9272495,980.9045,283.49377,0.6846761,990.94476,160.27606,0.86612993,610.4263,16.122295,0.2319685
6,1014.4578,639.3606,0.649245,991.1338,468.30664,0.918756,980.90717,283.51855,0.6824724,990.99084,160.25488,0.85844785,610.30756,16.131693,0.20789531
7,1014.36707,639.2626,0.6784831,991.12634,468.19366,0.9192074,980.9811,283.48517,0.6352938,991.05096,160.20349,0.8640325,610.288,16.234077,0.25471446
8,1014.2211,639.28046,0.67965746,991.12537,468.10767,0.91522497,981.0473,283.34915,0.691604,991.1201,160.14398,0.8643943,610.2589,16.14993,0.24585962
9,1012.9081,638.73645,0.7691962,991.1389,467.88617,0.9236988,981.2656,283.08582,0.6792295,991.295,160.01268,0.8461864,610.2952,16.028435,0.20734634
10,1012.2897,638.7848,0.81970006,991.1101,467.73636,0.91220605,981.3608,282.86832,0.65160584,991.5707,160.02753,0.864485,610.2445,16.253923,0.23064288
11,1012.1096,638.7357,0.8162271,991.12646,467.7621,0.91614044,981.3859,282.87436,0.61826664,991.80237,159.95998,0.8682034,610.23206,16.225433,0.21912396
12,1011.84894,638.6734,0.8077805,991.1209,467.71594,0.91683877,981.4008,282.80588,0.65147406,992.1072,159.85597,0.8727524,610.23,16.2234,0.22908613
13,1011.94366,638.5775,0.8363902,991.1008,467.6713,0.9451954,981.5551,282.8885,0.6289414,992.024,159.81207,0.8650761,610.27325,16.049097,0.20924143
14,1011.96484,638.5926,0.83618903,991.0971,467.61832,0.93997806,981.53174,282.8819,0.62318444,991.93207,159.81796,0.86214,610.2126,16.020561,0.20610645
15,1011.9244,638.63477,0.80043036,991.0775,467.52716,0.9445378,981.3101,282.83606,0.61886257,991.9395,160.03233,0.8710576,610.2563,15.941891,0.19290587
16,1011.9192,638.6289,0.797819,991.0336,467.48285,0.93604773,981.82947,282.88486,0.6026616,992.057,159.61282,0.85841626,610.2266,15.736437,0.1807465
17,1011.96136,638.5555,0.8246273,991.05554,467.49936,0.94971293,981.7766,282.92233,0.6077021,992.17535,159.66615,0.8715308,610.1968,15.838005,0.18944265
