scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,894.284,781.3022,0.5754899,833.88043,630.4101,0.91781795,834.00696,439.64627,0.6913026,833.0456,287.88113,1.0,824.44006,63.6774,0.5352455
1,894.26154,781.26904,0.5931477,834.0421,629.8528,0.90309274,834.0804,439.18637,0.65499747,833.386,287.56073,1.0,824.55096,63.267887,0.54512924
2,894.22986,781.25446,0.5971956,834.0335,630.2054,0.8931903,834.041,439.17743,0.65507567,833.09296,287.6267,1.0,824.5818,63.25156,0.5435145
3,894.26654,781.3195,0.5956032,834.06256,630.4521,0.89041257,834.0886,439.6288,0.61501056,833.2903,287.66528,1.0,824.659,63.22974,0.54041773
4,894.2418,781.2559,0.6000471,834.04224,630.17847,0.8847886,834.2345,438.89523,0.6027638,833.49634,287.37518,1.0,824.7896,63.280716,0.5395805
5,894.2901,781.3479,0.59409106,834.0082,630.34454,0.889258,833.96564,439.64908,0.6671645,833.48596,287.60355,1.0,824.55927,63.29361,0.5375681
6,894.29626,781.3761,0.5916133,834.028,630.3256,0.88239175,833.8646,439.8669,0.70092326,833.38043,287.55978,1.0,824.65857,63.28123,0.5405755
7,894.33954,781.4308,0.5753319,833.9389,630.4948,0.8735465,833.959,439.2034,0.66888845,833.3784,287.4548,1.0,824.689,63.232666,0.5360707
8,894.4919,781.27264,0.59592295,833.90955,630.64685,0.8684667,833.8904,440.10083,0.7211505,833.18866,287.68738,1.0,824.46075,63.319965,0.53135014
9,894.39294,781.3076,0.5684173,833.91815,630.766,0.90266514,833.8065,440.06906,0.77308357,833.37225,287.68372,1.0,824.4275,63.279816,0.54788107
10,894.3692,781.4568,0.5606925,833.85175,630.90015,0.8785756,833.7595,440.28406,0.73698187,833.15106,287.74768,1.0,824.3445,63.26599,0.5376295
11,894.37976,781.4889,0.5509758,833.77985,630.99866,0.8980925,833.27185,440.14478,0.7207979,833.0768,287.92963,1.0,824.3651,63.27729,0.55701077
12,894.3536,781.5908,0.52910376,833.73474,631.1474,0.9021098,833.261,440.026,0.7146491,832.96497,287.90182,1.0,824.0716,63.214092,0.5387809
13,894.2059,781.6559,0.5452565,833.63403,631.1322,0.9204675,833.2298,439.93604,0.7514294,832.4348,288.1532,1.0,824.08624,63.34766,0.53529143
14,894.0923,781.5645,0.5714044,833.4414,631.2074,0.9077502,832.9005,439.96524,0.7727705,832.4121,288.0623,1.0,823.84973,63.499237,0.5385595
15,893.97894,781.44946,0.5975306,833.40894,631.1698,0.91054624,832.93036,439.6037,0.7642905,832.37305,287.98672,1.0,823.94946,63.217537,0.5211166
16,893.8181,781.4386,0.5815164,833.4416,631.08856,0.9015771,832.80853,439.5938,0.7441251,832.3404,287.82944,1.0,823.8605,63.352024,0.51879054
17,893.81696,781.5248,0.57134366,833.3665,631.1218,0.910623,833.0038,439.6276,0.7134281,832.31824,287.8521,1.0,823.8965,63.31521,0.5434981
