scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,917.90094,665.3721,0.7886592,917.3784,505.81836,0.83616906,913.1586,342.72958,0.8181812,905.7381,130.71089,0.8400029,928.42615,44.86728,0.88209444
1,917.7492,665.3508,0.7976695,917.7163,505.40503,0.8213843,913.3698,342.22507,0.83711666,905.97754,130.12198,0.84665966,928.7318,44.624756,0.9431444
2,917.67993,665.32227,0.7785895,917.70953,505.40994,0.8196722,913.4666,342.20844,0.8430355,905.95605,130.27724,0.8676883,928.85114,44.628582,0.95998186
3,917.7281,665.0031,0.74548924,918.05566,504.89914,0.80921334,913.93066,341.95816,0.8801872,906.829,129.83405,0.87302953,929.8237,44.06572,0.9605494
4,918.1992,664.81354,0.75109506,918.18616,505.10504,0.8034535,914.0781,341.9442,0.89766634,906.9757,129.5459,0.88135564,929.8204,44.028206,0.9593828
5,918.3213,664.72974,0.7476097,918.3499,505.26132,0.7857979,914.4579,341.85803,0.90581757,907.18207,129.59425,0.901311,929.8436,43.991035,0.9528988
6,918.2272,664.6697,0.7540318,918.3904,505.20337,0.7845628,914.5328,341.8578,0.92456645,906.9445,129.25456,0.89683956,929.6763,43.741436,0.9315301
7,918.2068,664.6911,0.76317924,918.31793,505.18768,0.78358376,914.1849,341.8485,0.89418703,906.83875,129.17998,0.89988536,929.7331,43.868946,0.9525001
8,918.25867,664.75305,0.7412851,918.25165,505.178,0.7811532,914.5607,341.8427,0.9275988,907.5314,129.02611,0.8603947,930.96497,43.58202,0.88544047
9,918.3581,664.69135,0.7442934,917.91724,505.15652,0.77600443,913.6575,341.91867,0.89752764,906.71576,129.03201,0.89224505,930.1374,43.68986,0.8817535
10,918.1983,664.73926,0.749785,917.6754,505.1831,0.7824123,913.1777,342.1268,0.8577488,906.4791,129.16005,0.92519873,930.1131,43.92694,0.92067254
11,918.1187,664.7658,0.7655433,917.66315,505.1773,0.7787435,913.2719,342.02518,0.86278254,906.94574,129.34088,0.8927515,930.7475,44.047855,0.91935426
12,918.07886,664.7805,0.7555961,917.79175,504.92896,0.76688534,913.60645,341.6723,0.8963701,907.36163,128.77106,0.87217534,931.2332,43.673122,0.91380376
13,918.15186,664.7369,0.75402796,917.7727,505.32376,0.79253495,913.43286,341.62485,0.87383974,907.28723,129.0333,0.88248587,931.1799,44.030647,0.9192577
14,918.38904,664.6282,0.7336399,918.0563,504.9361,0.76015705,913.57275,341.52133,0.88292885,907.4109,128.71507,0.8654343,931.2743,43.343693,0.89909947
15,918.5085,664.62885,0.7494845,918.1985,504.97964,0.7674578,913.63684,341.609,0.89921707,907.0822,128.40532,0.87390417,930.3553,43.447308,0.8833452
16,918.85364,664.49426,0.7047608,918.3302,505.04855,0.766831,913.5983,341.5501,0.90724564,907.1293,128.3491,0.8760128,930.3143,43.436592,0.888958
17,919.02026,664.16986,0.7006904,918.35693,504.6267,0.7722402,914.07086,341.24487,0.9354083,907.60236,127.9996,0.86248195,931.6155,42.728508,0.907456
