Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0
70.0,-3.25,-29602.0,511.0
70.0,-3.38,-29602.0,511.0
70.0,-3.5,-29602.0,512.0
70.0,-3.56,-29599.0,511.0
70.0,-3.63,-29594.0,511.0
70.0,-3.69,-29595.0,511.0
70.0,-3.69,-29596.0,511.0
70.0,-3.75,-29596.0,512.0
70.0,-3.81,-29596.0,511.0
70.0,-3.81,-29596.0,510.0
70.0,-3.81,-29595.0,511.0
70.0,-3.81,-29595.0,511.0
70.0,-3.81,-29595.0,511.0
70.0,-3.81,-29594.0,511.0
70.0,-3.81,-29594.0,511.0
70.0,-3.81,-29593.0,511.0
70.0,-3.81,-29593.0,511.0
70.0,-3.81,-29593.0,512.0
70.0,-3.81,-29591.0,512.0
70.0,-3.81,-29591.0,512.0
70.0,-3.81,-29591.0,511.0
70.0,-3.81,-29591.0,511.0
70.0,-3.81,-29589.0,512.0
70.0,-3.81,-29588.0,511.0
70.0,-3.81,-29588.0,512.0
70.0,-3.81,-29588.0,511.0
70.0,-3.81,-29588.0,511.0
70.0,-3.81,-29588.0,511.0
70.0,-3.81,-29588.0,512.0
70.0,-3.81,-29588.0,512.0
70.0,-3.81,-29589.0,512.0
70.0,-3.81,-29588.0,512.0
60.0,-16.37,-29551.0,474.0
60.0,-16.37,-29547.0,474.0
60.0,-16.37,-29547.0,475.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29545.0,475.0
60.0,-16.37,-29545.0,474.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29545.0,474.0
60.0,-16.37,-29544.0,475.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29546.0,475.0
60.0,-16.37,-29545.0,475.0
60.0,-16.37,-29544.0,474.0
60.0,-16.37,-29544.0,474.0
60.0,-16.37,-29545.0,475.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29546.0,474.0
60.0,-16.37,-29546.0,475.0
60.0,-16.37,-29542.0,474.0
60.0,-16.37,-29541.0,475.0
60.0,-16.37,-29539.0,475.0
60.0,-16.37,-29540.0,474.0
60.0,-16.37,-29540.0,474.0
60.0,-16.37,-29540.0,474.0
60.0,-16.37,-29539.0,474.0
60.0,-16.37,-29539.0,474.0
60.0,-16.37,-29539.0,474.0
60.0,-16.37,-29541.0,475.0
60.0,-16.37,-29541.0,474.0
60.0,-16.37,-29542.0,475.0
60.0,-16.37,-29541.0,474.0
60.0,-16.37,-29542.0,475.0
60.0,-16.37,-29540.0,475.0
60.0,-16.37,-29540.0,475.0
60.0,-16.37,-29541.0,475.0
60.0,-16.37,-29540.0,475.0
60.0,-16.37,-29541.0,475.0
60.0,-16.37,-29539.0,474.0
60.0,-16.37,-29539.0,475.0
60.0,-16.37,-29539.0,475.0
60.0,-16.37,-29538.0,474.0
60.0,-16.37,-29538.0,474.0
60.0,-16.37,-29538.0,474.0
60.0,-16.37,-29537.0,474.0
60.0,-16.37,-29537.0,475.0
60.0,-16.37,-29537.0,475.0
60.0,-16.37,-29537.0,475.0
50.0,-30.62,-29388.0,431.0
50.0,-30.62,-29389.0,431.0
50.0,-30.62,-29392.0,431.0
50.0,-30.62,-29400.0,431.0
50.0,-30.62,-29405.0,431.0
50.0,-30.62,-29413.0,431.0
50.0,-30.62,-29424.0,431.0
50.0,-30.62,-29442.0,430.0
50.0,-30.62,-29445.0,431.0
50.0,-30.62,-29447.0,431.0
50.0,-30.62,-29454.0,430.0
50.0,-30.62,-29457.0,431.0
50.0,-30.62,-29460.0,431.0
50.0,-30.62,-29462.0,430.0
50.0,-30.62,-29466.0,431.0
50.0,-30.62,-29466.0,430.0
50.0,-30.62,-29468.0,430.0
50.0,-30.62,-29472.0,431.0
50.0,-30.62,-29476.0,431.0
50.0,-30.62,-29478.0,431.0
50.0,-30.62,-29483.0,431.0
50.0,-30.62,-29483.0,431.0
50.0,-30.62,-29482.0,431.0
50.0,-30.62,-29483.0,430.0
50.0,-30.62,-29485.0,432.0
50.0,-30.62,-29485.0,431.0
50.0,-30.62,-29486.0,431.0
50.0,-30.62,-29487.0,430.0
50.0,-30.62,-29488.0,430.0
50.0,-30.62,-29489.0,431.0
50.0,-30.62,-29491.0,431.0
50.0,-30.62,-29491.0,430.0
50.0,-30.62,-29493.0,431.0
50.0,-30.62,-29495.0,430.0
50.0,-30.62,-29497.0,430.0
50.0,-30.62,-29497.0,430.0
50.0,-30.62,-29498.0,431.0
50.0,-30.62,-29500.0,431.0
50.0,-30.62,-29501.0,431.0
50.0,-30.62,-29502.0,430.0
50.0,-30.62,-29502.0,430.0
50.0,-30.62,-29503.0,431.0
