scorer,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,958.75836,869.9508,0.7876413,936.35565,718.76276,0.7455111,937.6198,557.2617,0.64858305,927.01263,400.2917,0.91751665,923.16534,162.31123,0.7143258
1,958.8395,870.0614,0.796362,936.27295,718.87683,0.75456595,937.42194,557.3194,0.66086835,926.702,400.24707,0.92130613,922.7814,162.12358,0.71902746
2,959.05975,869.9503,0.82203305,936.21716,718.8216,0.7605067,937.49396,557.40356,0.64620566,926.712,400.65707,0.91745853,922.8277,162.11996,0.72014385
3,958.9063,869.94055,0.80158865,936.16956,718.8169,0.75495136,937.3935,557.49335,0.6407651,926.64026,400.30933,0.9077447,922.7301,162.18488,0.7387355
4,958.933,870.07043,0.7827361,936.12836,718.87964,0.7452466,937.3051,557.3378,0.6625358,926.69617,400.6668,0.89550185,922.6168,162.00662,0.75240475
5,959.10944,869.9815,0.82105684,936.07184,718.74976,0.7734712,937.3167,557.28906,0.6589669,926.6515,400.41714,0.89140713,922.39514,161.90112,0.75578284
6,959.36,869.9826,0.81499094,936.0477,718.7654,0.7601769,937.3143,557.3035,0.657812,926.6287,400.735,0.88648194,922.19727,161.93153,0.7746499
7,959.3112,869.97144,0.8378191,936.05994,718.79675,0.77215177,937.2449,557.25604,0.6618217,926.52985,400.35794,0.8810038,922.23773,161.66533,0.7723106
8,959.13947,869.9368,0.8301374,936.11395,718.81354,0.7634649,937.238,557.38525,0.6634181,926.3482,400.4187,0.86573315,922.1907,161.91614,0.75375324
9,959.05597,870.03925,0.8331049,936.0422,718.7848,0.76693773,937.0514,557.29376,0.63797086,926.3448,400.44855,0.8842521,921.8196,161.82384,0.749464
10,958.49225,870.06226,0.7866692,935.9604,718.76086,0.75716317,937.0334,557.53326,0.63688016,925.96375,400.46716,0.86062574,921.4607,161.88246,0.7853692
11,958.782,869.89606,0.81498826,935.9371,718.6698,0.7607493,937.036,557.33844,0.6272994,925.9424,400.37454,0.864801,921.5605,161.79887,0.79706645
12,958.7931,869.88794,0.81200314,935.88306,718.63403,0.7471523,937.02386,557.19543,0.6231625,925.8379,400.24225,0.88711315,921.69946,161.69807,0.80459166
13,958.65826,869.87933,0.79015577,935.86584,718.58154,0.7702257,937.0257,557.18054,0.6106076,925.9034,400.07538,0.88897103,921.7151,161.64021,0.80955476
14,958.67615,869.8564,0.7895818,935.8483,718.59735,0.76864535,937.0754,557.19965,0.6225411,925.9532,400.12238,0.88880754,921.6247,161.58118,0.8041478
15,958.6886,869.86414,0.7929945,935.87524,718.5402,0.7664955,937.0926,557.13525,0.6007993,925.952,400.1512,0.88611084,921.7056,161.56528,0.7881854
16,958.6466,869.9094,0.7856464,935.8811,718.502,0.7780691,937.1451,556.9764,0.6255803,926.0535,400.19315,0.8636539,921.83777,161.54074,0.79160976
17,958.8178,869.8795,0.800211,935.9215,718.4394,0.78948575,937.01526,556.8289,0.59376544,926.21344,400.29208,0.8621053,921.842,161.58377,0.79995024
