scorer,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1009.8221,636.444,0.94349414,897.1653,533.7627,0.960176,882.4869,381.05643,0.7287475,869.5079,222.97057,0.7881468,899.38794,533.9577,0.08153914
1,1009.9436,636.39374,0.9719949,897.31537,533.7029,0.96429545,882.59467,381.32556,0.7157969,869.11176,222.81268,0.8100525,899.52997,533.9286,0.09485649
2,1010.06525,636.38763,0.96901995,897.3214,533.4753,0.97950286,882.5235,381.08472,0.7134777,869.0467,222.82484,0.82355475,899.5258,533.71356,0.09216128
3,1010.004,636.41547,1.0,897.37665,533.4516,0.9794814,882.5187,381.05853,0.7247861,869.10175,222.78555,0.81548274,899.563,533.68604,0.08693256
4,1009.9523,636.34625,1.0,897.3554,533.4209,0.9832585,882.4975,381.17328,0.72321653,869.1389,222.82283,0.8154697,899.54987,533.6674,0.08390709
5,1010.16486,636.57855,0.9977313,897.31964,533.48535,0.96540326,882.34515,381.23523,0.7162673,868.93756,222.85274,0.811816,899.53503,533.7253,0.09306104
6,1009.84,636.53394,1.0,897.5071,533.57916,0.9679817,882.31726,381.21786,0.71508133,868.8434,222.91487,0.7983846,899.68604,533.80176,0.08572823
7,1009.99243,636.5203,1.0,897.5822,533.5886,0.96487015,882.2858,381.23187,0.7129161,868.74097,222.93471,0.80392754,899.7626,533.8078,0.078534104
8,1010.2651,636.4631,0.9888303,897.57153,533.55853,0.97049797,882.2757,381.19836,0.7073521,868.62054,222.87007,0.79762685,899.7556,533.7707,0.080883816
9,1010.40344,636.4207,0.99059284,897.5322,533.541,0.97032666,882.2852,381.25452,0.7019616,868.56616,222.89027,0.7991086,899.71985,533.7664,0.0845842
10,1010.44116,636.4098,1.0,897.56537,533.57904,0.95591044,882.3394,381.24554,0.70197797,868.58514,222.87091,0.79977953,899.75323,533.7923,0.08322419
11,1010.39526,636.4628,0.9910711,897.58923,533.55164,0.9615501,882.3263,381.24884,0.70265496,868.6379,222.8014,0.7975165,899.7358,533.76807,0.0821031
12,1010.414,636.38226,1.0,897.66693,533.6159,0.96810573,882.29517,381.24155,0.705119,868.7559,223.04228,0.7863511,899.7855,533.8273,0.08579
13,1010.33075,636.4286,1.0,897.6574,533.4868,0.96693164,882.28235,381.17252,0.7131609,868.9364,222.77992,0.79518014,899.8486,533.7407,0.0867249
14,1010.29193,636.46204,0.9984672,897.7331,533.422,0.96366805,882.604,381.10553,0.72223496,869.03876,222.80228,0.8033242,899.9067,533.687,0.08802457
15,1010.2905,636.45807,0.9955308,897.798,533.42566,0.9646841,882.5776,381.06052,0.71267986,868.8607,222.81152,0.79818535,899.9805,533.6725,0.09162358
16,1010.15796,636.4706,0.991213,897.7372,533.37854,0.9683507,882.525,381.25076,0.6874408,868.90234,222.73718,0.8023282,899.92535,533.62823,0.091058046
17,1010.32526,636.4918,0.9895919,897.8014,533.2941,0.98528886,882.50244,381.1244,0.69345206,868.9897,222.84337,0.8002596,900.0215,533.5609,0.07826688
