scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1030.2759,1076.8395,0.32747805,933.8926,860.4121,0.84318966,915.8618,662.83704,0.5834035,904.8121,509.6827,1.0,875.9389,280.56857,0.5374065
1,1030.2869,1077.1118,0.3322662,933.96405,860.4018,0.8578715,915.0846,662.5055,0.5845799,904.69116,509.54626,0.99893516,876.06915,280.5493,0.5311312
2,1030.8412,1076.26,0.32286397,934.5282,860.9999,0.7999311,915.5056,662.89294,0.65888995,904.66113,510.15125,0.99224186,876.50757,280.41656,0.41384807
3,1031.2028,1075.4573,0.332356,934.33966,860.7384,0.8153903,915.16656,662.31525,0.6285894,904.55255,509.71725,1.0,875.9565,280.59836,0.53175205
4,1031.0139,1075.3018,0.30930343,934.15173,860.4238,0.8064486,915.1065,662.4076,0.6185828,904.5736,509.56784,1.0,876.516,279.257,0.52163905
5,1030.6852,1075.7294,0.33867598,934.33234,860.5613,0.8061566,915.6384,663.116,0.64682484,904.89026,509.3821,1.0,875.8575,280.36917,0.58595854
6,1030.1156,1074.4076,0.3827548,934.31323,860.12494,0.8170199,915.22,661.65875,0.63169664,904.94275,509.01245,1.0,875.7663,280.21515,0.63867337
7,1030.6272,1073.9635,0.30176508,934.4367,860.0944,0.8210184,915.4779,661.94696,0.56053793,904.5402,508.926,1.0,875.5287,280.07587,0.6127571
8,1031.3414,1074.4385,0.31061924,934.521,860.02435,0.8313777,915.7535,662.0761,0.6328487,904.60205,508.84396,1.0,875.3353,280.18686,0.60687405
9,1031.3191,1074.1008,0.28145432,934.551,860.02594,0.8149152,915.3855,662.1261,0.6933544,904.55206,508.7246,1.0,875.3954,279.82904,0.58633757
10,1031.461,1074.1409,0.32210597,934.3661,860.09344,0.79766554,915.2871,662.4086,0.6303798,904.33655,508.98218,1.0,875.1528,280.05756,0.5980987
11,981.4593,1014.2537,0.25228137,934.3987,860.0917,0.79853827,915.29584,662.3427,0.6872742,904.2564,508.88947,1.0,875.03644,280.14258,0.582908
12,981.35474,1014.3225,0.25028455,934.3967,860.03986,0.79486203,915.4489,662.22455,0.6976579,903.96844,508.78537,1.0,874.8903,280.04688,0.5932935
13,981.35425,1014.11395,0.26868698,934.4125,859.9925,0.79108363,915.4802,662.01074,0.70989364,904.0698,508.76086,1.0,875.0507,279.81073,0.54308534
14,981.4185,1013.90314,0.2671894,934.5267,859.9002,0.7963076,915.4261,661.92365,0.7248259,904.10693,508.65454,1.0,875.20667,279.55762,0.5602696
15,981.41327,1013.80066,0.258683,934.36414,859.6789,0.81361014,915.4099,661.70764,0.7636049,903.9945,508.64352,1.0,875.15955,279.5754,0.55502987
16,981.39526,1013.6787,0.24873054,934.18097,859.45734,0.7888474,915.465,661.6018,0.72918785,904.01105,508.49948,1.0,875.15814,279.6111,0.5797523
17,981.4813,1013.7007,0.25074607,934.4038,860.1373,0.8006984,915.4178,661.92584,0.7104732,903.92615,508.8046,1.0,874.6398,280.07928,0.5915361
