scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,814.45355,901.5322,0.7882243,811.3466,734.5395,0.9287046,841.39154,537.58093,0.72255456,854.9007,389.01245,0.9241665,844.263,211.11308,0.37325117
1,814.1861,901.5296,0.8025983,811.33936,734.4743,0.9249388,841.5477,537.5014,0.7053942,854.9353,389.1284,0.91847855,844.3322,211.12572,0.40854526
2,814.01746,901.5751,0.77619284,811.26605,734.537,0.9150135,841.5299,537.4748,0.70627254,854.82654,389.1843,0.92628354,844.3422,211.12355,0.40981674
3,813.81805,901.61884,0.77977943,811.31964,734.4602,0.90450394,841.57605,537.4777,0.6930792,854.87195,389.22803,0.9247616,844.35614,211.1027,0.41672853
4,813.64044,901.7041,0.7627667,811.3378,734.5207,0.92540133,841.6463,537.48553,0.7083168,854.78906,389.26385,0.91748166,844.3742,211.13684,0.42162988
5,813.5091,901.62854,0.7684985,811.3276,734.5199,0.9324099,841.51917,537.63995,0.73329455,854.8542,389.26135,0.92950743,844.1825,211.24168,0.35306692
6,813.4228,901.72925,0.7443058,811.3701,734.58655,0.9228971,841.43835,537.74896,0.66517186,854.77826,389.24594,0.9178771,844.3105,211.21115,0.37221688
7,813.3428,901.7746,0.743927,811.3173,734.57684,0.9391801,841.56995,537.7119,0.6909905,854.75195,389.2835,0.90540177,844.35754,211.22063,0.40255204
8,813.1855,901.8381,0.73890173,811.2994,734.5554,0.93055016,841.42004,537.65265,0.71303946,854.8911,389.34146,0.8934023,844.3381,211.15375,0.4203105
9,813.1011,901.64343,0.7662851,811.3164,734.54865,0.9460317,841.6644,537.7566,0.7252752,854.758,389.3633,0.8910128,844.3267,211.15335,0.421131
10,813.0712,901.60297,0.7815488,811.30707,734.5119,0.9444655,841.4534,537.6861,0.6995647,854.68146,389.34186,0.9035588,844.35077,211.14622,0.42226246
11,813.086,901.5763,0.7790076,811.3205,734.53986,0.9395242,841.43066,537.6685,0.68596256,854.65845,389.34995,0.9231303,844.29156,211.1227,0.41656542
12,813.0501,901.4043,0.7819818,811.28033,734.617,0.92140454,841.4998,537.6603,0.6989103,854.62787,389.35654,0.92096996,844.199,211.07162,0.42345947
13,813.16656,901.4587,0.79362124,811.3091,734.5756,0.9024944,841.4645,537.5983,0.6895783,854.8622,389.37946,0.9073544,844.2239,210.9864,0.39757514
14,813.1806,901.4028,0.7950535,811.30444,734.48303,0.89224833,841.45844,537.606,0.66198814,854.8119,389.32416,0.91296947,844.2483,211.0297,0.41042972
15,813.1148,901.3476,0.8148471,811.28925,734.4455,0.90657514,841.4514,537.5471,0.68359125,854.91284,389.2883,0.9134609,844.21814,211.13286,0.38376436
16,813.09125,901.28644,0.81131554,811.27985,734.4633,0.91029096,841.5528,537.48285,0.6895046,854.9463,389.20044,0.9049802,844.31244,211.14024,0.38399377
17,813.04376,901.2333,0.8043288,811.2587,734.4646,0.9181081,841.2154,537.58954,0.69510466,854.82416,389.15463,0.93397087,844.3209,210.99588,0.36692092
