scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,803.7767,835.3075,0.9522412,781.32733,681.6124,0.94500697,765.79425,521.2003,0.8684113,761.35254,397.15,1.0,750.19556,241.52274,0.96744734
1,803.55615,835.37854,0.9601737,781.2756,681.7252,0.9541353,765.8818,521.28284,0.846601,761.37384,397.22653,0.99556124,750.01526,241.63042,1.0
2,803.49176,835.4065,0.95767957,781.23035,681.7208,0.95337725,765.8766,521.3543,0.83976746,761.1969,397.29407,0.99119365,750.0294,241.70181,1.0
3,803.3645,835.4716,0.96981955,781.2,681.75555,0.96142006,765.8613,521.43695,0.8415705,761.105,397.42844,0.9954873,749.8968,241.761,1.0
4,803.2344,835.5106,0.9756162,781.22797,681.75867,0.95566106,765.8349,521.5071,0.84777135,760.98413,397.5313,0.97860533,749.78375,241.8596,1.0
5,803.29016,835.58936,0.97841966,781.2376,681.8323,0.96346194,765.8272,521.5136,0.8473941,760.9852,397.60675,0.98029846,749.76,241.85074,0.9973304
6,803.28436,835.64044,0.97835374,781.2273,681.9503,0.962606,765.81165,521.63715,0.83975846,760.96844,397.69836,0.98088557,749.7411,241.94069,1.0
7,803.3125,835.6469,0.9767594,781.22845,681.9704,0.9650249,765.8015,521.6586,0.8267943,760.9578,397.7528,0.977992,749.64624,241.97679,1.0
8,803.29895,835.72406,0.9927601,781.2388,682.0213,0.9647887,765.8097,521.7007,0.82683986,760.9552,397.80975,0.9763754,749.5545,242.02522,1.0
9,803.1486,835.7383,0.98859024,781.2315,681.9616,0.9662467,765.8046,521.68823,0.8217299,760.93695,397.8078,0.97138083,749.5623,242.03337,1.0
10,803.0872,835.74133,0.9758063,781.20984,681.9673,0.96623945,765.8288,521.67804,0.826759,760.94324,397.80835,0.96632427,749.58765,242.01578,1.0
11,803.0582,835.7413,0.9738511,781.1829,681.95807,0.96110123,765.82385,521.671,0.83028775,760.95245,397.7973,0.9653729,749.6437,242.0159,1.0
12,802.9811,835.7271,0.9831515,781.1829,681.9495,0.9474545,765.8061,521.6704,0.8208017,760.9497,397.7373,0.96765584,749.59076,242.00409,1.0
13,802.9941,835.72736,0.9875521,781.1931,681.97076,0.9404478,765.7921,521.65076,0.82436574,761.0229,397.7157,0.9695579,749.70807,241.9661,1.0
14,802.9986,835.74335,0.98323536,781.2506,682.0758,0.947583,765.8172,521.67255,0.8238791,761.08936,397.70847,0.97125494,749.7661,241.9781,1.0
15,802.9935,835.73566,0.9806761,781.256,682.0548,0.9483768,765.821,521.67255,0.818527,761.1579,397.7178,0.97553027,749.84357,241.9636,0.9986959
16,803.0144,835.74445,0.98686945,781.2257,682.08624,0.9497565,765.8368,521.65674,0.8158383,761.2787,397.67053,0.98114616,749.8577,242.035,1.0
17,803.112,835.74854,0.98643255,781.23956,682.0631,0.95176244,765.831,521.60614,0.8198385,761.25183,397.71606,0.9851742,749.90216,241.9898,1.0
