scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,920.87463,634.02594,0.6752284,852.5373,495.2913,0.80792445,841.645,344.1494,0.6888821,785.3257,141.43932,0.9354279,813.21497,38.430058,0.9728646
1,920.9437,634.0439,0.6830202,852.482,495.26038,0.80225086,841.6494,344.14536,0.6827301,785.24927,141.40536,0.936451,813.1214,38.36924,0.9599606
2,920.9861,633.7981,0.67406905,852.427,495.17334,0.823423,841.6038,344.1955,0.6990747,785.22107,141.42427,0.9420079,813.328,38.4568,0.93703413
3,921.04004,633.839,0.6781929,852.3954,495.14743,0.81901485,841.54285,344.18134,0.695531,785.1858,141.4138,0.93681693,813.2221,38.343407,0.93842375
4,921.05554,633.8528,0.67890245,852.3556,495.1689,0.83156914,841.5799,343.85754,0.6850625,785.19446,141.43599,0.939088,813.10803,38.305225,0.9740901
5,921.1452,634.1246,0.6665782,852.51807,495.15515,0.80074084,841.66364,344.3676,0.67453265,785.2166,141.24156,0.9417739,813.1055,38.229603,0.9563596
6,921.3268,634.0796,0.65988404,852.66656,495.19046,0.7991281,841.7279,344.42813,0.6764717,784.9826,141.60187,0.93872124,813.20734,38.558662,0.9237261
7,921.4415,634.15424,0.6651221,852.7193,495.20593,0.7964584,841.7198,344.3846,0.6773014,785.1834,141.4132,0.94220454,813.2005,38.498238,0.94249004
8,921.5648,634.1356,0.6620667,852.7218,495.24512,0.8033284,841.62335,344.43594,0.69137627,785.21106,141.4992,0.9311308,813.20215,38.555527,0.93599534
9,921.49493,634.1029,0.66315997,852.5628,495.3589,0.8150893,841.6201,344.37927,0.6878901,785.2902,141.2851,0.93790525,813.3269,38.472378,0.9311606
10,921.5367,634.0401,0.6587758,852.5913,495.32156,0.81669986,841.6901,344.2649,0.69796896,785.40625,141.16112,0.9395943,813.50055,38.359646,0.9374695
11,921.5008,634.081,0.65937454,852.7514,495.32822,0.81682247,841.9323,344.23972,0.6944889,785.37244,141.11652,0.94212013,813.583,38.300983,0.9438358
12,921.5314,634.1579,0.6641726,852.9145,495.30627,0.8055326,842.26764,343.94556,0.6915946,785.5064,141.08514,0.94829524,813.70886,38.260136,0.92025316
13,921.4512,634.1986,0.676636,852.5809,495.05838,0.82997507,842.18646,343.8744,0.7014395,785.5741,141.05733,0.9500019,813.70245,37.9448,0.9410102
14,921.48096,634.20026,0.6802209,852.5233,495.14713,0.82826924,842.1848,343.66776,0.70845693,785.6367,141.05873,0.9511449,813.91833,38.01125,0.91877097
15,921.6046,633.98395,0.67556393,852.7376,495.03857,0.8041686,842.2136,343.62234,0.71341646,785.83527,141.07774,0.9579402,813.959,38.052113,0.91460055
16,921.41785,634.0028,0.6802818,852.4337,495.02225,0.81557107,842.1326,343.6205,0.71736777,785.7047,141.03699,0.9593921,813.9002,37.9646,0.92668456
17,921.4035,634.0234,0.6813967,852.67633,495.00583,0.8161627,842.17554,343.5463,0.7277535,785.68555,141.02448,0.9602977,813.85565,38.040882,0.92636234
