scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,837.1172,443.14285,0.8254432,755.4969,315.62082,0.93304855,755.86426,175.5508,0.8255773,742.0508,7.0448303,0.7204176,1854.3385,409.67758,0.18460605
1,837.18634,443.53122,0.8027663,756.0184,315.6582,0.90741956,756.4927,175.86073,0.8605949,742.5657,7.4894333,0.724364,1854.2979,409.69714,0.18701209
2,837.8995,443.1958,0.759441,756.3244,315.7906,0.9025675,756.7382,175.7512,0.83801824,742.74536,7.5531106,0.72513795,1854.3826,409.794,0.17533003
3,837.3839,443.69498,0.7706346,755.9339,316.22046,0.89315844,756.8459,176.16017,0.84946734,743.33374,7.6855955,0.7306185,1854.3772,409.73883,0.17798126
4,837.845,444.00488,0.78360313,756.28644,316.41003,0.8895405,756.9208,176.50136,0.85970706,743.0413,7.9417067,0.72024417,756.7833,317.04163,0.18140972
5,838.0507,444.10666,0.7633876,756.48755,316.51575,0.8761077,756.9838,177.01343,0.86062753,742.3678,7.918367,0.7450227,757.1135,317.3211,0.18412264
6,838.50024,442.96716,0.75323844,756.58105,315.6941,0.89545196,757.062,175.89915,0.85511845,742.5732,7.536815,0.73842204,757.0643,316.2723,0.17692567
7,839.7288,442.3954,0.7206901,757.27826,315.05145,0.88553727,757.77075,175.73311,0.8515566,742.98175,7.3224807,0.73609054,757.8613,315.4226,0.1654974
8,840.18286,442.73785,0.7026884,757.6177,315.45993,0.8694328,758.2131,175.88046,0.8796419,743.3056,7.619781,0.74579257,758.08875,316.25208,0.18232168
9,839.44086,443.2613,0.70483565,757.5248,315.59717,0.87378126,757.9208,176.07706,0.8655779,743.66156,7.6885915,0.76193136,1854.3231,409.79337,0.17123497
10,839.8884,442.76312,0.7016253,757.9751,315.28842,0.8408458,758.0913,175.83015,0.8770215,743.9011,7.6174035,0.7582034,758.3974,316.12726,0.19100752
11,840.8927,442.90067,0.717327,759.3923,315.1601,0.82933444,758.9309,175.87611,0.8658668,744.7086,7.8779893,0.7684265,759.921,315.65057,0.17609732
12,841.8034,443.02466,0.7037186,760.56067,315.15146,0.75867933,759.4135,175.47893,0.87134224,744.83093,7.712491,0.7563766,761.0888,315.68643,0.18596682
13,842.1006,443.05862,0.7165395,761.45654,315.71335,0.73594993,760.0575,175.5812,0.8438183,745.12933,7.9380374,0.747943,762.0499,316.1319,0.1985273
14,843.5345,442.85855,0.75872546,762.39233,315.60046,0.7051199,760.6631,175.20396,0.8178238,746.1244,7.7521286,0.71037745,762.8025,315.54898,0.18466902
15,844.5077,442.88474,0.76569945,763.8376,316.02362,0.7814026,761.2063,175.55888,0.79372525,744.6958,7.8434668,0.69478035,1854.3134,410.12207,0.16488159
16,844.50146,442.86685,0.7644482,763.4604,315.73743,0.7677503,761.2068,175.33185,0.8048634,744.5492,7.5798607,0.69128096,1854.3303,410.1312,0.1680537
17,844.49304,442.21796,0.6896822,763.31067,314.81027,0.7684675,761.86304,174.97923,0.80248445,744.663,7.053354,0.6776527,1854.3188,410.14734,0.17080641
