scorer,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010
156,348.18912,124.787964,0.7751656,768.9322,345.73297,0.85669684,899.0161,405.20398,0.83054185,1412.9818,523.15814,0.86816585,1754.6196,645.9718,0.886072
157,346.20035,149.96878,0.7299144,779.09375,355.30847,0.83702666,911.50555,413.5647,0.72663665,1424.9999,528.39575,0.8352509,1764.5898,647.00366,0.88005346
158,321.93216,180.89426,0.7583641,780.61194,354.61102,0.8550246,913.3406,414.17148,0.73446465,1427.0103,527.1561,0.8686474,1765.7743,644.89197,0.8921381
159,303.1177,228.64621,0.8532308,781.2919,354.14835,0.8846456,915.8133,415.60522,0.72015357,1429.9935,527.3924,0.89608693,1769.7075,645.59454,0.88290864
160,297.74884,291.074,0.85521984,777.8616,352.70685,0.8495414,915.4888,416.12805,0.7494456,1429.5946,528.43744,0.86545545,1769.4302,645.9767,0.89660186
161,314.2577,351.31412,0.853509,773.9759,349.22394,0.90920484,912.0196,411.68564,0.7866558,1425.7598,524.6542,0.74103343,1763.6998,643.2582,0.9207914
162,340.74838,399.4287,0.9417961,765.6163,340.6096,0.85927457,902.8809,405.2611,0.8421806,1416.5682,521.17896,0.7375163,1757.3682,643.7259,0.91240466
163,373.71518,443.24335,0.9213608,755.1528,336.91525,0.86886567,894.13354,403.28824,0.7933749,1407.0889,522.043,0.741338,1747.4045,645.4287,0.9282726
164,405.89877,469.76807,0.88503754,755.02747,333.91937,0.9584529,892.52136,399.95007,0.76642025,1405.7483,519.5104,0.82748866,1746.0337,644.84467,0.9184955
165,425.69135,486.00092,0.90999126,755.71515,335.7043,0.9323894,894.4247,402.04318,0.77208525,1407.3672,521.9463,0.77071273,1747.691,646.0349,0.9271417
166,427.23477,491.03055,0.925563,758.8724,339.77014,0.83087444,896.9687,406.0911,0.8349271,1409.9945,525.772,0.86218303,1751.3472,650.0493,0.8906622
167,415.44675,477.21014,0.9128223,764.4358,339.30188,0.86011994,902.32214,405.7856,0.84819376,1415.5321,526.59094,0.890654,1755.655,652.0548,0.9551987
168,389.83453,448.1036,0.9287314,768.69293,337.39377,0.83165985,907.08136,405.05505,0.8456649,1418.2217,527.67664,0.805859,1756.5338,655.0677,0.94254583
169,353.69537,403.33673,0.87759715,769.3797,337.47348,0.8015667,907.93097,405.1587,0.8368305,1419.3357,527.73676,0.7486767,1757.9846,655.3087,0.9391165
170,307.43646,351.80255,0.8766424,760.3812,340.96304,0.7924023,899.0365,406.50336,0.7992333,1412.7075,526.0141,0.7287562,1754.944,649.78754,0.921042
171,283.15137,284.0221,0.8534223,760.1142,338.83936,0.80482334,897.5817,404.7464,0.8114991,1410.8677,523.30786,0.8469302,1752.4393,646.8709,0.88889164
172,283.1783,219.37526,0.7604648,760.92505,339.6242,0.83496636,895.82684,403.82233,0.8000927,1409.3468,520.5629,0.8273042,1749.8038,643.1849,0.8879529
173,301.41653,169.88574,0.80376756,762.6081,339.95087,0.87870395,895.3934,402.8242,0.77174336,1409.603,520.2823,0.8246135,1750.2576,643.23773,0.8808723
174,319.00186,143.58688,0.8382466,763.36163,342.27948,0.9211249,895.6832,403.8637,0.7861926,1409.8345,521.2538,0.83792794,1752.0117,644.9603,0.8682042
175,325.30167,159.8406,0.81785023,773.43036,351.5731,0.9272246,906.08655,410.7595,0.77836305,1419.9014,527.18964,0.8077422,1759.996,647.45996,0.8366968
176,317.01276,186.49509,0.77277017,778.2708,351.71265,0.8649093,911.7664,412.86072,0.7589599,1425.6888,527.5544,0.85133946,1764.4548,646.40796,0.9018421
177,298.65265,226.20801,0.8210719,775.5002,351.7595,0.8927777,910.5936,412.99796,0.7307776,1424.7672,525.92053,0.8346084,1763.3297,644.5651,0.90919155
178,290.30466,276.4583,0.8686913,772.9394,345.99548,0.90554327,910.4456,408.41492,0.79557765,1424.9711,521.7674,0.81911427,1763.4315,640.8401,0.854974
179,303.95752,336.02377,0.82137036,766.08215,341.1566,0.8363841,903.3863,404.37,0.81351036,1419.3053,516.9208,0.8096435,1759.7432,638.3852,0.9267937
180,333.42444,389.113,0.9481751,758.2438,335.9255,0.91272616,896.2824,400.51813,0.7478366,1409.7091,515.5677,0.76377803,1752.6525,638.2595,0.8992499
181,375.3264,442.47775,0.87628055,761.42505,339.34766,0.8360794,899.35986,404.3677,0.84234464,1412.8455,523.1395,0.7889539,1754.4285,646.2472,0.88892573
182,411.75766,476.2937,0.9155058,759.47284,339.07803,0.84420276,897.13184,404.37332,0.8202548,1410.395,524.11237,0.8076569,1752.2007,647.534,0.86224777
183,435.14957,494.18414,0.9167374,760.1472,339.23947,0.83646846,897.9645,404.743,0.8183062,1411.3889,524.3707,0.8244447,1752.4688,647.7848,0.850073
184,438.07303,496.9067,0.87562597,760.46497,340.41846,0.86699975,898.5467,406.27332,0.8075284,1411.9547,526.3092,0.8423304,1753.2727,650.59674,0.8696599
185,425.7276,486.65805,0.87864274,761.6181,340.07837,0.8507764,899.61523,406.20816,0.8266236,1412.964,526.7831,0.86195683,1754.5182,651.5233,0.90958947
186,399.0058,460.84055,0.9295922,763.2768,337.546,0.8043179,901.0095,404.1276,0.8423872,1413.8376,526.2675,0.86568314,1754.7988,652.30725,0.93129903
187,356.4717,425.47177,0.8828809,757.29724,338.42545,0.81951106,896.21155,405.28918,0.7872779,1409.1284,525.3763,0.7688725,1750.4927,650.32153,0.8683627
188,320.8337,373.5023,0.8584533,756.35834,338.16772,0.8410758,895.9,404.0924,0.79412705,1409.1737,524.0262,0.71896935,1750.1581,648.98535,0.9048214
189,289.3267,316.29517,0.85031736,754.948,335.19794,0.8856001,892.83716,400.52905,0.7600527,1406.8787,519.1011,0.78354716,1747.3492,644.0213,0.9047029
190,276.2649,268.681,0.86789846,753.994,335.07922,0.87230927,892.3513,401.16483,0.77314913,1406.4274,519.8852,0.8359331,1746.9017,645.0731,0.9015333
191,277.1029,225.0939,0.8293158,756.4065,335.978,0.85569894,893.06006,400.60275,0.75385755,1407.3483,519.31824,0.87291825,1747.754,643.7908,0.89257497
192,285.01828,195.66916,0.8294142,757.3358,337.4234,0.86475146,891.46716,400.7068,0.7615364,1405.9441,518.36316,0.900651,1746.697,642.6326,0.87203294
193,292.46063,180.18347,0.7842408,760.79785,338.23212,0.8456291,894.39075,402.14865,0.76954395,1408.4608,519.90814,0.8223486,1748.8684,643.98975,0.8993253
194,298.12952,179.40508,0.78390497,762.9069,340.9292,0.8858813,896.0134,403.8612,0.8093918,1410.4552,522.05023,0.82909155,1752.4033,645.8172,0.8780001
195,297.68942,179.1803,0.78067565,761.5629,340.3799,0.839201,894.78595,403.3869,0.8063442,1409.5596,520.5987,0.83040506,1749.456,643.56854,0.88871974
196,297.7234,177.35709,0.7773917,762.33057,339.83698,0.85782784,895.57336,402.31506,0.7838467,1410.4315,520.3462,0.8216062,1751.6792,644.37024,0.8719922
197,298.8286,180.25078,0.7936106,763.03217,342.71356,0.9068306,896.3717,404.88562,0.80456376,1410.5778,523.64453,0.8454222,1751.9343,647.10614,0.85607004
198,299.31534,180.12654,0.80683684,763.98486,342.87277,0.9032263,897.40436,404.60867,0.81524974,1411.7478,524.6346,0.8543478,1752.9735,648.18964,0.84541345
