scorer,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,883.0813,836.0237,0.9143448,865.6107,682.4085,0.6215881,865.0205,521.84894,0.83549565,857.7481,370.0613,0.7991541,847.6098,136.96208,0.6467646
1,883.07855,836.0392,0.9144015,865.5445,682.37067,0.6278641,864.895,521.7685,0.8330747,857.7108,369.9915,0.8007307,847.63,136.94366,0.6463052
2,883.1486,835.81604,0.92696357,865.5678,682.24426,0.616859,865.19525,521.8462,0.79711515,857.7285,370.04565,0.80835503,847.56665,136.92691,0.6476003
3,883.117,835.8827,0.94099486,865.53516,682.1925,0.59109986,865.22736,521.8343,0.7664453,857.7442,370.0387,0.78263813,847.56714,136.87202,0.6226637
4,883.1517,835.8558,0.9341027,865.46313,682.1311,0.60417056,865.2534,521.8515,0.7638735,857.7662,370.0678,0.78549886,847.7179,136.85693,0.63793516
5,882.8852,835.82996,0.93975145,865.41547,682.23224,0.63448256,865.20703,522.08325,0.81020707,857.69836,369.97147,0.77484804,847.31366,136.99133,0.64660037
6,882.9117,836.0194,0.9663106,865.4022,682.23224,0.635391,865.2636,522.1803,0.81278515,857.64325,370.33838,0.7641237,847.35913,137.06528,0.64898413
7,882.87494,836.0101,0.96459174,865.4332,682.22894,0.63072723,865.1951,522.11835,0.79253834,857.6478,370.26654,0.79116327,847.3983,137.03606,0.6423498
8,882.9021,836.0741,0.9603171,865.4566,682.2414,0.6251641,865.33484,522.2173,0.7983959,857.63806,370.29678,0.77815455,847.3922,137.34021,0.65484643
9,882.98663,836.06494,0.9505218,865.50494,682.2671,0.6171323,865.04175,522.0308,0.7946946,857.5611,370.3525,0.7728453,847.18225,137.09459,0.6512148
10,882.8909,836.0682,0.96152973,865.41846,682.21027,0.62681806,864.94403,522.14404,0.7842439,857.38007,370.43335,0.75671417,847.2091,137.10559,0.63867086
11,882.8554,836.08655,0.965208,865.3799,682.23663,0.6239912,864.8687,522.0681,0.7820713,857.2515,370.3239,0.77725166,847.18225,137.11505,0.6330455
12,882.8896,836.1209,0.96341205,865.36664,682.2789,0.6339296,864.7618,522.1577,0.79006815,857.2976,370.28342,0.78356695,846.9819,137.18678,0.65269786
13,882.94855,836.13574,0.9710952,865.2601,682.24316,0.65624714,864.59155,522.0667,0.7713409,857.2204,370.30252,0.7568695,846.8682,137.16621,0.64900017
14,882.966,836.14087,0.96860003,865.24524,682.2407,0.6421824,864.5373,522.06586,0.7587715,857.1887,370.41104,0.7376346,846.8174,137.13358,0.63861287
15,882.89996,836.1766,0.971972,865.174,682.23425,0.6542682,864.7664,522.0656,0.7764915,857.048,370.0125,0.75159144,846.837,137.2341,0.6507412
16,882.82495,836.12256,0.9592017,865.2195,682.3296,0.67976856,864.6719,522.1376,0.7642162,856.86035,369.94943,0.7480915,846.9301,137.15276,0.6488816
17,882.91925,836.07825,0.963308,865.27795,682.10803,0.65687037,864.5334,522.0799,0.76187557,856.8774,369.85458,0.75690764,846.96716,137.14589,0.6590375
