scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1025.0999,1190.9728,0.10114362,1021.81476,1191.7433,0.021319892,564.48755,1020.5366,0.03300371,1021.9465,1192.3289,0.03906854,505.278,1016.4122,0.022782424
1,1025.2837,1191.7654,0.08096301,492.10052,1182.0237,0.0615514,486.90717,1186.053,0.043415915,1021.5527,1193.0702,0.029203024,487.28043,1169.707,0.026935244
2,1025.266,1191.562,0.08612868,582.5911,1178.4497,0.036920104,564.5406,1020.3544,0.034370944,1021.6339,1192.8885,0.03166927,597.44366,1185.2068,0.022737043
3,1025.1599,1191.4419,0.09125768,582.9285,1178.5579,0.046661057,564.41785,1020.3676,0.034773406,1021.81335,1192.6614,0.030688247,505.32614,1016.49976,0.022830427
4,1025.3251,1191.9004,0.08176997,582.879,1178.3652,0.05400222,580.83264,1180.4845,0.03614686,569.3308,1019.4014,0.028719876,596.9092,1184.9785,0.022921272
5,1025.282,1191.6996,0.08254405,582.9377,1178.3438,0.08158466,581.131,1180.383,0.03931244,583.20667,1179.8654,0.03299874,564.6362,1019.7985,0.039050765
6,1025.3011,1191.7942,0.07588335,583.0782,1178.6919,0.06910606,1860.9543,184.25157,0.06507157,124.017685,1183.828,0.041436836,564.5738,1019.7676,0.03294652
7,1025.3336,1191.6843,0.08217598,582.34326,1177.9348,0.09740299,1861.2393,183.62897,0.06294172,582.6471,1179.473,0.06023743,564.6429,1019.8073,0.05175259
8,1025.3146,1191.8016,0.0800346,583.11536,1178.4489,0.08067487,1861.3445,183.16998,0.06746691,123.98029,1183.7972,0.054094177,564.5101,1019.84094,0.027265562
9,1025.2203,1191.5483,0.083879724,582.6916,1178.64,0.08861605,1861.0519,183.46553,0.06900235,582.97125,1180.2157,0.051017396,580.232,1187.0845,0.023496294
10,1025.2076,1191.562,0.082719296,582.52606,1178.8086,0.062874794,1860.9716,183.50038,0.06521825,1021.7198,1192.806,0.030218136,564.47125,1019.8291,0.039239876
11,1025.2717,1191.63,0.082314104,11.622637,1158.4023,0.04819034,1861.1862,183.42905,0.074098974,1021.7021,1192.8977,0.029138789,564.50867,1019.8614,0.04310141
12,1025.3004,1191.8003,0.080177076,583.5775,1179.6122,0.042007547,1861.2264,183.48466,0.06563302,123.21137,1184.1935,0.044039447,564.5181,1019.9144,0.037501488
13,1025.2583,1191.707,0.082584485,583.2369,1179.4772,0.075942814,1861.132,183.728,0.06628927,1021.69543,1192.8801,0.02782483,564.5886,1019.9597,0.035533335
14,1025.2188,1191.5704,0.08495671,583.3155,1178.7268,0.099210545,1861.0039,183.93336,0.06357609,583.5772,1180.2218,0.052094046,564.6885,1020.0076,0.03781093
15,1025.2078,1191.5712,0.08475177,583.24316,1178.9747,0.07063875,1873.7908,235.11621,0.054858662,1021.81165,1192.7109,0.027290275,562.17065,1020.7318,0.030729357
16,1025.2197,1191.5795,0.084659606,70.64574,1159.3984,0.06632053,1873.8505,234.66176,0.06233453,1021.8108,1192.7019,0.02726409,564.6497,1019.98,0.035500042
