scorer,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,879.3056,643.5336,0.7546548,862.7606,488.9993,0.7048273,856.44775,330.30594,0.7075818,826.75525,171.20639,0.86122537,827.1838,171.95483,0.110973865
1,879.0744,642.8804,0.7058819,862.73737,488.67197,0.7619332,856.1179,329.7471,0.7082304,826.803,170.78293,0.8433292,1112.1069,85.49807,0.11774098
2,879.06506,642.90076,0.70867825,862.73145,488.77655,0.76582366,856.1388,329.79242,0.7156006,826.86554,170.73137,0.84561086,1112.6671,85.3002,0.12926842
3,878.8735,643.0488,0.699823,862.64636,488.73495,0.77847755,856.12256,329.79596,0.7208093,826.81604,171.03404,0.8569466,1111.7167,84.15521,0.10959575
4,879.4227,643.08325,0.70500624,862.6368,488.6831,0.8017139,856.16113,329.79993,0.7172932,826.81555,170.7112,0.84049654,1111.9701,85.28963,0.119553216
5,879.03845,643.1544,0.74216104,862.65027,488.78018,0.7729359,856.20026,329.8976,0.7138012,826.81604,170.75262,0.81523716,1111.4408,85.18582,0.12489388
6,879.00964,643.3627,0.7518967,862.72797,488.78635,0.7730834,856.17236,329.87363,0.7117603,826.9222,170.68301,0.8060008,1110.892,84.792496,0.11034063
7,879.0322,643.3455,0.74800575,862.82556,488.8582,0.74854386,856.15826,329.84528,0.7374885,826.7059,170.71954,0.81397045,827.1411,171.51405,0.106189564
8,879.15643,643.49585,0.77502215,862.78925,488.88666,0.75175196,856.17004,329.80658,0.7157767,826.97186,170.71318,0.8056493,1112.2042,84.86201,0.10720655
9,879.3041,643.53516,0.78768307,862.7234,488.8282,0.7458866,856.2548,329.89825,0.69059736,827.12195,170.49951,0.80989116,1111.9785,84.580826,0.111885056
10,879.2794,643.61444,0.79208523,862.76385,488.81952,0.7375318,856.2933,329.9424,0.69028926,827.1709,170.51855,0.81743,1111.978,84.46314,0.107495084
11,879.35596,643.6146,0.79293346,862.8139,488.7868,0.73651105,856.3051,329.92746,0.68629014,827.1835,170.49956,0.8329298,1110.9524,84.369934,0.09361186
12,879.20325,643.54504,0.7609973,862.8014,488.84805,0.72949857,856.30524,329.91116,0.69787604,827.1523,170.5403,0.845209,1111.6014,84.76317,0.11950759
13,879.3855,643.3481,0.78359795,862.793,488.73865,0.754079,856.34094,329.88492,0.6771454,827.38135,170.49553,0.78896946,1112.6693,84.29913,0.118330106
14,879.321,643.39764,0.788747,862.82715,488.6673,0.7659882,856.3832,329.84244,0.68086207,827.6067,170.63058,0.8065442,1112.3081,85.19085,0.102735
15,879.3096,643.3424,0.786642,862.8127,488.59723,0.76310635,856.3785,329.85406,0.6763684,827.42694,170.47162,0.80110127,1111.5734,84.9904,0.10245555
16,879.5101,643.1235,0.7626983,862.90265,488.59244,0.74775416,856.4916,329.77426,0.66580373,827.3022,170.45404,0.8185521,1111.9962,85.3621,0.10907051
17,879.35736,643.0451,0.77701217,862.8258,488.56027,0.7385685,856.50696,329.88428,0.69119877,827.38794,170.42464,0.81287587,1112.3457,85.163445,0.10743378
