scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,941.4379,763.16235,0.66522413,891.9871,611.78424,0.79938084,881.53564,418.9435,0.69790226,874.18713,266.1715,1.0,854.30444,42.203197,0.5578646
1,941.43396,763.5242,0.69216377,892.22626,611.97125,0.7981905,881.87317,419.23868,0.67306316,874.0769,266.22644,1.0,854.11597,42.326077,0.5692899
2,941.43616,764.04944,0.69271564,892.24023,611.95386,0.7911583,881.82434,418.93555,0.6840281,873.9482,266.26352,1.0,853.8088,42.555786,0.57291716
3,941.4039,764.0658,0.69449675,892.3313,611.85095,0.7971574,881.7576,418.93958,0.68010634,873.9522,266.29382,1.0,854.20374,42.235405,0.58261853
4,941.40466,764.0455,0.7037134,892.34216,611.6893,0.78652793,881.64667,419.0865,0.67329144,873.9281,266.20566,1.0,854.1642,42.202366,0.5671076
5,941.38837,764.04944,0.7127363,892.36975,611.7481,0.79698235,881.83527,418.79172,0.70525974,874.03784,266.243,1.0,854.3181,42.135044,0.5864812
6,941.3888,764.0654,0.71556485,892.4245,611.73065,0.80434036,881.701,418.905,0.6927739,874.1273,266.11246,1.0,854.35956,42.079094,0.5927682
7,941.4051,764.1855,0.7013446,892.36237,611.70374,0.8128806,881.9026,418.42737,0.70349675,874.14545,266.1545,1.0,854.509,41.94204,0.58328253
8,941.4211,764.2152,0.7078795,892.20056,611.60974,0.7967875,881.73175,418.66653,0.69565076,874.2871,266.133,1.0,854.5582,41.95409,0.5791852
9,941.4738,764.2362,0.6978107,892.26,611.6938,0.790369,881.77466,418.80145,0.6985609,874.25775,266.1459,1.0,854.4124,41.9587,0.5914455
10,941.4299,764.33734,0.6749229,892.21246,611.6643,0.7810283,881.8172,418.73633,0.6808242,874.19147,266.20862,1.0,854.2726,42.060867,0.5785851
11,941.535,764.14703,0.7114124,892.2474,611.6351,0.79619294,881.8744,418.75742,0.7019368,874.223,266.1988,1.0,854.2118,42.118217,0.5743206
12,941.4868,764.28894,0.69980747,892.1557,611.59735,0.79426974,881.7075,418.91068,0.68312705,874.25616,266.146,1.0,854.01154,42.14293,0.5634831
13,941.59247,764.1261,0.69116795,892.2752,611.65125,0.79828006,881.86346,419.0414,0.7592985,874.0382,266.20828,1.0,853.8378,42.186207,0.56685066
14,941.51135,764.09314,0.67111665,892.3923,611.7895,0.7911374,881.82367,419.11414,0.77300173,873.8359,266.23734,1.0,853.76624,41.805496,0.5687574
15,941.7971,764.05475,0.72086316,892.56506,611.95996,0.7953817,881.94257,418.9068,0.75255364,873.78687,266.19473,1.0,853.67017,41.996155,0.54025
16,941.69476,764.2926,0.70508003,892.69476,612.0771,0.79735106,881.8059,418.85898,0.7232298,873.7043,266.19415,1.0,853.5892,41.917313,0.5637214
17,941.4375,764.13904,0.6936323,892.7938,612.0253,0.7990239,881.7132,418.9057,0.7592751,873.6229,266.02713,1.0,853.48413,42.083565,0.5661788
