scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,833.6314,942.0544,0.8574725,805.19824,803.0276,0.90546,781.4435,642.3952,0.8478152,753.0707,521.0253,0.7662543,689.1204,339.43585,0.8884312
1,833.66815,941.88635,0.8565795,805.22327,803.0984,0.8853703,781.47595,642.369,0.82944757,752.9277,520.6711,0.7662148,689.06775,339.14752,0.89799523
2,833.9047,941.8188,0.8631461,805.2237,802.99615,0.88646084,781.3757,642.3476,0.8593196,752.9174,520.86914,0.76514053,689.0925,339.38773,0.89953244
3,833.8563,941.8019,0.85551023,805.26184,803.0401,0.8810719,781.4498,642.415,0.85234493,752.8891,520.8109,0.7591754,689.0178,339.32852,0.9043874
4,833.85895,941.81793,0.85933924,805.28723,803.001,0.8858493,781.58075,642.4003,0.85552037,752.9198,520.8132,0.75853896,689.0364,339.34042,0.9062058
5,834.25244,941.6274,0.9038818,805.2785,802.9821,0.8944764,781.5877,642.39105,0.8511633,752.90704,520.90454,0.7524005,689.0873,339.3615,0.92325985
6,834.47986,941.551,0.8850958,805.4049,802.95074,0.8914038,781.6011,642.43976,0.85135657,752.86145,520.9214,0.7461744,689.0616,339.367,0.9119724
7,834.5225,941.5613,0.8806474,805.37115,802.92175,0.8941171,781.59674,642.4751,0.85473293,752.92847,520.82416,0.76665854,689.07983,339.34824,0.9015434
8,834.53284,941.5966,0.8867305,805.4948,802.85394,0.90212137,781.5625,642.5197,0.86008114,752.85626,521.1232,0.74906945,689.1146,339.3436,0.91236633
9,834.61206,941.7212,0.8825598,805.5531,802.9897,0.92560256,781.52997,642.5736,0.8907864,753.0516,521.15454,0.7546603,689.09106,339.40314,0.9149472
10,834.70935,941.8109,0.8667437,805.5751,803.0682,0.9306259,781.56287,642.531,0.8780356,753.04565,521.1564,0.7633182,689.05536,339.43344,0.9135786
11,834.73816,941.75055,0.86713874,805.6668,803.1166,0.9329102,781.4958,642.49054,0.8773714,753.0235,521.23706,0.76437604,689.0814,339.37457,0.903303
12,834.81555,941.7784,0.83687603,805.7577,803.2665,0.91993576,781.4744,642.4776,0.8840199,753.1098,521.1749,0.76180184,689.0452,339.49994,0.9022848
13,834.86096,941.6967,0.8486126,805.7199,803.0972,0.9500564,781.653,642.4433,0.85892516,753.13916,521.0682,0.7634938,689.0514,339.3398,0.9084046
14,834.8808,941.7177,0.8644512,805.56366,803.01215,0.93291545,781.5324,642.47156,0.8704932,753.22003,520.89856,0.7877231,689.0477,339.06165,0.9066761
15,834.8776,941.7064,0.8740868,805.5087,803.0304,0.92926115,781.5953,642.501,0.8722262,753.0989,520.8673,0.7857893,689.1134,339.04556,0.8997523
16,834.8262,941.58734,0.8778679,805.57245,802.9935,0.92506176,781.659,642.5301,0.8659213,752.9799,520.73413,0.78154397,689.0549,339.05814,0.90268123
17,834.88434,941.78125,0.8661118,805.7432,803.1879,0.92108893,781.7043,642.5711,0.8499442,753.0641,520.9311,0.77449566,688.9842,339.0916,0.90378696
