scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,880.0968,654.62756,0.7114217,866.77094,499.1916,0.99678653,849.90454,338.66956,0.9209764,838.8005,207.1686,0.9788158,805.69244,50.95478,0.9873021
1,880.0561,654.6775,0.69598895,866.77844,499.14728,0.9944207,849.89453,338.63748,0.9198704,838.90564,207.0993,0.9856735,805.6855,50.91661,0.98108625
2,880.0089,654.64294,0.69736207,866.78827,499.07187,0.9806943,849.90894,338.54013,0.9073087,839.06055,207.01183,0.99127936,805.7803,50.867153,0.99182886
3,880.0212,654.6559,0.69320476,866.8071,499.08688,0.98168045,849.9201,338.49136,0.8962556,839.04004,207.11688,0.9871586,805.7876,50.86569,0.9945543
4,880.278,655.00665,0.69241506,866.787,499.07077,0.98042685,849.9323,338.46802,0.8967262,839.06433,207.01003,0.9874395,805.7899,50.857983,0.9899999
5,880.3338,655.0116,0.7028992,866.85754,499.11234,0.9939259,849.9215,338.46967,0.8984406,839.0101,207.10577,0.9736067,805.9573,50.891148,0.9908706
6,880.36194,654.9553,0.6920322,866.8623,499.12616,0.99405944,849.9193,338.4666,0.895686,839.0597,207.06177,0.9826282,805.9724,50.888687,0.9916365
7,880.38257,654.95624,0.69175494,866.8924,499.14093,0.9968154,849.9326,338.46848,0.9005528,839.0681,207.06819,0.97738975,805.9936,50.866425,0.99313617
8,880.4146,654.86707,0.6991282,866.8797,499.1067,0.9975873,849.938,338.48474,0.8985371,839.0239,207.10213,0.9793463,806.02747,50.898518,0.9918953
9,880.44415,654.8947,0.6991603,866.8045,499.1243,0.9966357,849.92206,338.45352,0.8817144,839.0559,207.1076,0.9828421,806.0453,50.922565,0.98046035
10,880.4416,654.8931,0.6969569,866.8013,499.1272,0.99883354,849.8849,338.47314,0.8718551,839.04004,207.10997,0.97944653,806.01953,50.930904,0.9825481
11,880.4409,654.89954,0.6916034,866.8122,499.1434,0.9960055,850.04407,338.48474,0.8688565,839.03705,207.11354,0.98443425,806.02155,50.93749,0.9855296
12,880.4749,654.8712,0.7020595,866.8701,499.14926,1.0,849.90454,338.5215,0.883674,839.0326,207.13799,0.9773314,805.97614,50.954643,0.9795308
13,880.4982,654.8587,0.7062867,866.8634,499.1477,1.0,849.9019,338.52466,0.8790153,839.0242,207.15517,0.9821162,805.99445,50.9555,0.98821104
14,880.55054,654.7926,0.71006364,866.8533,499.1668,1.0,849.90906,338.52704,0.8785188,839.0009,207.21384,0.97757804,805.9858,50.960243,0.98729163
15,880.59985,654.7619,0.7098953,866.87085,499.1648,1.0,849.9036,338.51956,0.8841208,839.0364,207.14452,0.98153687,806.0013,50.969288,0.99085546
16,880.71173,654.5699,0.7315663,866.8733,499.18353,1.0,849.8938,338.51443,0.86852896,839.0192,207.12738,0.9806992,805.9659,50.990147,0.9943916
17,880.59644,654.528,0.7172182,866.82025,499.18732,1.0,849.9387,338.47202,0.87421054,839.0164,207.09845,0.9762332,806.0045,50.95753,0.9935984
