timestamp,quat1,quat2
162818925075,"(0.1474609375, -0.9781494140625, 0.1466064453125, -0.00152587890625)","(0.0, 0.0, 0.0, 0.0)"
162818932676,"(0.1474609375, -0.9781494140625, 0.1466064453125, -0.00152587890625)","(0.0, 0.0, 0.0, 0.0)"
162818938419,"(0.14739990234375, -0.9781494140625, 0.14666748046875, -0.00164794921875)","(0.0, 0.0, 0.0, 0.0)"
162818942986,"(0.14739990234375, -0.9781494140625, 0.14666748046875, -0.00164794921875)","(0.0, 0.0, 0.0, 0.0)"
162818948348,"(0.14739990234375, -0.9781494140625, 0.14666748046875, -0.00164794921875)","(0.0, 0.0, 0.0, 0.0)"
162818952764,"(0.1474609375, -0.9781494140625, 0.14666748046875, -0.0015869140625)","(0.0, 0.0, 0.0, 0.0)"
162818958693,"(0.1474609375, -0.9781494140625, 0.14666748046875, -0.0015869140625)","(0.0, 0.0, 0.0, 0.0)"
162818964501,"(0.1474609375, -0.9781494140625, 0.14654541015625, -0.0015869140625)","(0.0, 0.0, 0.0, 0.0)"
162818969610,"(0.1474609375, -0.9781494140625, 0.14654541015625, -0.0015869140625)","(0.0, 0.0, 0.0, 0.0)"
162818975338,"(0.14739990234375, -0.9781494140625, 0.1466064453125, -0.00177001953125)","(0.0, 0.0, 0.0, 0.0)"
162818980478,"(0.14739990234375, -0.9781494140625, 0.1466064453125, -0.00177001953125)","(1.0, 0.0, 0.0, 0.0)"
162818984381,"(0.1474609375, -0.9781494140625, 0.14654541015625, -0.0015869140625)","(1.0, 0.0, 0.0, 0.0)"
162818989489,"(0.1474609375, -0.9781494140625, 0.14654541015625, -0.0015869140625)","(1.0, 0.0, 0.0, 0.0)"
162818993455,"(0.1474609375, -0.9781494140625, 0.14654541015625, -0.0015869140625)","(1.0, 0.0, 0.0, 0.0)"
162818999010,"(0.14739990234375, -0.9781494140625, 0.1466064453125, -0.001708984375)","(1.0, 0.0, 0.0, 0.0)"
162819004522,"(0.14739990234375, -0.9781494140625, 0.1466064453125, -0.001708984375)","(1.0, 0.0, 0.0, 0.0)"
