scorer,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,925.51605,803.82294,0.66260815,935.24176,555.10095,0.766636,921.5502,362.2854,0.5994843,966.7255,196.59077,0.8623671,921.6567,360.96146,0.2097633
1,925.7838,802.7194,0.68205667,935.2867,555.1378,0.7659049,921.6083,362.46033,0.60224426,966.8251,196.67801,0.86282843,921.7611,361.11926,0.19985576
2,926.3161,801.2327,0.6741848,935.3768,555.2531,0.7668061,921.4623,362.49036,0.6006782,966.8625,196.80061,0.86584574,921.63367,361.16058,0.19256818
3,925.9038,802.0807,0.6939734,935.4067,555.24786,0.77361184,921.4582,362.46823,0.6020885,966.8249,196.67871,0.8610751,921.6171,361.1686,0.19537634
4,929.3845,724.3744,0.6637985,935.3897,555.2371,0.7724272,921.4748,362.49982,0.60601807,966.869,196.78088,0.86762923,921.6021,361.16718,0.19715679
5,926.09766,802.1172,0.71774715,935.33563,555.3113,0.7710097,921.50415,362.53738,0.59526426,966.86554,196.76334,0.86547214,921.65,361.2003,0.20115802
6,926.0328,802.55707,0.7140331,935.4073,555.31635,0.76767135,921.4887,362.517,0.590101,966.8389,196.81523,0.86420244,921.68396,361.1868,0.2047959
7,926.0258,802.69226,0.71461296,935.3819,555.39087,0.77824557,921.48676,362.56818,0.5927623,966.79236,196.71141,0.8694571,921.6498,361.20572,0.20612594
8,925.9374,802.32684,0.7259064,935.3896,555.45544,0.77056324,921.4508,362.5395,0.5905279,966.7342,196.73924,0.86948645,921.6341,361.20798,0.20525548
9,925.86426,803.18896,0.7353178,935.3255,555.1936,0.7712387,921.2233,362.60977,0.60737205,966.7577,196.79057,0.86968094,921.2373,361.21802,0.18959183
10,929.6486,725.03876,0.67588526,935.428,555.32794,0.76788014,920.9471,362.52808,0.6085868,966.7654,196.81213,0.87392116,920.8761,361.07306,0.19359906
11,929.6359,724.9871,0.6721352,935.4865,555.2462,0.7666631,921.00476,362.43735,0.6056247,966.70905,196.77205,0.87818724,920.93335,360.98343,0.19245383
12,926.5458,800.86487,0.64965767,935.3311,555.1727,0.7627847,921.02216,362.4661,0.60858035,966.6586,196.75734,0.86926925,920.95703,361.02942,0.19514684
13,926.5506,800.9841,0.65886045,935.28424,555.2116,0.7489667,920.9647,362.53052,0.61220837,966.7236,196.67209,0.86309063,928.70184,725.2797,0.1940084
14,926.47156,801.34314,0.67460585,935.2729,555.3591,0.7496009,920.95355,362.52408,0.6109173,966.6963,196.5918,0.8646509,928.7046,725.275,0.19678053
15,926.4881,801.1201,0.66792583,935.2576,555.3954,0.75364447,920.999,362.41266,0.6074233,966.7363,196.64795,0.86202085,928.73865,725.2928,0.1998207
16,926.48846,801.0069,0.6644181,935.15717,555.47296,0.7582364,921.02704,362.48523,0.61351115,966.7961,196.72115,0.8590735,928.72736,725.27954,0.19622242
17,926.0922,801.8426,0.7179548,935.1931,555.3838,0.75643814,921.0569,362.30038,0.59503174,966.73376,196.63832,0.8591571,928.73645,725.40497,0.2076852
