scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.447609,5.499511,36.05907,-23.598917,3.6709154,37.170944,-21.503729,2.374407,40.175117,-19.839457,0.5758617,41.977932,-18.39646,-0.8936914,43.622456
1,-25.447441,5.4995837,36.059715,-23.598698,3.6713262,37.171482,-21.503922,2.374982,40.174805,-19.83977,0.5756716,41.97872,-18.395983,-0.89395595,43.619156
2,-25.447119,5.4955373,36.057793,-23.600372,3.6675553,37.16887,-21.517452,2.37201,40.194645,-19.839207,0.57504076,41.978695,-18.396902,-0.8941507,43.62252
3,-25.44733,5.4941645,36.057392,-23.600718,3.6669354,37.16771,-21.50492,2.372087,40.170418,-19.83926,0.5731596,41.979183,-18.395348,-0.8953,43.623547
4,-25.447342,5.492929,36.058067,-23.603449,3.664752,37.162037,-21.519648,2.3675325,40.18958,-19.839788,0.57077515,41.980347,-18.39344,-0.8983426,43.628677
5,-25.445688,5.4901614,36.054436,-23.605202,3.6629548,37.15976,-21.509342,2.3651533,40.165016,-19.839401,0.5684229,41.982014,-18.394938,-0.8990805,43.630207
6,-25.447014,5.488704,36.0555,-23.606045,3.6613243,37.15813,-21.520054,2.3641102,40.18617,-19.838741,0.56595314,41.98307,-18.393301,-0.90185964,43.63254
7,-25.446983,5.486741,36.055428,-23.606964,3.6594152,37.157482,-21.51121,2.3622863,40.15836,-19.838558,0.5624338,41.979958,-18.393063,-0.9026528,43.633015
8,-25.443789,5.48301,36.04956,-23.606365,3.6576223,37.158928,-21.50991,2.3631868,40.160267,-19.840464,0.55871606,41.98096,-18.392977,-0.90338945,43.632927
9,-25.445654,5.481066,36.05019,-23.610481,3.6558282,37.157463,-21.513035,2.3609753,40.162266,-19.842628,0.5554784,41.983406,-18.393131,-0.90773183,43.637775
10,-25.447922,5.4799156,36.050434,-23.614166,3.6537442,37.158245,-21.51668,2.3585594,40.156883,-19.845732,0.55241215,41.98826,-18.394321,-0.9075591,43.637135
11,-25.450848,5.47582,36.051357,-23.618256,3.6485953,37.1588,-21.518105,2.3546107,40.15407,-19.847645,0.5491872,41.99129,-18.394705,-0.90978575,43.64012
12,-25.454222,5.472248,36.05348,-23.618101,3.6449754,37.157707,-20.38905,-1.076955,37.59424,-19.8497,0.54618746,41.995216,-18.394833,-0.9122269,43.640453
13,-25.455769,5.471254,36.05286,-23.620344,3.6378098,37.152306,-21.521957,2.3501143,40.15724,-19.850245,0.5440579,41.995296,-18.39559,-0.9127609,43.64029
14,-25.458254,5.4677505,36.054523,-23.620731,3.63771,37.152573,-21.52186,2.3508763,40.165817,-19.850954,0.54302216,41.99608,-18.39512,-0.91525096,43.640476
15,-25.462618,5.463595,36.057735,-23.624119,3.6347778,37.15836,-21.524,2.3484867,40.158226,-19.85112,0.54305923,41.99628,-18.396725,-0.91698086,43.63771
16,-25.464243,5.4601254,36.05744,-23.627178,3.6284337,37.15814,-21.524862,2.3461368,40.15546,-19.853994,0.5392005,41.999702,-18.396784,-0.9204341,43.639416
17,-25.464926,5.4595795,36.05839,-23.628555,3.626909,37.158966,-21.527563,2.3419523,40.162632,-19.854485,0.5385848,42.001167,-18.400442,-0.9191278,43.63985
