scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,899.0892,678.656,0.46765894,885.72614,514.31836,0.9167331,866.5022,326.11227,0.6466711,851.29034,184.06508,0.90898407,866.99817,325.51202,0.16987845
1,898.8237,678.9571,0.48855042,885.7758,514.1852,0.9108079,866.58,325.16705,0.7090157,850.96826,184.1273,0.93843055,867.41144,324.44504,0.18137716
2,898.7897,679.0801,0.49673033,885.7956,514.2038,0.9113999,866.54236,325.18622,0.7109295,851.0598,184.00356,0.9413428,867.37213,324.48788,0.18067093
3,898.73376,679.0285,0.5117545,885.8242,514.1733,0.92107403,866.4828,325.97498,0.7378641,850.97314,184.19028,0.94552666,851.2371,183.83112,0.16963094
4,898.9459,677.9946,0.45377484,885.71796,514.1161,0.91076624,866.5047,325.21298,0.71761066,850.5072,184.03159,0.9791832,867.3015,324.52432,0.1966738
5,898.96564,678.05493,0.46659037,885.5929,514.12836,0.88467836,865.7177,325.32358,0.639501,850.4718,184.10835,0.9715957,866.36774,324.2707,0.18132836
6,898.91425,678.47595,0.49550602,885.57355,514.19836,0.88368833,866.3791,325.88626,0.69530034,850.5757,184.26952,0.9948918,867.0675,325.20343,0.18812226
7,898.93195,678.4936,0.49145496,885.49414,514.0913,0.87850994,865.63806,325.709,0.6780071,850.2785,184.17674,1.0,866.20215,324.66736,0.1627822
8,898.861,678.4864,0.48777595,885.4345,514.1249,0.90489626,865.7167,325.2452,0.6267356,849.6894,184.12334,1.0,866.3345,324.28885,0.18768924
9,898.8399,678.2717,0.4951999,885.4081,514.129,0.90764976,866.05664,325.57385,0.67595845,850.03845,183.90771,1.0,866.7531,324.49072,0.18926528
10,898.7653,678.34644,0.51036876,885.4485,514.13226,0.9075122,866.02704,325.73035,0.65309775,849.7692,183.82947,1.0,866.76245,324.57782,0.2111111
11,898.7281,678.32056,0.54059404,885.4433,514.12463,0.9067759,866.15393,325.65726,0.68615407,849.9211,183.90797,1.0,866.86884,324.5656,0.20324679
12,898.66364,678.21014,0.57075036,885.5311,514.1717,0.92796254,866.03015,325.62848,0.68431675,849.9154,183.93071,1.0,866.7365,324.41486,0.17863311
13,898.7071,678.1992,0.5696853,885.51746,514.1429,0.91256434,865.6726,325.9243,0.67030084,849.73596,183.93323,1.0,866.35205,325.0312,0.19008917
14,898.5604,678.40546,0.5373352,885.53326,514.1465,0.9135314,865.71246,325.94608,0.6607756,849.9818,183.92155,0.9883128,866.36127,324.81326,0.21622893
15,898.6255,678.3627,0.52086204,885.5378,514.1486,0.9139306,865.60675,325.91394,0.7349327,849.8823,183.83023,1.0,866.24725,324.92633,0.17638682
16,898.6373,678.33813,0.50269234,885.54425,514.167,0.9149566,865.535,325.8247,0.7336103,849.48126,183.83994,1.0,866.22485,324.82306,0.17129311
17,898.8042,678.46716,0.45611578,885.54175,514.1751,0.89625084,865.49854,325.9551,0.7023487,849.6446,183.7595,1.0,866.1752,324.85034,0.21053678
