Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
10.0,-86.62,-168.0,244.0
10.0,-86.94,-168.0,244.0
10.0,-86.94,-168.0,244.0
10.0,-86.94,-168.0,244.0
10.0,-86.94,-168.0,244.0
70.0,-44.06,-123.0,467.0
70.0,-14.94,-111.0,515.0
70.0,-3.75,-106.0,515.0
70.0,-3.75,-106.0,515.0
70.0,-3.88,-106.0,515.0
10.0,-49.19,-135.0,281.0
10.0,-80.19,-154.0,246.0
10.0,-85.5,-164.0,245.0
10.0,-85.56,-165.0,245.0
10.0,-85.56,-165.0,245.0
70.0,-42.19,-126.0,470.0
70.0,-12.94,-108.0,514.0
70.0,-1.88,-106.0,515.0
70.0,-1.94,-106.0,515.0
70.0,-2.5,-106.0,515.0
10.0,-49.0,-131.0,278.0
10.0,-81.81,-159.0,244.0
10.0,-85.94,-164.0,244.0
10.0,-85.94,-165.0,244.0
10.0,-85.94,-164.0,244.0
70.0,-40.38,-121.0,473.0
70.0,-11.5,-109.0,515.0
70.0,-1.81,-105.0,515.0
70.0,-2.0,-106.0,515.0
70.0,-2.44,-106.0,515.0
10.0,-52.5,-135.0,274.0
10.0,-83.37,-156.0,244.0
10.0,-87.75,-165.0,243.0
10.0,-87.5,-165.0,244.0
10.0,-87.25,-165.0,244.0
70.0,-41.25,-124.0,476.0
70.0,-12.19,-107.0,515.0
70.0,-2.56,-105.0,516.0
70.0,-2.81,-105.0,515.0
70.0,-3.06,-105.0,515.0
10.0,-52.38,-132.0,272.0
10.0,-84.69,-160.0,246.0
10.0,-87.44,-164.0,245.0
10.0,-87.31,-164.0,244.0
10.0,-87.0,-164.0,245.0
70.0,-43.5,-122.0,468.0
70.0,-14.25,-110.0,514.0
70.0,-4.63,-105.0,514.0
70.0,-4.63,-105.0,515.0
70.0,-4.69,-105.0,514.0
10.0,-51.0,-134.0,277.0
10.0,-82.31,-161.0,246.0
10.0,-87.62,-163.0,245.0
10.0,-87.5,-164.0,245.0
10.0,-87.19,-164.0,245.0
70.0,-43.56,-125.0,474.0
70.0,-12.81,-107.0,515.0
70.0,-4.69,-105.0,515.0
70.0,-4.63,-105.0,515.0
70.0,-4.63,-105.0,515.0
10.0,-52.75,-139.0,272.0
10.0,-83.81,-159.0,246.0
10.0,-87.75,-164.0,244.0
10.0,-87.31,-164.0,245.0
10.0,-87.06,-164.0,245.0
70.0,-39.88,-121.0,477.0
70.0,-9.56,-109.0,515.0
70.0,-2.56,-105.0,515.0
70.0,-2.75,-105.0,515.0
70.0,-3.06,-105.0,515.0
10.0,-53.94,-135.0,270.0
10.0,-84.56,-161.0,244.0
10.0,-87.69,-164.0,244.0
10.0,-87.44,-164.0,244.0
10.0,-87.19,-164.0,245.0
70.0,-41.94,-126.0,472.0
70.0,-12.5,-108.0,515.0
70.0,-2.38,-105.0,515.0
70.0,-2.63,-105.0,516.0
70.0,-2.88,-105.0,515.0
10.0,-49.56,-138.0,276.0
10.0,-83.0,-158.0,243.0
10.0,-86.94,-164.0,244.0
10.0,-86.81,-164.0,244.0
10.0,-86.75,-164.0,243.0
70.0,-40.13,-122.0,474.0
70.0,-11.06,-109.0,514.0
70.0,-2.44,-105.0,514.0
70.0,-2.63,-105.0,514.0
70.0,-3.0,-105.0,515.0
10.0,-51.75,-134.0,272.0
10.0,-82.56,-161.0,244.0
