Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0
70.0,-3.44,-30277.0,516.0
70.0,-3.56,-30295.0,516.0
70.0,-3.69,-30290.0,516.0
70.0,-3.75,-30294.0,516.0
70.0,-3.81,-30298.0,515.0
70.0,-3.88,-30302.0,516.0
70.0,-3.94,-30293.0,516.0
70.0,-3.94,-30301.0,516.0
70.0,-4.0,-30302.0,515.0
70.0,-4.0,-30307.0,515.0
70.0,-4.0,-30305.0,516.0
70.0,-4.0,-30315.0,516.0
70.0,-4.0,-30304.0,515.0
70.0,-4.0,-30311.0,516.0
70.0,-4.0,-30315.0,516.0
70.0,-4.0,-30316.0,516.0
70.0,-4.0,-30322.0,516.0
70.0,-4.0,-30319.0,515.0
70.0,-4.0,-30324.0,516.0
70.0,-4.0,-30334.0,516.0
70.0,-4.0,-30329.0,516.0
70.0,-4.0,-30318.0,516.0
70.0,-4.0,-30326.0,516.0
70.0,-4.0,-30325.0,516.0
70.0,-4.0,-30329.0,515.0
70.0,-4.0,-30329.0,516.0
70.0,-4.0,-30335.0,516.0
70.0,-4.0,-30329.0,516.0
70.0,-4.0,-30332.0,516.0
70.0,-4.0,-30324.0,516.0
70.0,-4.0,-30333.0,516.0
70.0,-4.0,-30323.0,516.0
70.0,-4.0,-30327.0,516.0
70.0,-4.0,-30325.0,516.0
70.0,-4.0,-30331.0,516.0
70.0,-4.0,-30326.0,516.0
70.0,-4.0,-30330.0,515.0
70.0,-4.0,-30334.0,516.0
70.0,-4.0,-30332.0,516.0
70.0,-4.0,-30333.0,516.0
70.0,-4.0,-30340.0,516.0
70.0,-4.0,-30338.0,516.0
70.0,-4.0,-30330.0,516.0
70.0,-4.0,-30342.0,515.0
70.0,-4.0,-30331.0,516.0
70.0,-4.0,-30336.0,516.0
70.0,-4.0,-30332.0,516.0
60.0,-16.56,-28813.0,478.0
60.0,-16.56,-28812.0,478.0
60.0,-16.56,-28810.0,478.0
60.0,-16.56,-28811.0,478.0
60.0,-16.56,-28817.0,477.0
60.0,-16.56,-28813.0,478.0
60.0,-16.56,-28818.0,477.0
60.0,-16.56,-28818.0,478.0
60.0,-16.56,-28824.0,477.0
60.0,-16.56,-28828.0,478.0
60.0,-16.56,-28829.0,478.0
60.0,-16.56,-28825.0,477.0
60.0,-16.56,-28836.0,478.0
60.0,-16.56,-28831.0,477.0
60.0,-16.56,-28828.0,478.0
60.0,-16.56,-28830.0,477.0
60.0,-16.56,-28836.0,477.0
60.0,-16.56,-28835.0,477.0
60.0,-16.56,-28833.0,477.0
60.0,-16.56,-28836.0,478.0
60.0,-16.56,-28836.0,478.0
60.0,-16.56,-28837.0,477.0
60.0,-16.56,-28845.0,477.0
60.0,-16.56,-28835.0,477.0
60.0,-16.56,-28834.0,477.0
60.0,-16.56,-28831.0,477.0
60.0,-16.56,-28829.0,477.0
60.0,-16.56,-28826.0,477.0
60.0,-16.56,-28836.0,477.0
60.0,-16.56,-28833.0,478.0
60.0,-16.56,-28829.0,478.0
60.0,-16.56,-28833.0,477.0
60.0,-16.56,-28831.0,478.0
60.0,-16.56,-28836.0,478.0
60.0,-16.56,-28834.0,477.0
60.0,-16.56,-28827.0,477.0
60.0,-16.56,-28825.0,477.0
60.0,-16.56,-28823.0,477.0
60.0,-16.56,-28829.0,477.0
60.0,-16.56,-28840.0,477.0
60.0,-16.56,-28834.0,478.0
60.0,-16.56,-28844.0,477.0
60.0,-16.56,-28841.0,477.0
60.0,-16.56,-28843.0,478.0
60.0,-16.56,-28831.0,477.0
60.0,-16.56,-28827.0,477.0
60.0,-16.56,-28835.0,477.0
60.0,-16.56,-28834.0,478.0
60.0,-16.56,-28833.0,477.0
60.0,-16.56,-28843.0,478.0
50.0,-30.5,-26491.0,434.0
50.0,-30.5,-26492.0,433.0
50.0,-30.5,-26498.0,433.0
50.0,-30.5,-26498.0,433.0
50.0,-30.5,-26497.0,434.0
50.0,-30.5,-26494.0,433.0
50.0,-30.5,-26497.0,434.0
50.0,-30.5,-26494.0,433.0
50.0,-30.5,-26500.0,433.0
50.0,-30.5,-26495.0,433.0
50.0,-30.5,-26499.0,433.0
50.0,-30.5,-26499.0,433.0
50.0,-30.5,-26499.0,434.0
50.0,-30.5,-26502.0,433.0
50.0,-30.5,-26503.0,433.0
50.0,-30.5,-26502.0,433.0
50.0,-30.5,-26499.0,434.0
50.0,-30.5,-26499.0,433.0
50.0,-30.5,-26502.0,433.0
50.0,-30.5,-26509.0,434.0
50.0,-30.5,-26505.0,434.0
50.0,-30.5,-26505.0,433.0
50.0,-30.5,-26515.0,434.0
50.0,-30.5,-26510.0,433.0
50.0,-30.5,-26504.0,433.0
50.0,-30.5,-26503.0,433.0
50.0,-30.5,-26505.0,433.0
