scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.517681,2.863411,37.19834,-22.545418,1.3445568,38.597965,-20.654215,0.19465792,41.695965,-19.17219,-1.6091751,43.589233,-17.652155,-3.0929213,45.359425
1,-24.521858,2.8639326,37.19536,-22.548489,1.3453829,38.598812,-20.65684,0.19636239,41.701168,-19.17286,-1.6085283,43.586845,-17.652637,-3.0910468,45.359333
2,-24.533857,2.850536,37.199654,-22.554422,1.3319535,38.59296,-20.661165,0.1919,41.69433,-19.173765,-1.6081536,43.58492,-17.65422,-3.0899076,45.358192
3,-24.533163,2.8464575,37.199642,-22.558424,1.3276328,38.587208,-20.65767,0.19249997,41.701572,-19.174057,-1.6067225,43.58304,-17.660645,-3.0906758,45.37333
4,-24.533655,2.8464463,37.19561,-22.559355,1.3279061,38.588745,-20.658407,0.19196483,41.700027,-19.174084,-1.6052988,43.58072,-17.659336,-3.088468,45.365345
5,-24.535322,2.8439927,37.199932,-22.559643,1.3271865,38.59014,-20.659204,0.19208641,41.703022,-19.173098,-1.6046243,43.58094,-17.659946,-3.088743,45.366264
6,-24.532356,2.8442533,37.20105,-22.561193,1.3265725,38.587536,-20.658346,0.19178921,41.701904,-19.172354,-1.604371,43.5821,-17.660368,-3.0824444,45.37626
7,-24.536922,2.844026,37.202454,-22.561577,1.3264483,38.587215,-20.65757,0.19198167,41.699257,-19.17218,-1.6043153,43.581375,-17.66013,-3.0820692,45.376427
8,-24.542936,2.843319,37.20708,-22.568317,1.3282614,38.59382,-20.656475,0.19009544,41.698128,-19.171183,-1.6042546,43.58467,-17.660007,-3.0828984,45.377354
9,-24.56716,2.8216739,37.198643,-22.581778,1.31162,38.57684,-20.665157,0.17836969,41.685955,-19.171541,-1.6080647,43.58158,-17.655874,-3.0904427,45.366093
10,-24.573841,2.8132322,37.199974,-22.586185,1.303483,38.575672,-20.665989,0.17555727,41.68455,-19.172293,-1.6096958,43.57952,-17.654394,-3.091418,45.370502
11,-24.57453,2.8132954,37.20127,-22.586273,1.3031721,38.57582,-20.665663,0.17561486,41.68371,-19.17074,-1.6095345,43.582863,-17.653948,-3.0830448,45.37726
12,-24.57674,2.811213,37.204994,-22.58611,1.3000507,38.577175,-20.664938,0.17586792,41.683468,-19.16904,-1.6094846,43.58722,-17.65115,-3.0820868,45.37277
13,-24.567749,2.795293,37.209312,-22.582949,1.2873356,38.573204,-20.661522,0.1646932,41.697613,-19.16332,-1.6140653,43.59729,-17.64397,-3.0857852,45.383617
14,-24.564814,2.7812517,37.20995,-22.580982,1.2784598,38.57708,-20.656614,0.15304211,41.7057,-19.15837,-1.6181982,43.60463,-17.638975,-3.0877347,45.385384
15,-24.562992,2.7731655,37.219704,-22.581093,1.2688634,38.587845,-20.65324,0.14490128,41.697784,-19.153688,-1.6233338,43.609783,-17.6344,-3.0863657,45.395714
16,-24.56484,2.7683377,37.22299,-22.583824,1.268137,38.584583,-20.660198,0.14386652,41.712795,-19.158192,-1.6181084,43.604527,-17.634275,-3.0875022,45.395325
17,-24.563185,2.756043,37.232807,-22.587667,1.2608227,38.58994,-20.676237,0.13308871,41.750122,-19.16026,-1.6215439,43.609123,-17.630585,-3.093669,45.38982
