scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-26.483198,5.570778,35.286724,-24.61954,3.8120935,36.520752,-22.4576,2.5161374,39.5529,-20.490778,0.7676141,41.39944,-18.869831,-0.41923037,43.094234
1,-26.480211,5.579396,35.28302,-24.617968,3.817061,36.516556,-22.455145,2.5206838,39.556828,-20.489668,0.77351993,41.392296,-18.869991,-0.41246778,43.094437
2,-26.477907,5.5877333,35.27208,-24.617441,3.8262157,36.511555,-22.44581,2.529688,39.546112,-20.490273,0.7795247,41.390244,-18.86847,-0.40680808,43.094044
3,-26.469513,5.59888,35.27006,-24.61107,3.8346229,36.518757,-22.447334,2.534266,39.566948,-20.485287,0.78335303,41.39727,-18.867044,-0.40043518,43.090187
4,-26.463518,5.6074615,35.272175,-24.590616,3.8520963,36.51446,-22.433592,2.5416245,39.549366,-20.480627,0.7891599,41.401325,-18.868122,-0.39874825,43.076153
5,-26.45243,5.6208606,35.27353,-24.57555,3.8616307,36.5163,-22.426172,2.5520434,39.55698,-20.468288,0.79541713,41.410015,-18.849577,-0.39343017,43.100376
6,-26.452042,5.6233225,35.275593,-24.572283,3.8633034,36.52168,-22.426252,2.5519454,39.55689,-20.468163,0.79540074,41.410255,-18.84988,-0.39193663,43.09854
7,-26.453827,5.621206,35.27716,-24.573643,3.8618004,36.52358,-22.426262,2.5519218,39.55679,-20.468227,0.79540133,41.410244,-18.849953,-0.39176604,43.099396
8,-26.455303,5.6191072,35.277554,-24.573418,3.8616,36.523624,-22.426445,2.5509531,39.55097,-20.468246,0.79539037,41.410164,-18.850138,-0.39186844,43.09907
9,-26.453167,5.620501,35.279926,-24.573046,3.862705,36.52383,-22.427452,2.5527215,39.55384,-20.467846,0.7967378,41.40919,-18.854048,-0.39029232,43.096912
10,-26.453255,5.619477,35.278763,-24.572561,3.8637133,36.523006,-22.42789,2.5538318,39.554592,-20.467361,0.7978743,41.40861,-18.85438,-0.38989127,43.09759
11,-26.45323,5.6203294,35.275658,-24.57204,3.8645988,36.521988,-22.427279,2.554728,39.557663,-20.467066,0.79966784,41.40794,-18.855778,-0.3896156,43.09757
12,-26.451902,5.6223226,35.27887,-24.570906,3.8657076,36.518997,-22.426226,2.556192,39.560135,-20.466717,0.80102825,41.40798,-18.855787,-0.389652,43.095768
13,-26.450487,5.6239514,35.27907,-24.570604,3.8673913,36.520958,-22.425283,2.5585322,39.55814,-20.46675,0.8020954,41.40924,-18.853933,-0.3886082,43.095196
14,-26.45002,5.6250815,35.279697,-24.567396,3.8702812,36.51803,-22.425852,2.5622184,39.55852,-20.466251,0.8041433,41.409008,-18.854301,-0.3875561,43.093285
15,-26.44706,5.63194,35.278313,-24.565783,3.873054,36.518818,-22.42391,2.5660765,39.55892,-20.465391,0.8064987,41.409115,-18.8536,-0.38574558,43.091377
16,-26.44672,5.6356816,35.280777,-24.564314,3.87772,36.519726,-22.422552,2.5681984,39.55886,-20.465261,0.8082929,41.409485,-18.853071,-0.38519484,43.09611
17,-26.44796,5.633095,35.278812,-24.565567,3.8774393,36.52135,-22.423283,2.567337,39.55898,-20.465687,0.8077978,41.409832,-18.854383,-0.3862604,43.08962
