timestamp_iso,requested_angle_deg,commanded_pw_us,measured_angle_deg
2025-11-16T17:50:26,0,1309
2025-11-16T17:50:27,-15,1196
2025-11-16T17:50:28,-30,1084
2025-11-16T17:50:29,-45,971
2025-11-16T17:50:30,-60,859
2025-11-16T17:50:31,-75,746
2025-11-16T17:50:32,-90,634
2025-11-16T17:50:33,-75,746
2025-11-16T17:50:34,-60,859
2025-11-16T17:50:35,-45,971
2025-11-16T17:50:36,-30,1084
2025-11-16T17:50:37,-15,1196
2025-11-16T17:50:38,0,1309
